################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  9.5260536203067611E-02 a       200     0    10     1    20
 -1.3178040839819952E-01 a       201     0    11     1     1
 -2.6302220976319612E-01 a       202     0    11     1     2
  7.1217169278288167E-02 a       203     0    11     1     3
  8.0872869272772860E-02 a       204     0    11     1     4
 -2.6005011594870875E-01 a       205     0    11     1     5
  5.6699876477348782E-02 a       206     0    11     1     6
  1.2901581767633785E-01 a       207     0    11     1     7
  1.8114487657870168E-01 a       208     0    11     1     8
  1.3554837614029376E-02 a       209     0    11     1     9
  3.6202130004671018E-01 a       210     0    11     1    10
 -3.6782440058308757E-01 a       211     0    11     1    11
  6.3445667937316264E-02 a       212     0    11     1    12
 -1.3668157062335132E-01 a       213     0    11     1    13
  2.3716102733528262E-02 a       214     0    11     1    14
 -9.3977101331399526E-02 a       215     0    11     1    15
 -1.1974190469092727E-01 a       216     0    11     1    16
  3.1764982761215582E-01 a       217     0    11     1    17
  2.2018709979346665E-01 a       218     0    11     1    18
  1.8830612532376853E-01 a       219     0    11     1    19
 -2.5993649563058500E-02 a       220     0    11     1    20
  3.7496104767005056E-01 a       221     0    12     1     1
  1.3134018892894014E-01 a       222     0    12     1     2
  2.3024102264345964E-01 a       223     0    12     1     3
 -5.5307579043078786E-02 a       224     0    12     1     4
  4.7967754340780683E-02 a       225     0    12     1     5
 -2.2950078319190456E-01 a       226     0    12     1     6
 -4.3954089896665487E-02 a       227     0    12     1     7
 -5.2302442572182993E-02 a       228     0    12     1     8
  2.7729163418431572E-02 a       229     0    12     1     9
 -1.5936348895556765E-01 a       230     0    12     1    10
 -1.8668810873076805E-01 a       231     0    12     1    11
  1.5572745787505343E-01 a       232     0    12     1    12
 -2.8661342843823817E-01 a       233     0    12     1    13
  1.6772776450014729E-01 a       234     0    12     1    14
 -1.4694315336659633E-01 a       235     0    12     1    15
  2.8486657411968092E-01 a       236     0    12     1    16
  2.4255972632949860E-01 a       237     0    12     1    17
  3.3904849305078139E-01 a       238     0    12     1    18
  2.1049662624760107E-01 a       239     0    12     1    19
 -5.4286082215662397E-02 a       240     0    12     1    20
 -2.5444550551663825E-01 a       241     0    13     1     1
 -5.5196649716459628E-02 a       242     0    13     1     2
  1.7597089071850133E-01 a       243     0    13     1     3
 -2.6328556064220406E-02 a       244     0    13     1     4
 -2.5846582161396725E-01 a       245     0    13     1     5
 -1.5186930416042496E-01 a       246     0    13     1     6
 -9.9823551129965618E-02 a       247     0    13     1     7
 -1.6829445094329912E-01 a       248     0    13     1     8
  6.2420832477227600E-02 a       249     0    13     1     9
 -1.8729790096727614E-01 a       250     0    13     1    10
  4.5858111752795076E-02 a       251     0    13     1    11
  9.8006554346870056E-02 a       252     0    13     1    12
  6.8491214160972994E-02 a       253     0    13     1    13
  3.1445026162346748E-02 a       254     0    13     1    14
 -3.5037030409969261E-01 a       255     0    13     1    15
  2.2254478885287085E-01 a       256     0    13     1    16
 -3.3722750250620176E-01 a       257     0    13     1    17
 -4.3546534645190024E-02 a       258     0    13     1    18
 -2.9748335138090964E-01 a       259     0    13     1    19
  9.2141194898421278E-02 a       260     0    13     1    20
 -1.1593637947601727E-01 a       261     0    14     1     1
  4.0265214229595836E-02 a       262     0    14     1     2
 -1.1299071211316965E-01 a       263     0    14     1     3
  4.5277208684251924E-01 a       264     0    14     1     4
  1.4957054195899500E-01 a       265     0    14     1     5
 -1.0188369850585872E-01 a       266     0    14     1     6
 -9.5535098724084375E-02 a       267     0    14     1     7
  2.1342859373048157E-02 a       268     0    14     1     8
  2.6406390520413003E-02 a       269     0    14     1     9
  6.0382816488387447E-02 a       270     0    14     1    10
 -1.3916152382714125E-01 a       271     0    14     1    11
 -3.8718667071051191E-02 a       272     0    14     1    12
  8.0685427698729120E-02 a       273     0    14     1    13
  5.7983545668272171E-02 a       274     0    14     1    14
  4.5371979016763903E-02 a       275     0    14     1    15
  1.1258363526306568E-01 a       276     0    14     1    16
 -2.8561030603130536E-02 a       277     0    14     1    17
  1.9583182294778392E-01 a       278     0    14     1    18
 -6.3611055979110279E-02 a       279     0    14     1    19
 -9.1084675505226864E-02 a       280     0    14     1    20
 -6.9804838300286734E-02 a       281     0    15     1     1
  2.5522616183724900E-01 a       282     0    15     1     2
 -4.0335495439103747E-01 a       283     0    15     1     3
 -3.5618715021045910E-01 a       284     0    15     1     4
 -2.3427905845736818E-01 a       285     0    15     1     5
  2.6203838866327628E-01 a       286     0    15     1     6
  1.8361766781989218E-02 a       287     0    15     1     7
 -3.0963593756507365E-02 a       288     0    15     1     8
 -6.7060329505398086E-02 a       289     0    15     1     9
  1.5956411923313985E-01 a       290     0    15     1    10
  1.8119474057724647E-01 a       291     0    15     1    11
 -3.2412727504388794E-01 a       292     0    15     1    12
 -2.2631603517808316E-03 a       293     0    15     1    13
 -1.8252745196768599E-02 a       294     0    15     1    14
  1.4136518976637602E-01 a       295     0    15     1    15
 -1.1869035060746584E-01 a       296     0    15     1    16
  1.8691774794087002E-01 a       297     0    15     1    17
  2.5677771288586215E-01 a       298     0    15     1    18
 -4.8199464996678078E-02 a       299     0    15     1    19
  1.0266705519237161E-01 a       300     0    15     1    20
 -2.5194733740300190E-01 a       301     0    16     1     1
  6.5968392677750440E-02 a       302     0    16     1     2
 -1.1695893424753342E-01 a       303     0    16     1     3
 -1.9885103315171540E-01 a       304     0    16     1     4
 -8.3918874297933294E-02 a       305     0    16     1     5
  4.6597648062454083E-01 a       306     0    16     1     6
 -1.2437767224523885E-01 a       307     0    16     1     7
  1.0161909477739410E-01 a       308     0    16     1     8
  1.2195606572030229E-01 a       309     0    16     1     9
 -7.0633539913754484E-02 a       310     0    16     1    10
  6.2666093126822212E-02 a       311     0    16     1    11
  3.1240858905005114E-01 a       312     0    16     1    12
  1.4118452275878010E-01 a       313     0    16     1    13
 -3.2818235697417053E-01 a       314     0    16     1    14
  1.5753579730378650E-01 a       315     0    16     1    15
 -2.3978019337771525E-01 a       316     0    16     1    16
 -1.4221599156093649E-03 a       317     0    16     1    17
  9.3274779227134896E-02 a       318     0    16     1    18
 -1.2988599743136131E-01 a       319     0    16     1    19
 -1.6545405724310605E-01 a       320     0    16     1    20
  2.6513075775438402E-02 a       321     0    17     1     1
 -1.0472209841458126E-01 a       322     0    17     1     2
  1.7758843616270847E-01 a       323     0    17     1     3
 -3.2805091325671609E-01 a       324     0    17     1     4
 -1.4406461442516935E-01 a       325     0    17     1     5
  2.3483350919085946E-02 a       326     0    17     1     6
 -9.4977024984169212E-02 a       327     0    17     1     7
 -1.7366277142638681E-01 a       328     0    17     1     8
  5.0244426752624742E-02 a       329     0    17     1     9
  2.0873450553630377E-01 a       330     0    17     1    10
 -1.3427122777964282E-01 a       331     0    17     1    11
 -2.0452477782701300E-01 a       332     0    17     1    12
  2.7926263998029572E-02 a       333     0    17     1    13
  2.3181356559084945E-01 a       334     0    17     1    14
 -6.4967518264982080E-02 a       335     0    17     1    15
 -1.1392691910586196E-01 a       336     0    17     1    16
  8.7595844301714743E-02 a       337     0    17     1    17
 -1.6865923234058355E-01 a       338     0    17     1    18
  1.0178383235384852E-01 a       339     0    17     1    19
 -1.6737952603831721E-01 a       340     0    17     1    20
 -3.2262602958940145E-01 a       341     0    18     1     1
  3.3144539582259741E-02 a       342     0    18     1     2
  1.2574182122349392E-01 a       343     0    18     1     3
 -2.4260005023264662E-02 a       344     0    18     1     4
  1.6079910684033080E-02 a       345     0    18     1     5
  1.8682975487150660E-01 a       346     0    18     1     6
  4.2329321098808333E-02 a       347     0    18     1     7
  2.1824855301922655E-01 a       348     0    18     1     8
 -2.5608065962803513E-02 a       349     0    18     1     9
  1.1410953401212398E-01 a       350     0    18     1    10
  8.7143904775000933E-02 a       351     0    18     1    11
 -6.7267664776030231E-02 a       352     0    18     1    12
  1.2307998500754914E-01 a       353     0    18     1    13
 -1.4121186833386182E-01 a       354     0    18     1    14
  8.7595152943174673E-02 a       355     0    18     1    15
  1.8600841819763861E-01 a       356     0    18     1    16
 -1.1648342115800599E-01 a       357     0    18     1    17
  1.0726734047613953E-01 a       358     0    18     1    18
  3.0696481053487251E-01 a       359     0    18     1    19
 -3.1992282772921732E-01 a       360     0    18     1    20
 -1.1056116325890422E-01 a       361     0    19     1     1
  1.4239673951794227E-01 a       362     0    19     1     2
  1.4129466992673237E-01 a       363     0    19     1     3
  3.7805521482177806E-01 a       364     0    19     1     4
  2.7189727859115853E-01 a       365     0    19     1     5
 -9.6583557643335857E-02 a       366     0    19     1     6
  1.7569511220224810E-02 a       367     0    19     1     7
  2.6958866998688052E-01 a       368     0    19     1     8
  1.1474954884020592E-02 a       369     0    19     1     9
 -1.2257145290695452E-01 a       370     0    19     1    10
  1.1489797640154464E-01 a       371     0    19     1    11
 -1.3971912030155498E-01 a       372     0    19     1    12
 -1.3496064601971156E-01 a       373     0    19     1    13
  2.2326874571394253E-01 a       374     0    19     1    14
 -5.0172047910784024E-03 a       375     0    19     1    15
  2.6582660062889973E-01 a       376     0    19     1    16
 -1.6499570246519293E-01 a       377     0    19     1    17
  5.2256258428144103E-02 a       378     0    19     1    18
  7.6859810458123998E-02 a       379     0    19     1    19
  3.0707225706422991E-01 a       380     0    19     1    20
 -2.8109222611966250E-01 a       381     0    20     1     1
  1.5222637609439146E-01 a       382     0    20     1     2
 -3.0846134218728949E-01 a       383     0    20     1     3
 -2.5710427202779979E-01 a       384     0    20     1     4
 -1.0362717701943981E-01 a       385     0    20     1     5
  1.6604592663525361E-01 a       386     0    20     1     6
 -2.4955686265544272E-01 a       387     0    20     1     7
 -2.5703173628314629E-01 a       388     0    20     1     8
 -2.9679712153748504E-02 a       389     0    20     1     9
  3.2615446437955686E-01 a       390     0    20     1    10
  1.7265756082203007E-01 a       391     0    20     1    11
 -3.5261742102684851E-01 a       392     0    20     1    12
 -2.5302210097883449E-01 a       393     0    20     1    13
  1.8357081616708212E-01 a       394     0    20     1    14
 -2.4827534363193283E-02 a       395     0    20     1    15
  1.6216478505450459E-02 a       396     0    20     1    16
  9.7670768522895898E-02 a       397     0    20     1    17
 -6.4151946606795129E-02 a       398     0    20     1    18
  1.0477227987324832E-01 a       399     0    20     1    19
 -1.6839591689314051E-02 a       400     0    20     1    20
  1.1097915407832552E-01 a       401     0    21     1     1
  9.8797682471695333E-02 a       402     0    21     1     2
  1.2760884438694137E-01 a       403     0    21     1     3
 -7.1784945105725737E-02 a       404     0    21     1     4
  5.8517002770433972E-02 a       405     0    21     1     5
  2.2270688618745188E-01 a       406     0    21     1     6
 -2.5034595793227976E-01 a       407     0    21     1     7
  1.9448279094149235E-01 a       408     0    21     1     8
  8.6010605797179340E-02 a       409     0    21     1     9
 -2.8256745513263532E-02 a       410     0    21     1    10
 -7.5268174989517433E-02 a       411     0    21     1    11
  8.5073973975761982E-02 a       412     0    21     1    12
 -5.5621580263132610E-02 a       413     0    21     1    13
 -1.2165757333526231E-01 a       414     0    21     1    14
 -1.0994120772592902E-01 a       415     0    21     1    15
  2.1532175769143768E-03 a       416     0    21     1    16
  1.2264411756274092E-01 a       417     0    21     1    17
  1.2165540841068335E-01 a       418     0    21     1    18
 -9.5785178903542489E-02 a       419     0    21     1    19
 -5.8902531930808827E-02 a       420     0    21     1    20
 -2.0876647725012804E-01 a       421     0    22     1     1
 -4.3602669989431721E-02 a       422     0    22     1     2
 -2.2894091877123696E-01 a       423     0    22     1     3
 -3.1775823753561161E-01 a       424     0    22     1     4
  7.4813964923715051E-03 a       425     0    22     1     5
 -2.5634126558629988E-01 a       426     0    22     1     6
  5.1643145151534127E-02 a       427     0    22     1     7
 -1.9137555108199336E-01 a       428     0    22     1     8
  2.2350758365060019E-02 a       429     0    22     1     9
  2.0388161439811878E-01 a       430     0    22     1    10
  2.9625447483480349E-01 a       431     0    22     1    11
  3.8416889573906474E-02 a       432     0    22     1    12
  1.2378914235705403E-01 a       433     0    22     1    13
 -3.0485900301534130E-01 a       434     0    22     1    14
 -1.8701665498565508E-02 a       435     0    22     1    15
 -6.6760916887274582E-03 a       436     0    22     1    16
 -1.9359839069767237E-02 a       437     0    22     1    17
 -3.4280307220857471E-04 a       438     0    22     1    18
  1.5892831705252838E-01 a       439     0    22     1    19
 -1.4525699756790117E-01 a       440     0    22     1    20
 -1.0382231460557108E-01 a       441     0    23     1     1
  1.0675882721555170E-01 a       442     0    23     1     2
 -1.7322467671239027E-02 a       443     0    23     1     3
 -1.4920022669518293E-01 a       444     0    23     1     4
 -2.3686295072776770E-02 a       445     0    23     1     5
  1.0781149647869291E-01 a       446     0    23     1     6
 -1.5139963368060108E-01 a       447     0    23     1     7
 -3.0468161794833443E-01 a       448     0    23     1     8
  1.0912426075605590E-01 a       449     0    23     1     9
  2.6864636445729506E-01 a       450     0    23     1    10
  2.7460789736026107E-02 a       451     0    23     1    11
  1.6883569047679441E-02 a       452     0    23     1    12
  1.8598684856819531E-01 a       453     0    23     1    13
  5.6575693274925815E-02 a       454     0    23     1    14
  5.7951679201187614E-02 a       455     0    23     1    15
 -1.8132404509093872E-01 a       456     0    23     1    16
 -5.8837739978222801E-02 a       457     0    23     1    17
  2.8814301356330413E-01 a       458     0    23     1    18
  2.1888112456032899E-01 a       459     0    23     1    19
 -1.1263600530508713E-01 a       460     0    23     1    20
 -2.9429584076075244E-01 a       461     0    24     1     1
  2.5422990812385051E-02 a       462     0    24     1     2
 -1.0690521859778306E-01 a       463     0    24     1     3
 -2.3016368538456525E-01 a       464     0    24     1     4
 -3.8787763764291400E-01 a       465     0    24     1     5
  2.7299364141906263E-01 a       466     0    24     1     6
  2.7948046651299235E-01 a       467     0    24     1     7
  2.1677816941179590E-01 a       468     0    24     1     8
 -1.0275754615480327E-01 a       469     0    24     1     9
  1.1877476255254601E-01 a       470     0    24     1    10
  2.0080267758728776E-01 a       471     0    24     1    11
  1.4548123909763364E-01 a       472     0    24     1    12
  9.9327599927809679E-02 a       473     0    24     1    13
  8.9563242172664245E-02 a       474     0    24     1    14
  1.1351831433404536E-01 a       475     0    24     1    15
 -6.2405821965441588E-02 a       476     0    24     1    16
 -1.0363203538407827E-01 a       477     0    24     1    17
 -1.2485820469971082E-01 a       478     0    24     1    18
  1.4018948707569102E-02 a       479     0    24     1    19
 -2.4764748965033695E-01 a       480     0    24     1    20
  2.5591285353998494E-01 a       481     0    25     1     1
  4.4358658616998677E-02 a       482     0    25     1     2
  7.6011390520448197E-02 a       483     0    25     1     3
  1.8361277635011281E-01 a       484     0    25     1     4
 -2.1748024932244439E-01 a       485     0    25     1     5
  2.3699812689971628E-01 a       486     0    25     1     6
  2.3889719244941657E-01 a       487     0    25     1     7
  2.4634586998258193E-01 a       488     0    25     1     8
 -1.2406203769517858E-02 a       489     0    25     1     9
 -1.3807699525080666E-01 a       490     0    25     1    10
 -1.1562779638879192E-01 a       491     0    25     1    11
 -2.6119928201185261E-01 a       492     0    25     1    12
 -2.8006350882855535E-01 a       493     0    25     1    13
 -2.7723448663530451E-02 a       494     0    25     1    14
  7.1533079712528008E-02 a       495     0    25     1    15
 -7.2690728740725042E-03 a       496     0    25     1    16
  2.3644254402066838E-02 a       497     0    25     1    17
  2.0521709482374870E-01 a       498     0    25     1    18
 -4.3390753098989883E-02 a       499     0    25     1    19
 -4.1056457636910834E-02 a       500     0    25     1    20
 -4.7086387860723923E-02 a       501     0    26     1     1
  8.4070882930644991E-02 a       502     0    26     1     2
  2.5745654079422059E-01 a       503     0    26     1     3
  2.8079574568002752E-01 a       504     0    26     1     4
 -1.2470172287637617E-01 a       505     0    26     1     5
  6.5473141644530622E-02 a       506     0    26     1     6
 -1.7313910143373018E-01 a       507     0    26     1     7
  9.4861278620211001E-02 a       508     0    26     1     8
 -1.0153711932721338E-01 a       509     0    26     1     9
 -1.0288646027630532E-01 a       510     0    26     1    10
  6.4544386626145339E-02 a       511     0    26     1    11
  3.4128510376698240E-01 a       512     0    26     1    12
 -1.2993333927716753E-02 a       513     0    26     1    13
  9.4738080410404296E-02 a       514     0    26     1    14
 -2.8328386277168202E-02 a       515     0    26     1    15
 -1.9253108163427285E-01 a       516     0    26     1    16
  1.4580137690143172E-01 a       517     0    26     1    17
  2.3305205972063897E-01 a       518     0    26     1    18
 -4.7736066725724044E-02 a       519     0    26     1    19
 -1.5061793583302754E-01 a       520     0    26     1    20
  2.7290380535048713E-02 a       521     0    27     1     1
 -1.5056884599742551E-01 a       522     0    27     1     2
  1.9813454767849535E-02 a       523     0    27     1     3
  1.6695232952493394E-01 a       524     0    27     1     4
  2.4441018547766760E-01 a       525     0    27     1     5
 -2.2903203809427064E-01 a       526     0    27     1     6
 -2.0208460009245938E-01 a       527     0    27     1     7
 -1.2948847860107091E-01 a       528     0    27     1     8
  9.3698663617708386E-02 a       529     0    27     1     9
 -1.1275305088239661E-01 a       530     0    27     1    10
