rank,epoch,train_step,traj,frame,frame_index,force_mae,force_rmse,energy_abs_error,epistemic_mean,epistemic_p95,epistemic_max,aleatoric_mean,aleatoric_p95,aleatoric_max
35,95,1620,a,26240,13120,0.004741862416267395,0.006449936889111996,0.000732421875,0.0016026069642975926,0.0023840286303311586,0.0038115503266453743,0.003256425727158785,0.0045060389675199986,0.00656782416626811
36,95,1620,a,29072,14536,0.004876548424363136,0.006741051562130451,0.017578125,0.0016242858255282044,0.0023824546951800585,0.00380813074298203,0.003289733314886689,0.00448813708499074,0.0065178582444787025
37,95,1620,a,28104,14052,0.004765838850289583,0.006664034444838762,0.015869140625,0.0016090056160464883,0.002382317092269659,0.003719007596373558,0.0032674064859747887,0.0044847046956419945,0.0063347588293254375
38,95,1620,a,27352,13676,0.004443778656423092,0.006105029955506325,0.0087890625,0.0016049769474193454,0.002382264705374837,0.0035530468448996544,0.003260488621890545,0.004510408733040094,0.006286524701863527
39,95,1620,a,28992,14496,0.0047294883988797665,0.006619140971451998,0.003173828125,0.0016135633923113346,0.002379582729190588,0.003750014817342162,0.0032722142059355974,0.004502694122493267,0.00638458551838994
40,95,1620,a,29048,14524,0.004580855369567871,0.006278433836996555,0.007080078125,0.0016077295877039433,0.0023790374398231506,0.003308490151539445,0.0032641571015119553,0.004498268943279982,0.005895629990845919
41,95,1620,a,28120,14060,0.004760317504405975,0.006553963758051395,0.01220703125,0.0016106244875118136,0.002378937089815736,0.004376563243567944,0.003270519431680441,0.004504893906414509,0.007296155206859112
42,95,1620,b,26254,29342,0.004323311150074005,0.005863599944859743,0.003173828125,0.0016006160294637084,0.002378903329372406,0.004013286903500557,0.0032535234931856394,0.004498813766986132,0.006785919424146414
43,95,1620,b,26646,29538,0.004650251939892769,0.0061840456910431385,0.011474609375,0.001618965994566679,0.0023787743411958218,0.003340314142405987,0.0032808417454361916,0.0044920737855136395,0.005898463539779186
44,95,1620,a,27040,13520,0.004609644412994385,0.006202390883117914,0.01123046875,0.00160586042329669,0.0023784986697137356,0.0037560109049081802,0.003261927515268326,0.004479268565773964,0.006481992546468973
45,95,1620,b,26710,29570,0.004693133290857077,0.006362097803503275,0.0126953125,0.0016104320529848337,0.0023784248623996973,0.0034087926615029573,0.0032663494348526,0.004478550981730223,0.0060045355930924416
46,95,1620,a,28216,14108,0.004645510111004114,0.006402242928743362,0.0,0.0016131742158904672,0.002378072589635849,0.003681318834424019,0.003273114562034607,0.004490820690989494,0.006310338154435158
47,95,1620,a,27368,13684,0.0047292690724134445,0.006276287604123354,0.00439453125,0.001613274565897882,0.002377547789365053,0.003641081042587757,0.0032744458876550198,0.004480184521526098,0.0062106456607580185
48,95,1620,a,29152,14576,0.004656817298382521,0.006356510333716869,0.01953125,0.0016069990815594792,0.0023775382433086634,0.0036624399945139885,0.0032633510418236256,0.004469766281545162,0.00634609954431653
49,95,1620,a,26912,13456,0.004542427137494087,0.006051294505596161,0.006103515625,0.0016036969609558582,0.0023769596591591835,0.0038186409510672092,0.003257886040955782,0.004496600944548845,0.006708362139761448
50,95,1620,a,28112,14056,0.004817557521164417,0.00649168249219656,0.015625,0.001610881183296442,0.00237665930762887,0.003348991274833679,0.0032696907874196768,0.004465583711862564,0.005963711533695459
51,95,1620,a,27144,13572,0.004744231700897217,0.006606695707887411,0.001708984375,0.0016226159641519189,0.0023760932963341475,0.003701084293425083,0.00328848697245121,0.0044845580123364925,0.0064597707241773605
52,95,1620,a,29008,14504,0.004716024734079838,0.0066593545489013195,0.0068359375,0.0016031063860282302,0.002375709591433406,0.003252212191000581,0.0032582657877355814,0.004484584555029869,0.005886430386453867
53,95,1620,b,27558,29994,0.00448004063218832,0.006306262221187353,0.0078125,0.0015884916065260768,0.0023754765279591084,0.0030629243701696396,0.003235315438359976,0.004453113302588463,0.005441326182335615
54,95,1620,b,29142,30786,0.00422383937984705,0.0057745990343391895,0.004150390625,0.00158142379950732,0.002375095384195447,0.0032070493325591087,0.0032211793586611748,0.00449158763512969,0.005714327562600374
55,95,1620,b,27446,29938,0.004344829823821783,0.005787980277091265,0.019775390625,0.0015932940877974033,0.0023750863038003445,0.003744677407667041,0.0032385687809437513,0.004462884273380041,0.006509934552013874
56,95,1620,b,26654,29542,0.004625188186764717,0.006095133256167173,0.00341796875,0.001616176450625062,0.0023750418331474066,0.003772144904360175,0.003276406554505229,0.004470945801585913,0.00644971476867795
57,95,1620,a,28288,14144,0.004688593093305826,0.006308140233159065,0.005126953125,0.0016010913532227278,0.0023748946841806173,0.003325449535623193,0.003254953073337674,0.004498767666518688,0.005838642828166485
58,95,1620,a,27536,13768,0.00470672408118844,0.006678956560790539,0.011962890625,0.001621974864974618,0.0023746034130454063,0.00437359232455492,0.0032850902061909437,0.0044707925990223885,0.007253967225551605
59,95,1620,b,26014,29222,0.004689061548560858,0.006248150020837784,0.0185546875,0.0016172740142792463,0.002374411793425679,0.0036812920588999987,0.0032777527812868357,0.004445455502718687,0.006401423364877701
60,95,1620,a,27888,13944,0.004728935193270445,0.006542670074850321,0.009765625,0.001612073858268559,0.0023743128404021263,0.0033093539532274008,0.0032762689515948296,0.004491901956498623,0.0060172053053975105
61,95,1620,a,28240,14120,0.0048761144280433655,0.0067785512655973434,0.001708984375,0.0016058430774137378,0.002373297233134508,0.004164252430200577,0.003263093065470457,0.004478162620216608,0.00708280224353075
62,95,1620,a,28016,14008,0.004723358899354935,0.0064759585075080395,0.008544921875,0.0016118764178827405,0.0023732271511107683,0.0037440049927681684,0.0032739362213760614,0.004475338384509087,0.0065711792558431625
63,95,1620,b,27862,30146,0.004562248010188341,0.006255846004933119,0.004150390625,0.0016040288610383868,0.0023730469401925802,0.0033881247509270906,0.0032619445119053125,0.004481825977563858,0.005949947517365217
64,95,1620,b,26990,29710,0.004643965978175402,0.006428566761314869,0.010986328125,0.0016028626123443246,0.0023728380911052227,0.0037367555778473616,0.0032559209503233433,0.004472091794013977,0.006533954292535782
65,95,1620,a,27328,13664,0.004371771588921547,0.0057715303264558315,0.005859375,0.0016054032603278756,0.002372658345848322,0.0030778551008552313,0.0032610439229756594,0.0044912854209542274,0.00564637640491128
66,95,1620,b,26158,29294,0.004686068277806044,0.006384130567312241,0.008544921875,0.0016188197769224644,0.002372645540162921,0.003782811341807246,0.003285023383796215,0.004454091191291809,0.006519387476146221
67,95,1620,b,28678,30554,0.004473801702260971,0.005937112029641867,0.029296875,0.0016115005128085613,0.0023725158534944057,0.0036923284642398357,0.003267700783908367,0.004466423764824867,0.00623731454834342
68,95,1620,a,28520,14260,0.004366881214082241,0.005947681609541178,0.002197265625,0.001596862799488008,0.0023714748676866293,0.0032979510724544525,0.003245758358389139,0.004497503396123648,0.005811758805066347
69,95,1620,b,27942,30186,0.00447687366977334,0.005966878961771727,0.01318359375,0.0015870783245190978,0.002371168462559581,0.003162477631121874,0.0032340707257390022,0.004462006967514753,0.005604729522019625
70,95,1620,a,27128,13564,0.004656719509512186,0.006358237937092781,0.004150390625,0.0016115977196022868,0.0023709693923592567,0.0033777067437767982,0.0032711499370634556,0.0044716037809848785,0.006077484227716923
71,95,1620,a,27848,13924,0.004648256581276655,0.00633117975667119,0.007568359375,0.0016158587532117963,0.0023708792869001627,0.0034855809062719345,0.0032799257896840572,0.0044622598215937614,0.00606589624658227
72,95,1620,b,26246,29338,0.004526720382273197,0.006120883859694004,0.003662109375,0.001605886616744101,0.0023699281737208366,0.004599905107170343,0.003259520512074232,0.004442722070962191,0.0075670043006539345
73,95,1620,a,28312,14156,0.004849761258810759,0.006581202149391174,0.01025390625,0.0016082479851320386,0.002369726775214076,0.003427200485020876,0.0032667750492691994,0.004457807168364525,0.006113526877015829
74,95,1620,a,27568,13784,0.004700298886746168,0.006347413174808025,0.00390625,0.0016172812320291996,0.0023696348071098328,0.003773509757593274,0.0032810259144753218,0.004476451780647039,0.006592344958335161
75,95,1620,a,27712,13856,0.004788993392139673,0.0066436403430998325,0.003662109375,0.0016041643684729934,0.002369547262787819,0.004053640644997358,0.0032592513598501682,0.004457391798496246,0.006835910491645336
76,95,1620,b,26214,29322,0.004624457098543644,0.006363896653056145,0.0009765625,0.0016079300548881292,0.002369263907894492,0.0036831579636782408,0.0032647785264998674,0.004452308174222708,0.006360936444252729
77,95,1620,b,28910,30670,0.004451434127986431,0.0060207657516002655,0.002197265625,0.0016063289949670434,0.0023690483067184687,0.0033239987678825855,0.003261314006522298,0.004472240339964628,0.005956714507192373
78,95,1620,a,29144,14572,0.004523645155131817,0.00617433013394475,0.014404296875,0.0016176324570551515,0.0023683845065534115,0.0036990861408412457,0.003278711810708046,0.004467327147722244,0.006435291841626167
79,95,1620,a,28912,14456,0.004466907121241093,0.0060018571093678474,0.00146484375,0.0016044287476688623,0.002368293236941099,0.0032729606609791517,0.003257852979004383,0.004485854879021645,0.00582500733435154
80,95,1620,b,27414,29922,0.004644425120204687,0.006337346043437719,0.038330078125,0.0016029732069000602,0.0023682224564254284,0.003763246349990368,0.0032572580967098475,0.0044329059310257435,0.0065583218820393085
81,95,1620,b,27206,29818,0.004877042956650257,0.00663271127268672,0.022216796875,0.0015936295967549086,0.0023680576123297215,0.003837739583104849,0.003239835612475872,0.004479427821934223,0.006661323830485344
82,95,1620,b,26838,29634,0.004546696320176125,0.006097061559557915,0.007080078125,0.001603641314432025,0.0023679733276367188,0.003975126426666975,0.0032566210720688105,0.004461388569325209,0.006688627880066633
83,95,1620,b,26286,29358,0.004656530451029539,0.006166189443320036,0.015869140625,0.0016022593481466174,0.0023677905555814505,0.003259610151872039,0.0032548257149755955,0.004473409149795771,0.005836913362145424
84,95,1620,b,26326,29378,0.004359643440693617,0.005766249727457762,0.01220703125,0.001602773554623127,0.002367716748267412,0.003908631391823292,0.0032545255962759256,0.004410955589264631,0.006831555627286434
85,95,1620,a,27928,13964,0.0044916169717907906,0.0061186677776277065,0.014404296875,0.0016237712698057294,0.0023676760029047728,0.0035802293568849564,0.0032924655824899673,0.0044804951176047325,0.006319472100585699
86,95,1620,a,27960,13980,0.004563421010971069,0.006349481176584959,0.000244140625,0.0016089832643046975,0.002367638051509857,0.0032527223229408264,0.00326798134483397,0.004474865738302469,0.005820981692522764
87,95,1620,b,27422,29926,0.004686581436544657,0.0064031449146568775,0.037109375,0.0016021586488932371,0.002367461333051324,0.003345741191878915,0.0032561058178544044,0.0044624656438827515,0.005743605084717274
88,95,1620,a,26744,13372,0.004378376994282007,0.005889939144253731,0.005859375,0.0016106131952255964,0.002367196371778846,0.0033529342617839575,0.0032685576006770134,0.004474906716495752,0.005949204787611961
89,95,1620,a,28544,14272,0.004603077191859484,0.0063683451153337955,0.020751953125,0.0016000843606889248,0.0023669779766350985,0.0035467022098600864,0.003251721616834402,0.004456015769392252,0.006138421129435301
90,95,1620,a,26984,13492,0.0047278753481805325,0.006328989751636982,0.00634765625,0.0016013983404263854,0.002366789383813739,0.0036523158196359873,0.0032568415626883507,0.004482433665543795,0.006431168876588345
91,95,1620,b,26094,29262,0.0050892941653728485,0.006944022141396999,0.01220703125,0.001610863720998168,0.002366686938330531,0.004095140378922224,0.0032702558673918247,0.004443975165486336,0.006889179814606905
92,95,1620,a,27944,13972,0.004918638151139021,0.006957083009183407,0.016357421875,0.0016248958418145776,0.0023666813503950834,0.003945544362068176,0.0032944977283477783,0.0045072222128510475,0.006800106260925531
93,95,1620,a,27320,13660,0.004516201559454203,0.006578507367521524,0.01171875,0.0016007174272090197,0.0023663954343646765,0.0038478223141282797,0.0032530163880437613,0.0044769602827727795,0.006486018653959036
94,95,1620,a,27808,13904,0.00454794242978096,0.006354485638439655,0.0087890625,0.0016032916028052568,0.0023660878650844097,0.003519888035953045,0.0032585153821855783,0.0044603063724935055,0.006012471858412027
95,95,1620,a,28704,14352,0.004663857631385326,0.006561940535902977,0.005615234375,0.0016062227077782154,0.0023657353594899178,0.003720971057191491,0.0032605486921966076,0.004472580272704363,0.006482937838882208
96,95,1620,b,28334,30382,0.004511021543294191,0.006145606283098459,0.009033203125,0.0015977799193933606,0.002365667372941971,0.003926774021238089,0.0032488692086189985,0.004431996960192919,0.006764048710465431
97,95,1620,a,28392,14196,0.004581877030432224,0.006771913263946772,0.008056640625,0.001605306752026081,0.002364943502470851,0.0034982962533831596,0.0032604627776890993,0.004451348911970854,0.0061663249507546425
98,95,1620,a,28248,14124,0.004446782637387514,0.0061973086558282375,0.009765625,0.0015990305691957474,0.002364842686802149,0.003792278002947569,0.003250679699704051,0.004462696611881256,0.006644082255661488
99,95,1620,a,28712,14356,0.00446598744019866,0.0061554075218737125,0.001953125,0.0016112453304231167,0.002363658742979169,0.0035519120283424854,0.0032688213977962732,0.004496298264712095,0.006182619836181402
100,95,1620,b,26518,29474,0.00447894586250186,0.006051208358258009,0.0078125,0.0015866581816226244,0.002363104373216629,0.003877081675454974,0.0032302646432071924,0.004449823871254921,0.006652635056525469
101,95,1620,a,28880,14440,0.0046216994524002075,0.006285116542130709,0.00634765625,0.0016023328062146902,0.0023627602495253086,0.0036667990498244762,0.003252652706578374,0.004473463166505098,0.006424527149647474
102,95,1620,a,27976,13988,0.004731216933578253,0.006473130080848932,0.001953125,0.0016113986494019628,0.002362616593018174,0.00392579473555088,0.003271867521107197,0.0044471630826592445,0.006816659588366747
103,95,1620,b,26262,29346,0.004514613654464483,0.006058571394532919,0.0029296875,0.0016091261059045792,0.0023620864376425743,0.0037307292222976685,0.00326727912761271,0.004474881570786238,0.006359382998198271
104,95,1620,a,27912,13956,0.004490520339459181,0.006052492652088404,0.008544921875,0.0016186322318390012,0.0023620661813765764,0.003786024171859026,0.0032868548296391964,0.004494336899369955,0.006589950527995825
105,95,1620,a,28152,14076,0.004480833653360605,0.006082566920667887,0.001708984375,0.001589214545674622,0.0023618717677891254,0.003320148680359125,0.003238177625462413,0.004444885533303022,0.005825381260365248
106,95,1620,a,27552,13776,0.0048256004229187965,0.006642312742769718,0.00244140625,0.0016166872810572386,0.0023618433624505997,0.0035077910870313644,0.003278401680290699,0.004465498961508274,0.00616739597171545
107,95,1620,b,26542,29486,0.004611470270901918,0.006133127026259899,0.021728515625,0.001594075234606862,0.0023615146055817604,0.0035107191652059555,0.0032437113113701344,0.0044555035419762135,0.006033840589225292
108,95,1620,b,26054,29242,0.004648473113775253,0.006546166725456715,0.00341796875,0.0016046928940340877,0.00236112205311656,0.003315187757834792,0.003258999902755022,0.004464981611818075,0.00583229772746563
109,95,1620,a,27104,13552,0.004663757048547268,0.006305568385869265,0.001220703125,0.0016067454125732183,0.0023606684990227222,0.003574891947209835,0.003264927538111806,0.00444544805213809,0.006287020165473223
110,95,1620,a,29016,14508,0.004842780064791441,0.0065947845578193665,0.005126953125,0.0016118052881211042,0.0023606426548212767,0.0038815585430711508,0.0032720989547669888,0.004441311117261648,0.006502114702016115
111,95,1620,a,28280,14140,0.004862192086875439,0.006887976545840502,0.00390625,0.0016004586359485984,0.0023604738526046276,0.0039854496717453,0.003253369824960828,0.004459272604435682,0.006731071509420872
112,95,1620,a,26016,13008,0.004460913594812155,0.005920698866248131,0.001220703125,0.0016167409485206008,0.002359913196414709,0.00389655539765954,0.0032803891226649284,0.004474492743611336,0.006718059070408344
113,95,1620,a,28032,14016,0.004969553090631962,0.0068779997527599335,0.0009765625,0.0016185389831662178,0.0023597581312060356,0.003876918461173773,0.0032838776241987944,0.004420137498527765,0.0066534047946333885
114,95,1620,a,28752,14376,0.004473248962312937,0.006102041341364384,0.00439453125,0.0015956395072862506,0.0023597509134560823,0.004018809646368027,0.003244800725951791,0.004481215495616198,0.006829648744314909
115,95,1620,a,27968,13984,0.004677802324295044,0.006214532069861889,0.0048828125,0.001596439047716558,0.002359130885452032,0.003684496972709894,0.003248213790357113,0.004430889617651701,0.006518298294395208
116,95,1620,a,28128,14064,0.004719877615571022,0.006369356997311115,0.007080078125,0.001602755393832922,0.0023590796627104282,0.003301782300695777,0.003258588258177042,0.004477684386074543,0.005808517336845398
117,95,1620,a,27272,13636,0.004541012924164534,0.006096921395510435,0.009033203125,0.0015959127340465784,0.002358951373025775,0.003828978631645441,0.0032443644013255835,0.0044088466092944145,0.006712487433105707
118,95,1620,a,26024,13012,0.004487756174057722,0.006293424870818853,0.000732421875,0.0016065784730017185,0.002358725992962718,0.003757556900382042,0.00326403952203691,0.004457592032849789,0.006539883557707071
119,95,1620,b,27038,29734,0.004723985213786364,0.0063629900105297565,0.01513671875,0.0016067004762589931,0.00235861842520535,0.0038185829762369394,0.0032636174000799656,0.004464508965611458,0.006710074841976166
120,95,1620,b,28974,30702,0.004424284212291241,0.005876637063920498,0.0029296875,0.0015961604658514261,0.0023585567250847816,0.0036177081055939198,0.0032484857365489006,0.0044351425021886826,0.006439452525228262
121,95,1620,a,26304,13152,0.004677217919379473,0.006331199314445257,0.01123046875,0.0016038421308621764,0.0023585197050124407,0.004400546196848154,0.003260190598666668,0.00442317221313715,0.007266444619745016
122,95,1620,a,27632,13816,0.00468924967572093,0.006402770988643169,0.013671875,0.0016065137460827827,0.0023583783768117428,0.003776305355131626,0.0032620257697999477,0.0044351257383823395,0.006496626418083906
123,95,1620,b,26750,29590,0.004639332182705402,0.006518668495118618,0.007080078125,0.0015953213442116976,0.002358321798965335,0.0032516324426978827,0.003244770923629403,0.0044362302869558334,0.005764782894402742
124,95,1620,b,26774,29602,0.004574965685606003,0.006202187854796648,0.002685546875,0.001618226058781147,0.0023582400754094124,0.00348294316790998,0.0032800682820379734,0.004442993085831404,0.006154314614832401
125,95,1620,a,28072,14036,0.0048648277297616005,0.0067542921751737595,0.005126953125,0.0016170995077118278,0.0023582077119499445,0.003519414458423853,0.003281500656157732,0.004458719864487648,0.006181590724736452
126,95,1620,b,27886,30158,0.00434509851038456,0.005952760111540556,0.001220703125,0.0016033784486353397,0.0023574114311486483,0.003681355156004429,0.003259837394580245,0.0044567459262907505,0.006435079965740442
127,95,1620,b,26294,29362,0.0045317173935472965,0.006061413325369358,0.0146484375,0.0015979561721906066,0.0023571529891341925,0.003579254960641265,0.0032460349611938,0.0044174897484481335,0.006287191528826952
128,95,1620,a,28728,14364,0.004663203377276659,0.0063772439025342464,0.0029296875,0.0016043412033468485,0.002357059856876731,0.0031713019125163555,0.003258774057030678,0.0044391704723238945,0.005662689451128244
129,95,1620,a,28552,14276,0.004647626541554928,0.006544102448970079,0.02001953125,0.0016048029065132141,0.0023569162003695965,0.0036609903909265995,0.003261311911046505,0.004451479762792587,0.006382608320564032
130,95,1620,a,26128,13064,0.004606456495821476,0.006186745595186949,0.0,0.0015977967996150255,0.0023568239994347095,0.0041031730361282825,0.0032493758480995893,0.004472646396607161,0.006841737776994705
131,95,1620,b,26614,29522,0.004927425645291805,0.006640230305492878,0.00537109375,0.001599593786522746,0.002356803510338068,0.0033240814227610826,0.0032506808638572693,0.004445671569555998,0.006010737735778093
132,95,1620,a,27088,13544,0.004662842955440283,0.006377763580530882,0.004150390625,0.0016101966612040997,0.002356705954298377,0.0034668731968849897,0.0032694493420422077,0.004473082721233368,0.006108012516051531
133,95,1620,a,27832,13916,0.004720128141343594,0.006564776413142681,0.002685546875,0.0016063835937529802,0.0023562617134302855,0.0037551766727119684,0.0032628311309963465,0.004465733654797077,0.006323507986962795
134,95,1620,a,28896,14448,0.0047780778259038925,0.006731238216161728,0.00830078125,0.001607535989023745,0.002356067532673478,0.0031972297001630068,0.0032642874866724014,0.004467245191335678,0.005824598949402571
135,95,1620,b,26142,29286,0.00470745237544179,0.006430831737816334,0.008056640625,0.0016072882572188973,0.0023559844121336937,0.0033675115555524826,0.003267437918111682,0.004468454979360104,0.006056861020624638
136,95,1620,a,27472,13736,0.0045997584238648415,0.00613438431173563,0.0087890625,0.0016071045538410544,0.0023559320252388716,0.0036451020278036594,0.0032615759409964085,0.004421187099069357,0.006396964658051729
137,95,1620,a,28264,14132,0.0046981447376310825,0.00648427102714777,0.00732421875,0.001599350944161415,0.0023559138644486666,0.0035812256392091513,0.003250409848988056,0.0044315108098089695,0.0063554695807397366
138,95,1620,a,28528,14264,0.004927249625325203,0.006974496878683567,0.015380859375,0.0016057640314102173,0.0023559012915939093,0.0034974529407918453,0.0032621126156300306,0.004453098401427269,0.006204742472618818
139,95,1620,a,27344,13672,0.004465034231543541,0.0061521329917013645,0.006591796875,0.0015818604733794928,0.0023557187523692846,0.003680909750983119,0.003224823856726289,0.004472289700061083,0.0063439481891691685
140,95,1620,a,28064,14032,0.004920771345496178,0.006688796915113926,0.001220703125,0.0015952904941514134,0.0023556039668619633,0.003487576497718692,0.003245315980166197,0.004478021524846554,0.006176441442221403
141,95,1620,a,26960,13480,0.004570741206407547,0.0062082866206765175,0.005615234375,0.001598487957380712,0.002355302916839719,0.0038555420469492674,0.003249641740694642,0.004442216828465462,0.006698048673570156
142,95,1620,b,27022,29726,0.0044260649010539055,0.006029205862432718,0.012939453125,0.0015856486279517412,0.0023551066406071186,0.003509935224428773,0.003229670226573944,0.004463596735149622,0.00615148339420557
