rank,epoch,train_step,traj,frame,frame_index,force_mae,force_rmse,energy_abs_error,epistemic_mean,epistemic_p95,epistemic_max,aleatoric_mean,aleatoric_p95,aleatoric_max
143,95,1620,a,28952,14476,0.004580190870910883,0.006343718618154526,0.0029296875,0.001587944570928812,0.002354978583753109,0.003716545645147562,0.0032341473270207644,0.004485596902668476,0.006391320377588272
144,95,1620,a,27416,13708,0.004673769231885672,0.006428118795156479,0.01025390625,0.0016065869713202119,0.0023548277094960213,0.0037172490265220404,0.003262776182964444,0.004457329399883747,0.0064782025292515755
145,95,1620,a,28840,14420,0.004790865816175938,0.006504426244646311,0.00341796875,0.001595958136022091,0.002354649594053626,0.0036102919839322567,0.0032436710316687822,0.004450411535799503,0.006249416619539261
146,95,1620,b,26662,29546,0.004628372378647327,0.00621413579210639,0.001953125,0.0016090887365862727,0.0023545215371996164,0.003477672580629587,0.0032671105582267046,0.004398123826831579,0.006155482493340969
147,95,1620,a,28432,14216,0.004561624489724636,0.006119172554463148,0.006591796875,0.0016002764459699392,0.0023545166477560997,0.0038174553774297237,0.003252399154007435,0.004450927954167128,0.006674332078546286
148,95,1620,b,28654,30542,0.0045396387577056885,0.006215927191078663,0.011474609375,0.001600063988007605,0.0023545129224658012,0.003673175349831581,0.003253052942454815,0.004454261157661676,0.006471315864473581
149,95,1620,b,28270,30350,0.004635054152458906,0.006107932887971401,0.013916015625,0.0015858302358537912,0.002354100113734603,0.003394740866497159,0.003229352179914713,0.004412517417222261,0.00591193325817585
150,95,1620,b,26622,29526,0.004502829629927874,0.006068275310099125,0.007080078125,0.001586718368344009,0.0023540130350738764,0.0034655712079256773,0.0032290141098201275,0.004418190568685532,0.006227415986359119
151,95,1620,a,26064,13032,0.0047483257949352264,0.006513812113553286,0.00048828125,0.0016105625545606017,0.002353907097131014,0.0032781632617115974,0.003271521534770727,0.004471410997211933,0.005838392768055201
152,95,1620,a,27496,13748,0.004816562402993441,0.006767957471311092,0.01953125,0.001610828097909689,0.0023538654204458,0.0035077764187008142,0.003267891239374876,0.004457159899175167,0.006162561010569334
153,95,1620,a,27656,13828,0.0047533088363707066,0.0064781238324940205,0.008544921875,0.0016046789241954684,0.002353376243263483,0.003509658621624112,0.0032594469375908375,0.004432298708707094,0.005900323856621981
154,95,1620,a,28496,14248,0.004618687555193901,0.006412553135305643,0.0078125,0.001606245175935328,0.002353259129449725,0.0036206285003572702,0.0032588799949735403,0.0044151716865599155,0.0062362197786569595
155,95,1620,a,26032,13016,0.004735956899821758,0.006425243336707354,0.002685546875,0.0016065300442278385,0.0023530919570475817,0.0036668041720986366,0.0032648027408868074,0.004445278085768223,0.006467328406870365
156,95,1620,b,26134,29282,0.0048463353887200356,0.0064290654845535755,0.00341796875,0.0016090277349576354,0.0023530730977654457,0.003198687918484211,0.0032688516657799482,0.004425556864589453,0.005761325359344482
157,95,1620,b,26414,29422,0.004860126879066229,0.00652580801397562,0.01025390625,0.001599579700268805,0.002352941082790494,0.0035821464844048023,0.003253241768106818,0.004427823703736067,0.006242774426937103
158,95,1620,a,27408,13704,0.004530563950538635,0.006076025310903788,0.0126953125,0.0015931599773466587,0.002352592535316944,0.003792673349380493,0.0032404642552137375,0.00444452278316021,0.006667815614491701
159,95,1620,a,27248,13624,0.004738167859613895,0.006646718829870224,0.001220703125,0.001613538945093751,0.002352213952690363,0.003957896959036589,0.0032727918587625027,0.004426513332873583,0.006796758156269789
160,95,1620,b,26822,29626,0.004114123061299324,0.005478509236127138,0.013427734375,0.001595262554474175,0.00235216342844069,0.00311879045329988,0.003243661019951105,0.004417321179062128,0.005597256124019623
161,95,1620,b,26638,29534,0.0046395170502364635,0.0064001926220953465,0.008544921875,0.0015982032055035233,0.0023520411923527718,0.0033580856397747993,0.0032503765542060137,0.004440035205334425,0.005940640345215797
162,95,1620,a,28400,14200,0.004479473922401667,0.006310235243290663,0.01318359375,0.001592109678313136,0.0023519175592809916,0.003555422881618142,0.00323886820115149,0.004428660962730646,0.006293990649282932
163,95,1620,b,26310,29370,0.00437056552618742,0.005911384709179401,0.00732421875,0.001603343989700079,0.0023514083586633205,0.0037633844185620546,0.0032578352838754654,0.004439487587660551,0.006502383388578892
164,95,1620,a,28688,14344,0.0045126983895897865,0.006044748704880476,0.00146484375,0.0016077333129942417,0.0023513969499617815,0.0043177008628845215,0.003262639045715332,0.0044457558542490005,0.007148039061576128
165,95,1620,a,27032,13516,0.004551003687083721,0.006117779295891523,0.00390625,0.00160333386156708,0.0023513403721153736,0.003753355937078595,0.003258064854890108,0.00445806048810482,0.006505290046334267
166,95,1620,b,26270,29350,0.004477163776755333,0.005924459081143141,0.0009765625,0.0016075753374025226,0.0023511918261647224,0.0031806814949959517,0.003262962680310011,0.004402562044560909,0.0057699233293533325
167,95,1620,a,27840,13920,0.004792266059666872,0.006608083378523588,0.00390625,0.0015923023456707597,0.002351152477785945,0.00357648404315114,0.0032405939418822527,0.004452035296708345,0.0061544449999928474
168,95,1620,b,28734,30582,0.004590718541294336,0.006213901098817587,0.00146484375,0.0016089522978290915,0.0023511031176894903,0.0033361143432557583,0.0032661408185958862,0.004438977688550949,0.006074320990592241
169,95,1620,b,27662,30046,0.004322149325162172,0.005877519026398659,0.018310546875,0.0015946534695103765,0.0023506840225309134,0.003561475081369281,0.003243055660277605,0.004434563219547272,0.006081163417547941
170,95,1620,a,28368,14184,0.004607021808624268,0.0061936285346746445,0.00732421875,0.001606850535608828,0.0023506437428295612,0.004014710430055857,0.0032647608313709497,0.004456724505871534,0.006946010980755091
171,95,1620,b,27062,29746,0.004573324229568243,0.006062474101781845,0.007080078125,0.0015906038461253047,0.0023502339608967304,0.003444272791966796,0.003235860029235482,0.004436650313436985,0.006194034591317177
172,95,1620,b,27798,30114,0.004535342566668987,0.006209359038621187,0.004638671875,0.001603311626240611,0.002350177615880966,0.0034698026720434427,0.0032583039719611406,0.004440632648766041,0.006176508963108063
173,95,1620,a,28080,14040,0.004714800510555506,0.00658315559849143,0.000244140625,0.0016127867856994271,0.002349589020013809,0.0035163655411452055,0.003274499671533704,0.00445746211335063,0.006265748757869005
174,95,1620,a,29136,14568,0.004891089163720608,0.006791983265429735,0.015380859375,0.0016035378212109208,0.0023492039181292057,0.003500337479636073,0.0032589631155133247,0.0044375574216246605,0.006241823546588421
175,95,1620,b,26086,29258,0.004871265031397343,0.006638841237872839,0.00732421875,0.001615052460692823,0.0023490965832024813,0.003197251120582223,0.003276349510997534,0.004449405241757631,0.005621480289846659
176,95,1620,a,27072,13536,0.004575024358928204,0.006204843521118164,0.000244140625,0.0016039463225752115,0.002349086804315448,0.0036181025207042694,0.003258165903389454,0.004458968061953783,0.0062703839503228664
177,95,1620,a,27736,13868,0.0049766614101827145,0.007058764807879925,0.015625,0.0016035778680816293,0.002348989713937044,0.0034771901555359364,0.003260626457631588,0.004443143494427204,0.006074015516787767
178,95,1620,a,27824,13912,0.004835250321775675,0.006892504170536995,0.00390625,0.0015963627956807613,0.0023489645682275295,0.0036662952043116093,0.0032461113296449184,0.004442974459379911,0.006385335233062506
179,95,1620,b,28982,30706,0.004575381055474281,0.006263782735913992,0.01025390625,0.0015869707567617297,0.0023489256855100393,0.0032517630606889725,0.003232416231185198,0.004445774480700493,0.005822682753205299
180,95,1620,a,26952,13476,0.00435636518523097,0.005867025349289179,0.002197265625,0.0016050087288022041,0.00234890915453434,0.0036994237452745438,0.0032607517205178738,0.004438779782503843,0.006433344446122646
181,95,1620,a,27480,13740,0.0046246713027358055,0.006325034890323877,0.004150390625,0.0016161283710971475,0.0023487417493015528,0.003593839704990387,0.003277221694588661,0.004450768698006868,0.0063604190945625305
182,95,1620,a,26080,13040,0.0045114378444850445,0.006230952683836222,0.0048828125,0.0016045034863054752,0.002348562702536583,0.003374055726453662,0.003261689329519868,0.004428422544151545,0.005905267782509327
183,95,1620,a,25968,12984,0.004787755664438009,0.00650029769167304,0.025634765625,0.001600897405296564,0.002348528942093253,0.003677769796922803,0.003254166105762124,0.004429456777870655,0.0063937087543308735
184,95,1620,b,26678,29554,0.0047986782155931,0.006464869249612093,0.002685546875,0.0016027563251554966,0.002348170382902026,0.0032700796145945787,0.003255228279158473,0.004439086653292179,0.005714331287890673
185,95,1620,a,28664,14332,0.004267791286110878,0.0057486300356686115,0.00048828125,0.0016014778520911932,0.0023481540847569704,0.0032684574835002422,0.0032526752911508083,0.004440932534635067,0.005788779817521572
186,95,1620,a,27224,13612,0.004685794003307819,0.006333793979138136,0.0009765625,0.0016117076156660914,0.002348084934055805,0.0034149193670600653,0.0032727757934480906,0.00447510089725256,0.005972437560558319
187,95,1620,a,27992,13996,0.004531670827418566,0.006288562435656786,0.004638671875,0.0016004397766664624,0.0023480080999433994,0.003451817436143756,0.0032559691462665796,0.004423207137733698,0.006098867394030094
188,95,1620,a,27200,13600,0.004596516489982605,0.006650872062891722,0.012451171875,0.0016112227458506823,0.002348002279177308,0.004163455683737993,0.003270534100010991,0.0044592153280973434,0.007032001856714487
189,95,1620,b,27126,29778,0.0046930499374866486,0.00641127722337842,0.0146484375,0.0016030374681577086,0.002347953151911497,0.0039873491041362286,0.0032575770746916533,0.004453080706298351,0.0069238874129951
190,95,1620,b,27262,29846,0.004433564841747284,0.005942600779235363,0.009033203125,0.0015787393786013126,0.002347745932638645,0.0036959846038371325,0.0032171118073165417,0.0044324095360934734,0.0063356258906424046
191,95,1620,a,26368,13184,0.004800301045179367,0.006429072003811598,0.010498046875,0.001612930209375918,0.0023476723581552505,0.0036574583500623703,0.003273362759500742,0.004439112264662981,0.006452498026192188
192,95,1620,b,28638,30534,0.004554629325866699,0.00615971814841032,0.016845703125,0.0015919475117698312,0.0023476453498005867,0.004037870559841394,0.003239614423364401,0.004453103058040142,0.006972079630941153
193,95,1620,a,28920,14460,0.00445558549836278,0.00624813511967659,0.00048828125,0.0015941716264933348,0.002347364090383053,0.0033641792833805084,0.0032435033936053514,0.00442973617464304,0.005923424381762743
194,95,1620,a,25944,12972,0.004593681078404188,0.006270987913012505,0.020751953125,0.001594630884937942,0.0023470690939575434,0.003750596893951297,0.003243868239223957,0.004455310758203268,0.006553127896040678
195,95,1620,a,26040,13020,0.004502353724092245,0.0061344425193965435,0.004150390625,0.0016133561730384827,0.002347039058804512,0.003424121765419841,0.0032757739536464214,0.004449291620403528,0.0060748388059437275
196,95,1620,b,26150,29290,0.004624045453965664,0.0064372834749519825,0.010009765625,0.0016109033022075891,0.0023470320738852024,0.003657807596027851,0.003272104077041149,0.004419874399900436,0.006195532623678446
197,95,1620,a,28984,14492,0.004693671129643917,0.006641967222094536,0.001220703125,0.0015992257976904511,0.0023469675797969103,0.0034649597946554422,0.003250688314437866,0.004460493102669716,0.006051274016499519
198,95,1620,a,26944,13472,0.0044255489483475685,0.005907841958105564,0.001220703125,0.0015849657356739044,0.0023468653671443462,0.0035611821804195642,0.0032273163087666035,0.004443239886313677,0.006232060957700014
199,95,1620,a,28672,14336,0.004772869870066643,0.006733762566000223,0.0068359375,0.001606653560884297,0.002346791559830308,0.003867518389597535,0.0032620516140013933,0.004465866833925247,0.006779068149626255
200,95,1620,a,25976,12988,0.004673125687986612,0.006211305968463421,0.02294921875,0.0016098443884402514,0.0023466465063393116,0.003787347348406911,0.0032686355989426374,0.004452922847121954,0.00652871560305357
201,95,1620,a,27584,13792,0.00469151372089982,0.006391191855072975,0.005126953125,0.0016095397295430303,0.002346442313864827,0.003546376945450902,0.003266397165134549,0.00445628073066473,0.0063377139158546925
202,95,1620,b,27094,29762,0.00442759832367301,0.006005007773637772,0.004150390625,0.0016054636798799038,0.002346373163163662,0.0036087522748857737,0.003262097481638193,0.004442570731043816,0.006307925097644329
203,95,1620,b,28934,30682,0.004499448463320732,0.006094004027545452,0.004150390625,0.0015853885561227798,0.0023463608231395483,0.003216668264940381,0.0032296711578965187,0.004438602831214666,0.0057668378576636314
204,95,1620,a,27800,13900,0.004684940911829472,0.006268809083849192,0.008544921875,0.0015842235879972577,0.002346157329156995,0.004089408088475466,0.0032264848705381155,0.0043870932422578335,0.006938194390386343
205,95,1620,b,29038,30734,0.004659684840589762,0.006380877923220396,0.010986328125,0.0015972392866387963,0.0023461522068828344,0.003359481692314148,0.003246357198804617,0.004403593484312296,0.005973676685243845
206,95,1620,a,28720,14360,0.004429882392287254,0.005868964828550816,0.004638671875,0.0016060620546340942,0.0023457948118448257,0.0036124985199421644,0.0032612476497888565,0.004448424093425274,0.006379364989697933
207,95,1620,a,27664,13832,0.004803071729838848,0.006449931301176548,0.003173828125,0.0016000672476366162,0.0023456504568457603,0.0034293602220714092,0.0032525979913771152,0.0044177742674946785,0.006080773659050465
208,95,1620,a,26096,13048,0.004763441160321236,0.006644020322710276,0.009521484375,0.0015926685882732272,0.0023453603498637676,0.0031279653776437044,0.003243165323510766,0.004416888579726219,0.005603478290140629
209,95,1620,a,27920,13960,0.004530203528702259,0.006032243371009827,0.0107421875,0.0015989997191354632,0.002345300978049636,0.003917273133993149,0.0032553751952946186,0.004430775530636311,0.006786560174077749
210,95,1620,a,27056,13528,0.004641842562705278,0.006331572309136391,0.012451171875,0.001600924995727837,0.0023452669847756624,0.003488471731543541,0.003255478572100401,0.004437594674527645,0.006111446302384138
211,95,1620,b,26238,29334,0.004549863748252392,0.006102402228862047,0.0009765625,0.0015929627697914839,0.0023452243767678738,0.0036067806649953127,0.003239412559196353,0.004447478801012039,0.0062956796027719975
212,95,1620,a,28328,14164,0.004664687439799309,0.006481507793068886,0.008544921875,0.0016067555407062173,0.0023451768793165684,0.003428515512496233,0.0032665743492543697,0.004459541290998459,0.006018792744725943
213,95,1620,b,26462,29446,0.004297466948628426,0.005793446209281683,0.01220703125,0.0015935582341626287,0.0023451654706150293,0.0036754519678652287,0.003240956924855709,0.004410030785948038,0.006437037605792284
214,95,1620,b,28134,30282,0.004645828623324633,0.006217236164957285,0.024169921875,0.0016003202181309462,0.002344950335100293,0.0035307970829308033,0.003251299262046814,0.004434811882674694,0.006143790669739246
215,95,1620,a,27952,13976,0.004661851096898317,0.00630994513630867,0.002197265625,0.001617348287254572,0.0023449126165360212,0.003671569051221013,0.0032818831969052553,0.004438408650457859,0.006318625528365374
216,95,1620,b,27398,29914,0.004602600354701281,0.0062913065776228905,0.026611328125,0.0015894065145403147,0.002344591775909066,0.0036332453601062298,0.003234618343412876,0.004453763365745544,0.006429747678339481
217,95,1620,b,27366,29898,0.004434820730239153,0.005915625486522913,0.011474609375,0.0015897969715297222,0.0023445291444659233,0.003969213459640741,0.0032333494164049625,0.004393451847136021,0.006786853075027466
218,95,1620,b,28774,30602,0.004579584579914808,0.006363448686897755,0.010986328125,0.0016038927715271711,0.002344375941902399,0.0037925532087683678,0.003256296506151557,0.004428714048117399,0.006521621719002724
219,95,1620,a,27336,13668,0.004584903363138437,0.0062025985680520535,0.005615234375,0.0016063560033217072,0.002344301901757717,0.0036647291854023933,0.0032633920200169086,0.004446455743163824,0.006403792649507523
220,95,1620,b,26878,29654,0.004525752738118172,0.006167370360344648,0.005859375,0.0015921567101031542,0.0023441528901457787,0.004055505618453026,0.0032393508590757847,0.004439004231244326,0.006917670834809542
221,95,1620,a,27880,13940,0.004683462902903557,0.0064135827124118805,0.00927734375,0.0015995427966117859,0.0023440446238964796,0.0035641640424728394,0.0032534911297261715,0.004426803905516863,0.00630960101261735
222,95,1620,b,28766,30598,0.004646130371838808,0.0063335285522043705,0.016845703125,0.0015964617487043142,0.002343895845115185,0.003445345675572753,0.0032445855904370546,0.0044568004086613655,0.006126145366579294
223,95,1620,b,28102,30266,0.004521266091614962,0.0062081883661448956,0.005859375,0.0015979313757270575,0.002343827625736594,0.0034532526042312384,0.0032496419735252857,0.004446444567292929,0.005980669055134058
224,95,1620,b,26862,29646,0.004326307214796543,0.00582171930000186,0.011962890625,0.0016055803280323744,0.0023429682478308678,0.003499257145449519,0.0032615948002785444,0.004404355306178331,0.006227040663361549
225,95,1620,a,29040,14520,0.004610615316778421,0.006412218324840069,0.010986328125,0.0015985863283276558,0.0023428264539688826,0.0035301465541124344,0.003252406371757388,0.00441863015294075,0.006308951415121555
226,95,1620,a,27048,13524,0.004666022025048733,0.006261536851525307,0.01611328125,0.0016086194664239883,0.0023427933920174837,0.004472086671739817,0.0032661391887813807,0.0044423979707062244,0.0075699943117797375
227,95,1620,b,27222,29826,0.00449653435498476,0.006114274263381958,0.011962890625,0.0015835934318602085,0.002342603402212262,0.0035371414851397276,0.0032241877634078264,0.0044622174464166164,0.006269657053053379
228,95,1620,a,28696,14348,0.004608057904988527,0.006137808784842491,0.00439453125,0.0016056521562859416,0.002342499326914549,0.00391356460750103,0.003259732387959957,0.004445413593202829,0.006841076537966728
229,95,1620,b,26406,29418,0.0049226488918066025,0.006674473639577627,0.0107421875,0.00160103605594486,0.0023424297105520964,0.0037880241870880127,0.0032537991646677256,0.004426200408488512,0.006597647909075022
230,95,1620,b,27158,29794,0.004772322718054056,0.006452982313930988,0.019775390625,0.0015831667697057128,0.0023423326201736927,0.0034308976028114557,0.0032243458554148674,0.004437039140611887,0.005967679433524609
231,95,1620,b,27790,30110,0.004298064392060041,0.005668587051331997,0.00732421875,0.0015843381406739354,0.00234226300381124,0.0034367369953542948,0.003227716777473688,0.004405368119478226,0.005856706760823727
232,95,1620,b,26302,29366,0.004282617475837469,0.005791029892861843,0.001953125,0.0015926627675071359,0.0023422599770128727,0.0032683981116861105,0.0032404479570686817,0.004421576391905546,0.00580519950017333
233,95,1620,a,28928,14464,0.0046080187894403934,0.006392634939402342,0.004638671875,0.0015917721902951598,0.0023415449541062117,0.003778262995183468,0.0032394721638411283,0.004447035491466522,0.00649820314720273
234,95,1620,a,28944,14472,0.0045247566886246204,0.006389718968421221,0.0068359375,0.0016014891443774104,0.002341476734727621,0.0034442199394106865,0.0032550147734582424,0.004426029045134783,0.006162871606647968
235,95,1620,a,28592,14296,0.0042686667293310165,0.005737075116485357,0.004150390625,0.0015970318345353007,0.002341474173590541,0.003601101692765951,0.003246299922466278,0.004409249406307936,0.006223312579095364
236,95,1620,a,27096,13548,0.004759528674185276,0.006556547712534666,0.00927734375,0.0016052216524258256,0.002341415034607053,0.003651595441624522,0.0032612697687000036,0.004467416554689407,0.006512647960335016
237,95,1620,a,26120,13060,0.004694331903010607,0.006244148593395948,0.010986328125,0.001603847136721015,0.0023411386646330357,0.003479344304651022,0.003259549615904689,0.00444375816732645,0.006132570561021566
238,95,1620,a,26712,13356,0.0048584421165287495,0.006542306859046221,0.005126953125,0.0015892123337835073,0.00234102550894022,0.003448285162448883,0.00323501112870872,0.004414650145918131,0.0062218052335083485
239,95,1620,b,27574,30002,0.004694596864283085,0.006371406838297844,0.027587890625,0.0015967439394444227,0.002340915147215128,0.0037831866648048162,0.003246402135118842,0.004443089943379164,0.00650647422298789
240,95,1620,b,26998,29714,0.004376246128231287,0.005966911558061838,0.0126953125,0.0015818377723917365,0.002340812236070633,0.00398115161806345,0.003220801940187812,0.004434715490788221,0.00682776840403676
241,95,1620,a,27432,13716,0.004735719412565231,0.006625207606703043,0.002685546875,0.0015907281776890159,0.0023407551925629377,0.003897004760801792,0.0032371035777032375,0.004446348175406456,0.006597902160137892
242,95,1620,b,27342,29886,0.004324838984757662,0.005873548332601786,0.00244140625,0.0015824921429157257,0.002340666251257062,0.003449152922257781,0.003221965627744794,0.004420904908329248,0.005985928233712912
243,95,1620,b,28886,30658,0.004304791800677776,0.005808467976748943,0.00732421875,0.0015985487261787057,0.0023405577521771193,0.0035245257895439863,0.003247514832764864,0.004442977253347635,0.0060686636716127396
244,95,1620,b,28038,30234,0.004200817551463842,0.005514801014214754,0.009033203125,0.001582566648721695,0.0023404054809361696,0.003468430833891034,0.003225285792723298,0.004394647665321827,0.006179069168865681
245,95,1620,a,26008,13004,0.00459544500336051,0.006173210684210062,0.00732421875,0.0015983710763975978,0.002340196631848812,0.003389909164980054,0.003249742090702057,0.004417079966515303,0.006086656823754311
246,95,1620,a,28408,14204,0.004649349022656679,0.006299792323261499,0.0078125,0.0015927175991237164,0.0023401963990181684,0.0033190823160111904,0.003243138547986746,0.004420673940330744,0.005905248690396547
247,95,1620,b,29094,30762,0.004462731536477804,0.00598031934350729,0.003662109375,0.001587240258231759,0.002340171253308654,0.003539969911798835,0.003230907255783677,0.004433807916939259,0.006151481531560421
248,95,1620,a,28680,14340,0.004544567316770554,0.006047325674444437,0.003662109375,0.0016012649284675717,0.002340101171284914,0.003834329079836607,0.003252352587878704,0.0044181677512824535,0.006606083828955889
249,95,1620,a,28008,14004,0.004575234372168779,0.006162950303405523,0.009521484375,0.001602247590199113,0.0023400699719786644,0.0036760130897164345,0.003256765427067876,0.004424521699547768,0.006516705732792616
250,95,1620,a,27592,13796,0.0048535894602537155,0.006828825455158949,0.006103515625,0.0016044428339228034,0.0023400383070111275,0.003522599348798394,0.003259040415287018,0.004413111135363579,0.006316067185252905
251,95,1620,b,26278,29354,0.004498683847486973,0.006181845907121897,0.00439453125,0.0015994783025234938,0.0023396718315780163,0.003361388109624386,0.0032507162541151047,0.004443561192601919,0.005969012621790171
252,95,1620,b,26174,29302,0.004667101893573999,0.006386407185345888,0.0068359375,0.0015936610288918018,0.0023395786993205547,0.00374974450096488,0.0032446682453155518,0.004458151292055845,0.006491547916084528
253,95,1620,a,27792,13896,0.004557679407298565,0.006061917636543512,0.00537109375,0.0015924936160445213,0.0023395726457238197,0.0035964855924248695,0.00324057275429368,0.004404114093631506,0.0061875819228589535
254,95,1620,b,26078,29254,0.004827865399420261,0.006521852687001228,0.002685546875,0.0016030987026169896,0.0023393973242491484,0.0031950115226209164,0.003256798256188631,0.004432082176208496,0.005711371544748545
255,95,1620,a,28656,14328,0.004539825487881899,0.006240783724933863,0.011474609375,0.0015962757170200348,0.0023393870797008276,0.0035648606717586517,0.003244945779442787,0.00442076288163662,0.006168436259031296
256,95,1620,a,27136,13568,0.004546087235212326,0.0060241809114813805,0.005126953125,0.001606763806194067,0.0023393838200718164,0.004108800552785397,0.0032631203066557646,0.004401414655148983,0.006878070533275604
257,95,1620,a,26904,13452,0.0045526823960244656,0.0060981931164860725,0.004638671875,0.0016030695987865329,0.0023393076844513416,0.004020729102194309,0.003256670432165265,0.004433172754943371,0.007007398176938295
258,95,1620,a,28136,14068,0.004672833252698183,0.006423907820135355,0.0107421875,0.001604889752343297,0.002338915131986141,0.0032946979627013206,0.0032625438179820776,0.004382454324513674,0.0057665277272462845
259,95,1620,a,27544,13772,0.004521439783275127,0.006231735926121473,0.0009765625,0.0016089993296191096,0.0023388757836073637,0.0037171924486756325,0.0032654909882694483,0.004436645656824112,0.0065077063627541065
260,95,1620,b,26118,29274,0.004774388391524553,0.006340677384287119,0.006591796875,0.0016068494878709316,0.002338866703212261,0.003952068276703358,0.003264667931944132,0.004447708372026682,0.006605881731957197
261,95,1620,b,27214,29822,0.004592188633978367,0.00639122910797596,0.01513671875,0.0015826682792976499,0.002338809659704566,0.0041269343346357346,0.0032224603928625584,0.004411769099533558,0.007102265954017639
262,95,1620,a,26144,13072,0.0045212022960186005,0.006088764872401953,0.011962890625,0.0015928226057440042,0.002338552149012685,0.003214418888092041,0.003240694059059024,0.004460313823074102,0.005762561224400997
263,95,1620,a,26000,13000,0.004738053306937218,0.006272569764405489,0.017822265625,0.0016005277866497636,0.0023385081440210342,0.003669364843517542,0.003253243863582611,0.00443114573135972,0.006485847290605307
264,95,1620,b,27782,30106,0.004413112532347441,0.006106652319431305,0.00439453125,0.0015798331005498767,0.0023384043015539646,0.003296263748779893,0.003221353283151984,0.004404028411954641,0.005921900272369385
265,95,1620,b,29134,30782,0.004358591977506876,0.005993109196424484,0.001708984375,0.001582485274411738,0.0023381717037409544,0.003514830255880952,0.0032243693713098764,0.004435988143086433,0.006143099628388882
266,95,1620,b,29014,30722,0.004463029559701681,0.006075415760278702,0.006591796875,0.0015958937583491206,0.0023381151258945465,0.003577540395781398,0.0032448796555399895,0.004414674825966358,0.006121041253209114
267,95,1620,a,27280,13640,0.004559375811368227,0.006247388664633036,0.01025390625,0.001600548974238336,0.0023380694910883904,0.003313587047159672,0.0032523521222174168,0.004411736037582159,0.005906561389565468
268,95,1620,b,27054,29742,0.004701163619756699,0.006338055711239576,0.01171875,0.0015981483738869429,0.002337996382266283,0.0037524194922298193,0.003249380737543106,0.004412483423948288,0.006616905797272921
269,95,1620,a,27680,13840,0.004732810892164707,0.006432665511965752,0.009033203125,0.001605349127203226,0.002337954007089138,0.003227391978725791,0.0032626937609165907,0.004443078767508268,0.005769462790340185
270,95,1620,b,28078,30254,0.004740339703857899,0.006543606054037809,0.020751953125,0.0015959918964654207,0.002337938640266657,0.0037560821510851383,0.0032454319298267365,0.004412241280078888,0.00641829427331686
271,95,1620,a,26232,13116,0.0045856391079723835,0.006112355273216963,0.008544921875,0.0015930361114442348,0.0023379141930490732,0.003731545526534319,0.003240738995373249,0.004429594147950411,0.0065162875689566135
272,95,1620,a,28736,14368,0.004291967023164034,0.005807367619127035,0.0,0.0015873224474489689,0.00233779801055789,0.003293446032330394,0.003230408998206258,0.004449187777936459,0.005755187012255192
273,95,1620,a,27080,13540,0.004717166535556316,0.00638220040127635,0.001220703125,0.0016009500250220299,0.002337757498025894,0.004025219473987818,0.0032547363080084324,0.004436975810676813,0.006919415667653084
274,95,1620,b,27238,29834,0.004509343765676022,0.006107782479375601,0.0029296875,0.0015869350172579288,0.00233770371414721,0.0036582788452506065,0.003229947295039892,0.004425466526299715,0.006310472264885902
275,95,1620,a,28608,14304,0.0043156384490430355,0.005938692018389702,0.002685546875,0.0016001935582607985,0.002337666926905513,0.0032679301220923662,0.0032518566586077213,0.004428960848599672,0.005853632930666208
276,95,1620,b,29062,30746,0.004603495355695486,0.006174429319798946,0.016845703125,0.0015875773970037699,0.002337663434445858,0.0036983443424105644,0.003231097012758255,0.004419855307787657,0.0064040059223771095
277,95,1620,a,27216,13608,0.004536736756563187,0.0061343275010585785,0.009033203125,0.0015944305341690779,0.0023376282770186663,0.0032963391859084368,0.0032457683701068163,0.004391721449792385,0.005759020335972309
278,95,1620,b,27766,30098,0.0044637941755354404,0.006230401340872049,0.000244140625,0.0015821357956156135,0.0023376059252768755,0.003594444366171956,0.003224381245672703,0.004437256138771772,0.006261128932237625
279,95,1620,b,27438,29934,0.004587826784700155,0.006242949981242418,0.02587890625,0.0016037371242418885,0.0023374937009066343,0.0036027024034410715,0.0032572720665484667,0.0043986025266349316,0.006122583989053965
280,95,1620,a,28040,14020,0.004866344388574362,0.006754024885594845,0.001708984375,0.0015994928544387221,0.002337478566914797,0.0035584443248808384,0.003252685070037842,0.004404040053486824,0.006300331559032202
281,95,1620,a,25984,12992,0.0045509347692132,0.006088039837777615,0.018798828125,0.001598298898898065,0.002337450161576271,0.0036262040957808495,0.0032499809749424458,0.004436375107616186,0.0063536325469613075
282,95,1620,b,26230,29330,0.004719022195786238,0.006354288198053837,0.00439453125,0.001586404861882329,0.0023374485317617655,0.003364250063896179,0.0032305934000760317,0.004399470519274473,0.005852047819644213
283,95,1620,a,28232,14116,0.0045800828374922276,0.006114926189184189,0.013671875,0.0015890449285507202,0.002337309531867504,0.003810339141637087,0.003234518226236105,0.004414563998579979,0.006542408838868141
284,95,1620,a,27112,13556,0.0046849544160068035,0.006544017232954502,0.000732421875,0.0016105745453387499,0.002337296260520816,0.003534497693181038,0.003271927824243903,0.004429340362548828,0.006231486331671476
285,95,1620,a,29032,14516,0.004752578679472208,0.006548384204506874,0.01416015625,0.0016042205970734358,0.0023372159339487553,0.003411814570426941,0.0032616739626973867,0.00438795518130064,0.0059534464962780476
