################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  2.2441154196503704E-01 a       194     0    10     1    14
 -6.4401305447665480E-02 a       195     0    10     1    15
 -1.2105469781066164E-01 a       196     0    10     1    16
 -1.9283521125830438E-01 a       197     0    10     1    17
  1.0484637899764944E-01 a       198     0    10     1    18
 -9.5140403565207768E-02 a       199     0    10     1    19
 -2.0616343968766868E-02 a       200     0    10     1    20
  4.1434938703806941E-02 a       201     0    11     1     1
  3.3279690460428044E-02 a       202     0    11     1     2
 -9.6910935510735832E-02 a       203     0    11     1     3
  1.3277959956594459E-02 a       204     0    11     1     4
  1.4904852708938557E-01 a       205     0    11     1     5
  4.0708792068788448E-02 a       206     0    11     1     6
 -2.2717313785626154E-02 a       207     0    11     1     7
 -1.5805692450829115E-01 a       208     0    11     1     8
 -8.7327376119418057E-02 a       209     0    11     1     9
 -1.6498512400191390E-01 a       210     0    11     1    10
  2.1870762837033368E-02 a       211     0    11     1    11
  8.9556510921110499E-02 a       212     0    11     1    12
 -1.8366741153630800E-01 a       213     0    11     1    13
 -3.0401042356135344E-01 a       214     0    11     1    14
  1.4832448235946291E-01 a       215     0    11     1    15
 -2.8864560548832147E-01 a       216     0    11     1    16
 -1.2259702155605248E-01 a       217     0    11     1    17
 -4.2050606591870626E-02 a       218     0    11     1    18
 -7.6242767380159920E-02 a       219     0    11     1    19
  2.2224518358897544E-01 a       220     0    11     1    20
 -3.0018660278026105E-01 a       221     0    12     1     1
  3.6160247464892864E-01 a       222     0    12     1     2
  1.7401048580104417E-01 a       223     0    12     1     3
  2.4345420480523280E-02 a       224     0    12     1     4
  4.5924923445583236E-02 a       225     0    12     1     5
 -1.3309764195922469E-02 a       226     0    12     1     6
 -4.4855887736480341E-03 a       227     0    12     1     7
  9.0849748537190373E-03 a       228     0    12     1     8
 -6.5645981319669533E-02 a       229     0    12     1     9
 -2.2426060237969839E-01 a       230     0    12     1    10
 -3.5625926916071689E-03 a       231     0    12     1    11
  1.5438323875971230E-01 a       232     0    12     1    12
 -1.5742740313097309E-01 a       233     0    12     1    13
  3.1149836359583016E-01 a       234     0    12     1    14
 -2.3285411485708157E-02 a       235     0    12     1    15
 -8.0523713386927209E-02 a       236     0    12     1    16
  7.4365094838684836E-02 a       237     0    12     1    17
 -2.9330402877132178E-01 a       238     0    12     1    18
 -2.1454812098664564E-01 a       239     0    12     1    19
  4.8871219266087625E-02 a       240     0    12     1    20
 -2.5535899818876048E-02 a       241     0    13     1     1
 -8.7704681197140533E-02 a       242     0    13     1     2
 -3.8547030258762133E-02 a       243     0    13     1     3
  1.2652657249605848E-01 a       244     0    13     1     4
  1.1873596316146689E-02 a       245     0    13     1     5
 -8.0419701964970544E-02 a       246     0    13     1     6
 -5.5018324285471099E-02 a       247     0    13     1     7
  2.0872698087604624E-01 a       248     0    13     1     8
  3.4521515439561690E-01 a       249     0    13     1     9
 -1.2109392435222452E-01 a       250     0    13     1    10
  5.2429503446334257E-02 a       251     0    13     1    11
 -2.1706375763213243E-01 a       252     0    13     1    12
 -4.5396443309303876E-02 a       253     0    13     1    13
 -1.1167200526775260E-01 a       254     0    13     1    14
 -2.3138735296457602E-01 a       255     0    13     1    15
  1.1545378104569202E-01 a       256     0    13     1    16
 -7.9789096382122171E-02 a       257     0    13     1    17
  9.9828073469475517E-02 a       258     0    13     1    18
  2.4253324650696723E-01 a       259     0    13     1    19
  1.9058642810351044E-02 a       260     0    13     1    20
 -1.4901732763091391E-01 a       261     0    14     1     1
 -9.2282249303516362E-03 a       262     0    14     1     2
 -8.1766504877101090E-02 a       263     0    14     1     3
  3.1054688741273210E-03 a       264     0    14     1     4
 -7.4795546584166289E-02 a       265     0    14     1     5
  2.2321199757197827E-01 a       266     0    14     1     6
  1.6297207266489189E-01 a       267     0    14     1     7
 -7.0584100020469165E-02 a       268     0    14     1     8
  2.3151505798138525E-01 a       269     0    14     1     9
 -2.3429130564501977E-01 a       270     0    14     1    10
 -2.8579656179905889E-03 a       271     0    14     1    11
  4.7658625432018493E-02 a       272     0    14     1    12
  5.7564924533085995E-02 a       273     0    14     1    13
 -1.5561914042606728E-01 a       274     0    14     1    14
  1.2602388933816422E-01 a       275     0    14     1    15
 -1.9459315132269811E-01 a       276     0    14     1    16
  2.2786872552547061E-01 a       277     0    14     1    17
  1.1020398265502818E-01 a       278     0    14     1    18
 -8.3179780499175140E-02 a       279     0    14     1    19
  1.6162240287486158E-02 a       280     0    14     1    20
  2.4047934382888955E-01 a       281     0    15     1     1
 -2.2101925669664960E-01 a       282     0    15     1     2
 -2.0869834715903809E-01 a       283     0    15     1     3
  3.8189573434986801E-02 a       284     0    15     1     4
  2.7020503690639627E-03 a       285     0    15     1     5
  1.6031911248510453E-01 a       286     0    15     1     6
 -5.9902279046226720E-02 a       287     0    15     1     7
  1.1117062051917907E-01 a       288     0    15     1     8
  3.1510015070024922E-01 a       289     0    15     1     9
  1.9215341882367026E-01 a       290     0    15     1    10
 -2.4930874192880023E-01 a       291     0    15     1    11
  2.5474536964797739E-01 a       292     0    15     1    12
 -8.1755399534548814E-02 a       293     0    15     1    13
 -3.5633717293870038E-01 a       294     0    15     1    14
 -6.9836221976159976E-02 a       295     0    15     1    15
  8.1058443689226406E-02 a       296     0    15     1    16
  1.7922872529501019E-01 a       297     0    15     1    17
  6.3940520986790608E-02 a       298     0    15     1    18
  2.8026922164105361E-01 a       299     0    15     1    19
  1.5436291916912609E-01 a       300     0    15     1    20
 -1.3640332359962007E-01 a       301     0    16     1     1
  1.2474654217591409E-01 a       302     0    16     1     2
 -4.0179430071459620E-04 a       303     0    16     1     3
  1.5429027595824901E-01 a       304     0    16     1     4
 -2.6683342706835589E-01 a       305     0    16     1     5
  1.8541857308252040E-02 a       306     0    16     1     6
  2.1250702438389982E-01 a       307     0    16     1     7
 -2.3371473500838030E-01 a       308     0    16     1     8
 -2.7948790327421635E-01 a       309     0    16     1     9
  1.6497122494055538E-01 a       310     0    16     1    10
  4.8234156071583156E-02 a       311     0    16     1    11
  4.3472281649876848E-02 a       312     0    16     1    12
  2.6307721960010196E-02 a       313     0    16     1    13
  9.9793196861159714E-02 a       314     0    16     1    14
  1.3675648693923512E-01 a       315     0    16     1    15
 -9.0582505497955476E-02 a       316     0    16     1    16
 -2.6441718481911891E-01 a       317     0    16     1    17
  1.2844830991663035E-03 a       318     0    16     1    18
 -1.6805473004068905E-01 a       319     0    16     1    19
 -7.7680069756504752E-02 a       320     0    16     1    20
  3.0864471886630473E-01 a       321     0    17     1     1
 -8.7278123785153885E-02 a       322     0    17     1     2
  1.2888394928679933E-01 a       323     0    17     1     3
 -6.8222485363286664E-02 a       324     0    17     1     4
 -1.1160013865443670E-01 a       325     0    17     1     5
  7.9185503055967235E-02 a       326     0    17     1     6
 -4.4351566537090790E-03 a       327     0    17     1     7
 -1.3579575772252420E-01 a       328     0    17     1     8
  2.2549277064726184E-01 a       329     0    17     1     9
  1.2389708023194675E-01 a       330     0    17     1    10
 -9.2356906304779177E-02 a       331     0    17     1    11
 -2.1525351733219927E-02 a       332     0    17     1    12
  8.6401673648194482E-02 a       333     0    17     1    13
  4.2838543668859130E-01 a       334     0    17     1    14
  2.8150118844064292E-01 a       335     0    17     1    15
  1.6404208064039555E-01 a       336     0    17     1    16
  7.8644343653323900E-02 a       337     0    17     1    17
  6.0196533385195648E-05 a       338     0    17     1    18
 -2.0180826778531774E-01 a       339     0    17     1    19
  1.6805296077010014E-02 a       340     0    17     1    20
 -4.4655080881742991E-02 a       341     0    18     1     1
  1.9334746905276731E-01 a       342     0    18     1     2
 -4.4322448925924983E-02 a       343     0    18     1     3
  1.0057602933497277E-01 a       344     0    18     1     4
  4.4361538650189616E-02 a       345     0    18     1     5
 -2.4551317227297764E-01 a       346     0    18     1     6
 -1.8564466071314892E-01 a       347     0    18     1     7
 -2.9158738685485142E-01 a       348     0    18     1     8
 -9.3289005125608490E-02 a       349     0    18     1     9
 -1.8627501165414539E-01 a       350     0    18     1    10
  7.1159394538428580E-02 a       351     0    18     1    11
 -2.0495001746704558E-01 a       352     0    18     1    12
  9.4877155827668147E-03 a       353     0    18     1    13
 -1.3356792101161036E-01 a       354     0    18     1    14
  5.1885592054617201E-02 a       355     0    18     1    15
  4.4547230671760356E-02 a       356     0    18     1    16
 -2.7646666321717382E-02 a       357     0    18     1    17
 -7.7854145434177624E-02 a       358     0    18     1    18
  9.4168271908928139E-02 a       359     0    18     1    19
 -1.4687282125753548E-01 a       360     0    18     1    20
  1.4474074406720902E-01 a       361     0    19     1     1
 -3.0946226823969963E-01 a       362     0    19     1     2
 -1.4927132758761784E-02 a       363     0    19     1     3
  1.4377945572956485E-01 a       364     0    19     1     4
  9.2270645015533490E-02 a       365     0    19     1     5
  2.8854223977398258E-01 a       366     0    19     1     6
 -3.2829686039869944E-02 a       367     0    19     1     7
  2.8177540455451017E-01 a       368     0    19     1     8
 -3.1457103510942531E-02 a       369     0    19     1     9
 -1.6480820350199765E-01 a       370     0    19     1    10
  5.5488898283154370E-02 a       371     0    19     1    11
 -1.7724147116691599E-01 a       372     0    19     1    12
 -2.4779349362599823E-01 a       373     0    19     1    13
 -8.5857259209759021E-03 a       374     0    19     1    14
 -2.0859022569639654E-01 a       375     0    19     1    15
  5.8771536557755355E-02 a       376     0    19     1    16
  1.9481614160515096E-01 a       377     0    19     1    17
  2.3842942421082061E-01 a       378     0    19     1    18
 -1.3944288252294068E-01 a       379     0    19     1    19
 -1.3156611925715272E-01 a       380     0    19     1    20
 -3.9237589948279104E-02 a       381     0    20     1     1
  1.1645363358672334E-01 a       382     0    20     1     2
 -2.5365794174782880E-01 a       383     0    20     1     3
 -1.3126749689529724E-01 a       384     0    20     1     4
 -1.9427395724648736E-01 a       385     0    20     1     5
  7.6011628444303411E-02 a       386     0    20     1     6
  4.1372557786753084E-01 a       387     0    20     1     7
  5.3852263054919712E-02 a       388     0    20     1     8
 -1.7276308192800438E-01 a       389     0    20     1     9
  2.8760033229091080E-02 a       390     0    20     1    10
  1.1367728609040867E-01 a       391     0    20     1    11
  1.4002487983423356E-02 a       392     0    20     1    12
  6.3484837654324680E-02 a       393     0    20     1    13
 -2.5571478330268343E-01 a       394     0    20     1    14
  4.1134148136428253E-02 a       395     0    20     1    15
 -3.0550771293145118E-01 a       396     0    20     1    16
  2.1856025516399199E-02 a       397     0    20     1    17
 -1.0673677875564319E-01 a       398     0    20     1    18
  3.6598422636214645E-01 a       399     0    20     1    19
  3.4025176356729542E-01 a       400     0    20     1    20
 -1.3384425211638745E-02 a       401     0    21     1     1
 -1.5899132356356739E-02 a       402     0    21     1     2
 -2.2876555554991523E-01 a       403     0    21     1     3
  1.6286423275363904E-01 a       404     0    21     1     4
 -7.5744253534857656E-02 a       405     0    21     1     5
 -6.9571611176912337E-02 a       406     0    21     1     6
  1.7589255859005556E-01 a       407     0    21     1     7
  1.0412378237748555E-02 a       408     0    21     1     8
  1.5241779288633607E-02 a       409     0    21     1     9
  1.4441348628630257E-01 a       410     0    21     1    10
 -2.0898817662309230E-01 a       411     0    21     1    11
  1.7956237731816763E-01 a       412     0    21     1    12
 -9.9475816237869275E-02 a       413     0    21     1    13
  1.5289518480237482E-01 a       414     0    21     1    14
  1.0548427458645861E-01 a       415     0    21     1    15
  1.4625246985124579E-01 a       416     0    21     1    16
  1.1867546595225756E-01 a       417     0    21     1    17
  1.1194690686684478E-01 a       418     0    21     1    18
 -8.9710726228386273E-02 a       419     0    21     1    19
 -2.4342701491149760E-01 a       420     0    21     1    20
 -1.9484764643087080E-01 a       421     0    22     1     1
 -3.0470018229095247E-01 a       422     0    22     1     2
  2.0756107355304279E-01 a       423     0    22     1     3
  1.5660221804960953E-01 a       424     0    22     1     4
  1.8844147772101291E-01 a       425     0    22     1     5
  1.6867521569344315E-01 a       426     0    22     1     6
 -3.1950274140756624E-01 a       427     0    22     1     7
 -7.8030705565415692E-02 a       428     0    22     1     8
  1.9799385296224742E-01 a       429     0    22     1     9
 -2.4918567091731467E-01 a       430     0    22     1    10
  1.2797604054273265E-01 a       431     0    22     1    11
  2.6924043631174804E-01 a       432     0    22     1    12
  1.1367193436229391E-01 a       433     0    22     1    13
 -5.5827272724365155E-02 a       434     0    22     1    14
  1.1245012708363478E-01 a       435     0    22     1    15
  5.3302815271982613E-02 a       436     0    22     1    16
 -1.9668802644811920E-01 a       437     0    22     1    17
 -1.0108467935461761E-01 a       438     0    22     1    18
  7.4351577193071616E-02 a       439     0    22     1    19
  1.3838831982513480E-01 a       440     0    22     1    20
  1.4764360341841826E-01 a       441     0    23     1     1
  5.1115238615681013E-02 a       442     0    23     1     2
 -8.5644896658161315E-02 a       443     0    23     1     3
  4.9674699468088696E-02 a       444     0    23     1     4
 -2.6099522871629307E-02 a       445     0    23     1     5
 -6.0370353321818122E-02 a       446     0    23     1     6
 -1.8863658393308191E-01 a       447     0    23     1     7
 -2.4733179311644049E-01 a       448     0    23     1     8
 -1.4994018471586065E-01 a       449     0    23     1     9
  2.4678492209952069E-01 a       450     0    23     1    10
 -2.9057557100844611E-01 a       451     0    23     1    11
  1.4486094366253707E-01 a       452     0    23     1    12
 -8.1667448774690704E-02 a       453     0    23     1    13
  5.5050007794110400E-02 a       454     0    23     1    14
  6.2175403065034149E-02 a       455     0    23     1    15
  6.7021460439904215E-02 a       456     0    23     1    16
  2.4032253400468467E-01 a       457     0    23     1    17
  1.0302254291991077E-01 a       458     0    23     1    18
 -1.3555607914280215E-01 a       459     0    23     1    19
 -3.2235102078153205E-01 a       460     0    23     1    20
  9.7432708854165856E-02 a       461     0    24     1     1
  1.5223782165361513E-01 a       462     0    24     1     2
  2.6964305607276090E-01 a       463     0    24     1     3
 -2.4786895738223533E-01 a       464     0    24     1     4
 -2.4132809639357222E-01 a       465     0    24     1     5
 -1.5862800712232053E-01 a       466     0    24     1     6
  5.8049215873246594E-02 a       467     0    24     1     7
  3.8535172828481269E-02 a       468     0    24     1     8
 -6.4729779581572016E-03 a       469     0    24     1     9
  5.4966555852970757E-02 a       470     0    24     1    10
  1.8893665828442385E-02 a       471     0    24     1    11
 -7.8897426289059866E-02 a       472     0    24     1    12
  4.6579462803644826E-02 a       473     0    24     1    13
  1.2446701017110684E-01 a       474     0    24     1    14
 -3.0906543583844687E-01 a       475     0    24     1    15
 -1.8142832816591101E-01 a       476     0    24     1    16
 -1.2412790837513835E-01 a       477     0    24     1    17
 -9.1025446997585718E-02 a       478     0    24     1    18
  1.1045908008368951E-01 a       479     0    24     1    19
  4.0486624845751495E-02 a       480     0    24     1    20
 -1.0644880980131807E-01 a       481     0    25     1     1
  2.5679350167132292E-01 a       482     0    25     1     2
 -6.5600299860369077E-03 a       483     0    25     1     3
 -1.0625822084923953E-01 a       484     0    25     1     4
 -1.5708279136948855E-01 a       485     0    25     1     5
 -1.6621633242150835E-01 a       486     0    25     1     6
  5.9760950566315620E-02 a       487     0    25     1     7
  1.3999043154327770E-01 a       488     0    25     1     8
  1.4904051957433534E-01 a       489     0    25     1     9
 -5.2809650912147572E-02 a       490     0    25     1    10
  8.3753692338923380E-02 a       491     0    25     1    11
 -2.2552042400963948E-01 a       492     0    25     1    12
 -2.4198632723636776E-01 a       493     0    25     1    13
 -1.8340893794069360E-01 a       494     0    25     1    14
 -9.1020055739539890E-02 a       495     0    25     1    15
 -8.8362746487099020E-02 a       496     0    25     1    16
 -2.4276841920433465E-01 a       497     0    25     1    17
 -7.6911107393170336E-02 a       498     0    25     1    18
 -1.9031921308848559E-01 a       499     0    25     1    19
  2.0363546658301523E-01 a       500     0    25     1    20
  1.1349316852972009E-01 a       501     0    26     1     1
  5.7684863880316878E-02 a       502     0    26     1     2
 -1.5028744946785945E-02 a       503     0    26     1     3
  7.0953163320381915E-02 a       504     0    26     1     4
 -7.0815151086614195E-02 a       505     0    26     1     5
  2.7990168028592566E-01 a       506     0    26     1     6
  3.5491042270224515E-01 a       507     0    26     1     7
 -2.2165464215690704E-02 a       508     0    26     1     8
  1.4331378672819683E-01 a       509     0    26     1     9
 -9.3186699604386414E-02 a       510     0    26     1    10
  1.0689430130172739E-01 a       511     0    26     1    11
  2.0823003096558551E-01 a       512     0    26     1    12
  1.6798243394854168E-02 a       513     0    26     1    13
  2.2118975545502501E-01 a       514     0    26     1    14
 -5.9576900152299724E-02 a       515     0    26     1    15
 -9.5425385733520413E-02 a       516     0    26     1    16
  3.1832097931213438E-01 a       517     0    26     1    17
  2.0047546777143371E-01 a       518     0    26     1    18
 -8.8663224612298669E-02 a       519     0    26     1    19
 -9.4940442271602060E-02 a       520     0    26     1    20
 -1.5959718854866428E-01 a       521     0    27     1     1
  7.8634655145683897E-03 a       522     0    27     1     2
 -1.4805062070305197E-01 a       523     0    27     1     3
  1.8998354695397862E-01 a       524     0    27     1     4
  3.1682268988272472E-01 a       525     0    27     1     5
  3.6301133350480719E-01 a       526     0    27     1     6
 -1.7308208727623273E-01 a       527     0    27     1     7
  1.1059364387000079E-01 a       528     0    27     1     8
 -2.3046438288314439E-01 a       529     0    27     1     9
 -2.1675234884304703E-01 a       530     0    27     1    10
