################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  9.0150040303644846E-02 a        39     0     2     1    19
 -3.2642567499627984E-01 a        40     0     2     1    20
  1.2814945510418477E-01 a        41     0     3     1     1
  3.0687756464673205E-01 a        42     0     3     1     2
 -4.7345787026106180E-02 a        43     0     3     1     3
  3.0257746764299576E-01 a        44     0     3     1     4
 -1.3775696208578461E-01 a        45     0     3     1     5
 -1.1498225509607272E-01 a        46     0     3     1     6
 -8.9564077205981137E-03 a        47     0     3     1     7
  1.8024366784467938E-01 a        48     0     3     1     8
 -3.0415184617249815E-02 a        49     0     3     1     9
 -7.5122199944676171E-02 a        50     0     3     1    10
  9.6601320681156774E-02 a        51     0     3     1    11
 -3.0679948434964377E-01 a        52     0     3     1    12
  2.2698964144968269E-02 a        53     0     3     1    13
 -1.4072286041389068E-01 a        54     0     3     1    14
  2.0842137803202987E-01 a        55     0     3     1    15
  1.6153703398349445E-01 a        56     0     3     1    16
  2.0361166174856923E-01 a        57     0     3     1    17
 -1.9629002820231234E-01 a        58     0     3     1    18
 -1.7890518720945092E-01 a        59     0     3     1    19
  5.6294423525646585E-02 a        60     0     3     1    20
 -2.7393909544811686E-02 a        61     0     4     1     1
 -3.5069187955778743E-02 a        62     0     4     1     2
 -2.7376101729679686E-01 a        63     0     4     1     3
  1.9944540632739127E-01 a        64     0     4     1     4
 -1.3728546099659100E-01 a        65     0     4     1     5
 -5.0177115160592567E-01 a        66     0     4     1     6
 -3.5133339551017967E-01 a        67     0     4     1     7
  9.5056462166911715E-02 a        68     0     4     1     8
 -3.5511867229805055E-01 a        69     0     4     1     9
 -3.8416077979892155E-01 a        70     0     4     1    10
 -4.1444475638958345E-01 a        71     0     4     1    11
 -1.5301597691333155E-01 a        72     0     4     1    12
  6.3920050535401767E-03 a        73     0     4     1    13
  6.8872013635326523E-01 a        74     0     4     1    14
 -2.8816596647631681E-01 a        75     0     4     1    15
 -9.0090825021375665E-01 a        76     0     4     1    16
 -2.0934224211326791E-02 a        77     0     4     1    17
 -5.3882472666237513E-01 a        78     0     4     1    18
 -3.5072077856237277E-01 a        79     0     4     1    19
  1.0849334361298060E-01 a        80     0     4     1    20
 -1.6094166332235338E-01 a        81     0     5     1     1
 -7.6136063945688573E-02 a        82     0     5     1     2
  3.6761643362368657E-01 a        83     0     5     1     3
 -1.1311536607324343E-01 a        84     0     5     1     4
  8.0806226517367546E-02 a        85     0     5     1     5
  3.0287943935270523E-01 a        86     0     5     1     6
  3.3818187239438369E-01 a        87     0     5     1     7
  2.3573968974328485E-01 a        88     0     5     1     8
  3.8547303346256140E-01 a        89     0     5     1     9
  1.0097728528551986E-01 a        90     0     5     1    10
 -2.3040869448094421E-02 a        91     0     5     1    11
 -7.2322868116262040E-02 a        92     0     5     1    12
  2.6345390555884901E-01 a        93     0     5     1    13
 -3.9320721867238284E-02 a        94     0     5     1    14
  4.7094555895902618E-01 a        95     0     5     1    15
  4.4762156678107956E-01 a        96     0     5     1    16
 -3.4388484854380903E-02 a        97     0     5     1    17
 -1.9812110280641018E-01 a        98     0     5     1    18
  1.2510725746714629E-01 a        99     0     5     1    19
  3.2976382322195942E-02 a       100     0     5     1    20
  3.4693611377468053E-01 a       101     0     6     1     1
 -2.2368466171604948E-01 a       102     0     6     1     2
  4.5681023416962840E-02 a       103     0     6     1     3
 -2.7755672851733593E-01 a       104     0     6     1     4
  2.6937042953830315E-01 a       105     0     6     1     5
  5.8197475606263552E-02 a       106     0     6     1     6
 -4.4803072431212745E-02 a       107     0     6     1     7
  6.2682078373873518E-02 a       108     0     6     1     8
  2.0105035443633019E-02 a       109     0     6     1     9
  2.5807873483419269E-01 a       110     0     6     1    10
 -1.2980848907281409E-01 a       111     0     6     1    11
  2.2993663789269442E-01 a       112     0     6     1    12
  6.7605199433460758E-02 a       113     0     6     1    13
  2.1237075120036036E-01 a       114     0     6     1    14
 -1.7566526307570249E-02 a       115     0     6     1    15
 -1.3032507457805262E-01 a       116     0     6     1    16
 -8.3638201456439465E-02 a       117     0     6     1    17
  2.2352985448129359E-02 a       118     0     6     1    18
  9.8256127986823330E-02 a       119     0     6     1    19
 -2.7603824207982219E-01 a       120     0     6     1    20
  4.0356526779010471E-01 a       121     0     7     1     1
 -3.7309103823328077E-01 a       122     0     7     1     2
  5.3773754312795286E-01 a       123     0     7     1     3
  1.4296658272601764E-01 a       124     0     7     1     4
 -2.1564545676640720E-01 a       125     0     7     1     5
  1.4325190100420085E-01 a       126     0     7     1     6
  2.0615000507196457E-01 a       127     0     7     1     7
 -1.5025067622042845E-01 a       128     0     7     1     8
  6.2110977148424840E-01 a       129     0     7     1     9
  7.7598752536674831E-01 a       130     0     7     1    10
  4.5914331812191972E-01 a       131     0     7     1    11
  2.6394436242623243E-01 a       132     0     7     1    12
  5.9028921198969686E-01 a       133     0     7     1    13
  5.3152846375004385E-02 a       134     0     7     1    14
 -6.8622730570863421E-03 a       135     0     7     1    15
 -3.6614001093339420E-02 a       136     0     7     1    16
 -2.1598413122215906E-01 a       137     0     7     1    17
  1.0104222881248384E-01 a       138     0     7     1    18
  3.0679076897402024E-01 a       139     0     7     1    19
 -4.9699555961459080E-01 a       140     0     7     1    20
 -2.0004561028739470E-01 a       141     0     8     1     1
 -5.1742980960085679E-02 a       142     0     8     1     2
 -3.2148781869775661E-01 a       143     0     8     1     3
  1.2648333653534871E-01 a       144     0     8     1     4
  3.0813447327118393E-01 a       145     0     8     1     5
 -2.4771046516602188E-01 a       146     0     8     1     6
  4.7945796671029314E-02 a       147     0     8     1     7
  1.2298371307293091E-01 a       148     0     8     1     8
  2.1982993866857520E-01 a       149     0     8     1     9
  3.7825505721539628E-05 a       150     0     8     1    10
 -2.3936162041224840E-02 a       151     0     8     1    11
  2.5303950788585200E-01 a       152     0     8     1    12
  3.3293076620598067E-01 a       153     0     8     1    13
  6.4142550532445886E-02 a       154     0     8     1    14
  3.5897376376885517E-03 a       155     0     8     1    15
  2.0392500583644398E-02 a       156     0     8     1    16
  2.4597116392628376E-01 a       157     0     8     1    17
  5.1033639295182918E-02 a       158     0     8     1    18
 -1.5165101834917757E-01 a       159     0     8     1    19
  3.3253661764039283E-01 a       160     0     8     1    20
 -5.3889030394132847E-03 a       161     0     9     1     1
  2.9854575236072606E-01 a       162     0     9     1     2
 -3.0126266555310605E-01 a       163     0     9     1     3
 -2.3274140631968759E-01 a       164     0     9     1     4
 -3.5067585722433778E-02 a       165     0     9     1     5
 -1.1753718575864623E-01 a       166     0     9     1     6
  2.1418147759854764E-01 a       167     0     9     1     7
  2.2368628119309533E-01 a       168     0     9     1     8
  1.9378452468764457E-01 a       169     0     9     1     9
 -1.4456836483652061E-01 a       170     0     9     1    10
 -1.3991797716029980E-01 a       171     0     9     1    11
 -2.8961149938646730E-01 a       172     0     9     1    12
  5.1790141079166997E-02 a       173     0     9     1    13
 -5.7326659895432078E-02 a       174     0     9     1    14
 -2.4136977477634866E-01 a       175     0     9     1    15
 -2.4178649048811049E-01 a       176     0     9     1    16
  3.5469935641460594E-02 a       177     0     9     1    17
  2.9681701292519574E-01 a       178     0     9     1    18
  3.4013990074663941E-01 a       179     0     9     1    19
 -7.0893298744369670E-02 a       180     0     9     1    20
 -7.5317797789941368E-02 a       181     0    10     1     1
 -9.8700255021243535E-03 a       182     0    10     1     2
  2.1353343662224480E-01 a       183     0    10     1     3
  1.0358275373033081E-01 a       184     0    10     1     4
 -5.3306631872538646E-03 a       185     0    10     1     5
 -6.1476693382920244E-01 a       186     0    10     1     6
 -2.8700585720563865E-01 a       187     0    10     1     7
 -1.5566721160432395E-01 a       188     0    10     1     8
  1.2232110126214067E-01 a       189     0    10     1     9
 -8.6955120070960834E-01 a       190     0    10     1    10
 -3.0490331107444751E-01 a       191     0    10     1    11
 -1.6509466288123958E-01 a       192     0    10     1    12
  2.1678065148432191E-01 a       193     0    10     1    13
  5.5911850817728481E-02 a       194     0    10     1    14
  1.5825181505621999E-01 a       195     0    10     1    15
 -7.9572948479897643E-01 a       196     0    10     1    16
 -3.6188759018225514E-01 a       197     0    10     1    17
 -4.1118795271943676E-01 a       198     0    10     1    18
 -3.6845469826487864E-01 a       199     0    10     1    19
  6.4321987891242357E-03 a       200     0    10     1    20
 -3.2743318191097354E-01 a       201     0    11     1     1
  2.5243875708860752E-01 a       202     0    11     1     2
 -3.1477665745689876E-01 a       203     0    11     1     3
 -4.5757258622418771E-02 a       204     0    11     1     4
 -2.1543312460986352E-02 a       205     0    11     1     5
  1.2377944164494545E-01 a       206     0    11     1     6
 -1.8005772817486873E-01 a       207     0    11     1     7
  2.2879316737957864E-01 a       208     0    11     1     8
  1.4413500522422651E-02 a       209     0    11     1     9
 -1.5205641844466533E-01 a       210     0    11     1    10
  4.8635707510412227E-02 a       211     0    11     1    11
  2.3756471043030564E-01 a       212     0    11     1    12
  4.0701564128342846E-02 a       213     0    11     1    13
 -1.6576557699955927E-01 a       214     0    11     1    14
  2.7027599677632824E-01 a       215     0    11     1    15
 -8.7731507159726871E-02 a       216     0    11     1    16
 -2.3633149965155698E-01 a       217     0    11     1    17
  5.1216647825582202E-03 a       218     0    11     1    18
 -9.1899438233343900E-02 a       219     0    11     1    19
  1.4183781761172837E-01 a       220     0    11     1    20
  1.6336114146009609E-01 a       221     0    12     1     1
 -1.8599426758443727E-01 a       222     0    12     1     2
 -5.0994597439908307E-02 a       223     0    12     1     3
  1.3524810606072857E-02 a       224     0    12     1     4
 -8.5693260576782462E-02 a       225     0    12     1     5
 -2.7876069822383576E-01 a       226     0    12     1     6
 -1.8542043869904892E-01 a       227     0    12     1     7
  1.4900881723139065E-02 a       228     0    12     1     8
  2.3811859888141329E-01 a       229     0    12     1     9
  2.0824565346465487E-01 a       230     0    12     1    10
  4.4646099566039668E-02 a       231     0    12     1    11
  1.1694375678656431E-01 a       232     0    12     1    12
 -7.6767630986134094E-02 a       233     0    12     1    13
  3.3786321056960673E-02 a       234     0    12     1    14
 -1.5832710425636135E-01 a       235     0    12     1    15
  1.2602404348497969E-02 a       236     0    12     1    16
  1.0031421341195974E-01 a       237     0    12     1    17
 -3.2238442365572578E-01 a       238     0    12     1    18
 -2.0932468350347938E-01 a       239     0    12     1    19
 -1.2745139858098767E-01 a       240     0    12     1    20
 -1.2144920532510392E-03 a       241     0    13     1     1
  1.7255136525151238E-01 a       242     0    13     1     2
  2.8175873646200911E-01 a       243     0    13     1     3
 -4.5232581407480245E-02 a       244     0    13     1     4
 -1.6173169170679630E-01 a       245     0    13     1     5
 -2.5818739191156063E-02 a       246     0    13     1     6
  9.5870134706082036E-02 a       247     0    13     1     7
  1.8688809434306602E-01 a       248     0    13     1     8
  2.7437831471075007E-03 a       249     0    13     1     9
  6.1822056670180081E-01 a       250     0    13     1    10
  4.4237965032843368E-01 a       251     0    13     1    11
 -2.1347901513047565E-02 a       252     0    13     1    12
  2.2948932381686785E-01 a       253     0    13     1    13
  2.5901616288460882E-01 a       254     0    13     1    14
 -1.3605362678466296E-01 a       255     0    13     1    15
  1.3806448585744693E-01 a       256     0    13     1    16
 -1.0793764254291570E-01 a       257     0    13     1    17
 -2.1758496621010873E-01 a       258     0    13     1    18
  3.4478122840423575E-01 a       259     0    13     1    19
 -1.5271532410634162E-01 a       260     0    13     1    20
 -1.1139591638550442E-01 a       261     0    14     1     1
  1.4677428585557040E-01 a       262     0    14     1     2
 -1.7995350558441289E-01 a       263     0    14     1     3
  3.0372704227079800E-01 a       264     0    14     1     4
  1.7100623001861590E-02 a       265     0    14     1     5
 -2.5895776037919016E-01 a       266     0    14     1     6
  3.1819300488299729E-01 a       267     0    14     1     7
 -2.7980763659901153E-01 a       268     0    14     1     8
  2.9521938658143004E-01 a       269     0    14     1     9
 -2.9162329004300283E-02 a       270     0    14     1    10
 -2.1026600362478337E-01 a       271     0    14     1    11
 -9.7104809671445622E-02 a       272     0    14     1    12
 -1.5604182304214903E-01 a       273     0    14     1    13
 -1.2272744425923102E-01 a       274     0    14     1    14
 -1.9838004161741085E-02 a       275     0    14     1    15
  2.4043833007040338E-01 a       276     0    14     1    16
 -2.3312991840352745E-01 a       277     0    14     1    17
  1.9630773632392909E-01 a       278     0    14     1    18
  2.7598921405434702E-02 a       279     0    14     1    19
 -1.2153704800911913E-01 a       280     0    14     1    20
  2.6892051898274300E-01 a       281     0    15     1     1
  2.1355273542152889E-01 a       282     0    15     1     2
  1.4019693195826194E-01 a       283     0    15     1     3
 -9.2713831431727768E-03 a       284     0    15     1     4
 -1.0608546929497743E-01 a       285     0    15     1     5
 -1.5277446724628158E-01 a       286     0    15     1     6
  1.0791421479866084E-01 a       287     0    15     1     7
 -2.7445609761329226E-01 a       288     0    15     1     8
 -2.2362217047486418E-02 a       289     0    15     1     9
  3.2626287636301444E-03 a       290     0    15     1    10
 -1.5032015230415163E-01 a       291     0    15     1    11
  6.9611203723850004E-02 a       292     0    15     1    12
  2.6406974750768603E-01 a       293     0    15     1    13
 -1.0860673547481188E-01 a       294     0    15     1    14
  3.4469148155216861E-01 a       295     0    15     1    15
 -2.3072956039779088E-01 a       296     0    15     1    16
  1.5040488571495353E-01 a       297     0    15     1    17
 -3.1047758047985236E-02 a       298     0    15     1    18
  1.4948184791610455E-01 a       299     0    15     1    19
 -1.8256163786113436E-01 a       300     0    15     1    20
  2.4407475873432538E-01 a       301     0    16     1     1
 -3.7097275194293100E-01 a       302     0    16     1     2
  1.4941615838491562E-01 a       303     0    16     1     3
 -5.2097662556141275E-02 a       304     0    16     1     4
 -6.0342263499612324E-02 a       305     0    16     1     5
 -7.8904157357741242E-02 a       306     0    16     1     6
 -2.7466047134924253E-02 a       307     0    16     1     7
  1.2774210507506720E-01 a       308     0    16     1     8
 -1.9107878700570299E-01 a       309     0    16     1     9
 -5.9846178511929393E-01 a       310     0    16     1    10
 -3.7104545872197953E-01 a       311     0    16     1    11
  2.3855295351687841E-01 a       312     0    16     1    12
  1.4361642458530072E-01 a       313     0    16     1    13
 -9.7226098903417033E-02 a       314     0    16     1    14
  3.3776758316130195E-02 a       315     0    16     1    15
 -2.6324416365408221E-01 a       316     0    16     1    16
 -6.3213737588345559E-02 a       317     0    16     1    17
 -5.5713025537909411E-01 a       318     0    16     1    18
 -2.2650357152960249E-01 a       319     0    16     1    19
  9.5334158041125425E-02 a       320     0    16     1    20
 -1.2604879027017044E-01 a       321     0    17     1     1
  8.5927629062638525E-02 a       322     0    17     1     2
 -4.2159037600408572E-01 a       323     0    17     1     3
 -1.2882363021856205E-01 a       324     0    17     1     4
  4.7519623466157851E-01 a       325     0    17     1     5
  1.1262609055108007E-03 a       326     0    17     1     6
 -1.7627309631374716E-01 a       327     0    17     1     7
  1.2546588656120791E-01 a       328     0    17     1     8
 -5.0415765372795976E-02 a       329     0    17     1     9
  6.9405541559927536E-02 a       330     0    17     1    10
  2.3085509384325581E-01 a       331     0    17     1    11
 -1.2858688002701707E-01 a       332     0    17     1    12
 -4.7560008786247422E-02 a       333     0    17     1    13
  1.3562039391199074E-01 a       334     0    17     1    14
 -1.2640254213185007E-01 a       335     0    17     1    15
  6.3478419593394286E-02 a       336     0    17     1    16
 -3.4759243255757039E-01 a       337     0    17     1    17
  3.8557898183491912E-01 a       338     0    17     1    18
 -9.9626194140565130E-02 a       339     0    17     1    19
  2.9120363750343642E-01 a       340     0    17     1    20
  1.8826000390283218E-01 a       341     0    18     1     1
 -2.8643245386752534E-02 a       342     0    18     1     2
  2.1173647852443758E-01 a       343     0    18     1     3
  8.9406622021541440E-02 a       344     0    18     1     4
 -2.1724645728037412E-02 a       345     0    18     1     5
  1.2498145966432014E-01 a       346     0    18     1     6
 -1.4238082783537723E-01 a       347     0    18     1     7
 -3.9886512232832044E-02 a       348     0    18     1     8
 -7.1875964058354710E-02 a       349     0    18     1     9
  6.7931488807834325E-02 a       350     0    18     1    10
 -1.6045874282149256E-01 a       351     0    18     1    11
  3.3329494166098289E-02 a       352     0    18     1    12
  1.9785687079794931E-02 a       353     0    18     1    13
  2.1785519652101867E-01 a       354     0    18     1    14
 -1.7891830104131359E-01 a       355     0    18     1    15
  3.6785334017574486E-02 a       356     0    18     1    16
 -3.5561487464177283E-02 a       357     0    18     1    17
  3.9272835819730720E-02 a       358     0    18     1    18
 -3.3296117279516868E-01 a       359     0    18     1    19
  1.5856857597104469E-02 a       360     0    18     1    20
 -2.6535828601835631E-02 a       361     0    19     1     1
  2.3225056480284546E-02 a       362     0    19     1     2
  1.9917626065013863E-01 a       363     0    19     1     3
 -9.9687598580511707E-03 a       364     0    19     1     4
  2.4987707966107450E-01 a       365     0    19     1     5
  3.9605210599264133E-02 a       366     0    19     1     6
 -7.4991784672054029E-02 a       367     0    19     1     7
 -3.4644358434469624E-01 a       368     0    19     1     8
  3.8579147399591535E-02 a       369     0    19     1     9
  3.7477814054764802E-01 a       370     0    19     1    10
  1.4194527517047564E-01 a       371     0    19     1    11
 -3.8106513954231630E-01 a       372     0    19     1    12
  2.6137925935477341E-01 a       373     0    19     1    13
  2.4364043718529929E-01 a       374     0    19     1    14
  2.0070615699228227E-02 a       375     0    19     1    15
  1.0619013534063416E-01 a       376     0    19     1    16
  3.2921985419388189E-01 a       377     0    19     1    17
 -3.2519413482402748E-01 a       378     0    19     1    18
  3.3461252307673883E-01 a       379     0    19     1    19
 -3.9429142563511904E-01 a       380     0    19     1    20
 -1.4189388563124530E-01 a       381     0    20     1     1
 -8.7815757707595588E-02 a       382     0    20     1     2
 -2.0720187889901454E-01 a       383     0    20     1     3
  6.2938790430577221E-02 a       384     0    20     1     4
 -2.1906532504052606E-01 a       385     0    20     1     5
  4.1987545353364922E-02 a       386     0    20     1     6
  1.9464774950638095E-01 a       387     0    20     1     7
 -2.7415283725276358E-02 a       388     0    20     1     8
  2.4400086004942606E-01 a       389     0    20     1     9
  3.6609231740770708E-02 a       390     0    20     1    10
 -1.0129858532136812E-01 a       391     0    20     1    11
  2.9359070713287860E-02 a       392     0    20     1    12
 -1.3193379495090937E-01 a       393     0    20     1    13
  1.2308523202901113E-02 a       394     0    20     1    14
  1.0759772803146894E-02 a       395     0    20     1    15
  1.8100782737111056E-02 a       396     0    20     1    16
 -1.9583418862492408E-01 a       397     0    20     1    17
  3.3177483057119217E-01 a       398     0    20     1    18
 -1.0480309641224625E-01 a       399     0    20     1    19
  7.7366944544391178E-02 a       400     0    20     1    20
 -1.6044265754559014E-01 a       401     0    21     1     1
  2.8248466365480696E-01 a       402     0    21     1     2
 -7.2687976528315143E-02 a       403     0    21     1     3
 -3.0663628981131005E-02 a       404     0    21     1     4
 -2.4180833834625057E-01 a       405     0    21     1     5
  8.0064466784004459E-02 a       406     0    21     1     6
  8.3695091478921554E-02 a       407     0    21     1     7
 -4.0436774282891795E-02 a       408     0    21     1     8
 -1.3811099197762797E-01 a       409     0    21     1     9
 -8.0680791904391060E-03 a       410     0    21     1    10
  1.3476135482114177E-01 a       411     0    21     1    11
 -2.1283556752297475E-01 a       412     0    21     1    12
  6.0579531220023061E-02 a       413     0    21     1    13
 -1.9364936953364064E-02 a       414     0    21     1    14
 -6.6301489557612614E-02 a       415     0    21     1    15
 -1.0727509849682375E-01 a       416     0    21     1    16
 -2.7239906851068368E-01 a       417     0    21     1    17
 -2.2059468795544218E-01 a       418     0    21     1    18
  1.4055039591040175E-01 a       419     0    21     1    19
 -1.5720443168729281E-01 a       420     0    21     1    20
  1.3857131619893598E-01 a       421     0    22     1     1
  1.4674547490659218E-02 a       422     0    22     1     2
  1.5757757523341791E-02 a       423     0    22     1     3
  1.5367669005495482E-01 a       424     0    22     1     4
 -2.6520881526820145E-01 a       425     0    22     1     5
  1.0523288903207863E-01 a       426     0    22     1     6
  9.5304185875455555E-02 a       427     0    22     1     7
  8.2256183566935037E-02 a       428     0    22     1     8
 -1.6406830681076381E-01 a       429     0    22     1     9
 -9.6199567694490395E-02 a       430     0    22     1    10
 -2.5690899864389266E-01 a       431     0    22     1    11
 -1.3520600598294505E-01 a       432     0    22     1    12
  1.1045248473722288E-01 a       433     0    22     1    13
 -1.0054632965513600E-01 a       434     0    22     1    14
 -1.8173373261902662E-01 a       435     0    22     1    15
 -2.0195094098426877E-01 a       436     0    22     1    16
  1.2903232329582978E-01 a       437     0    22     1    17
 -2.6708939429171819E-01 a       438     0    22     1    18
 -1.0046472262204049E-01 a       439     0    22     1    19
  2.8073737380886171E-01 a       440     0    22     1    20
 -1.0594728034650169E-01 a       441     0    23     1     1
  3.1268479355596951E-01 a       442     0    23     1     2
 -1.4105276107397949E-01 a       443     0    23     1     3
 -1.5659582538582590E-02 a       444     0    23     1     4
  1.6347292948425848E-01 a       445     0    23     1     5
 -2.2318949701123270E-01 a       446     0    23     1     6
 -1.3719604225242371E-01 a       447     0    23     1     7
  2.9766995340417640E-01 a       448     0    23     1     8
 -9.5732715300806251E-02 a       449     0    23     1     9
 -4.7134655760249229E-02 a       450     0    23     1    10
  2.6615959081155327E-01 a       451     0    23     1    11
 -1.3576113259538408E-01 a       452     0    23     1    12
 -2.4183171730428665E-01 a       453     0    23     1    13
 -7.4897678358474232E-02 a       454     0    23     1    14
 -1.4512146069126429E-02 a       455     0    23     1    15
  6.5583992283646128E-02 a       456     0    23     1    16
 -3.6970324989507131E-01 a       457     0    23     1    17
  3.4554756722665469E-01 a       458     0    23     1    18
 -8.1657910300868955E-02 a       459     0    23     1    19
  5.4365702847017285E-02 a       460     0    23     1    20
  2.4306652875497242E-01 a       461     0    24     1     1
  5.1595765314728426E-02 a       462     0    24     1     2
 -8.4430199386460614E-03 a       463     0    24     1     3
 -6.2462815561822510E-02 a       464     0    24     1     4
  1.0730827699728016E-01 a       465     0    24     1     5
  7.9797009427140964E-02 a       466     0    24     1     6
 -2.0531951059926664E-02 a       467     0    24     1     7
 -9.4935165813547745E-02 a       468     0    24     1     8
 -3.1403103647956121E-02 a       469     0    24     1     9
  1.0915292716099603E-01 a       470     0    24     1    10
 -1.9814977408775905E-01 a       471     0    24     1    11
 -7.0092004666975670E-03 a       472     0    24     1    12
  1.4029110363142439E-01 a       473     0    24     1    13
 -5.4406728959517224E-02 a       474     0    24     1    14
  9.0034417314523482E-02 a       475     0    24     1    15
  2.2199113072368043E-03 a       476     0    24     1    16
  3.2716072639731690E-02 a       477     0    24     1    17
  1.0203730540083904E-01 a       478     0    24     1    18
  2.0843716690121260E-02 a       479     0    24     1    19
  9.0788808865657308E-02 a       480     0    24     1    20
  4.9193197351689276E-02 a       481     0    25     1     1
 -3.8339474204257373E-02 a       482     0    25     1     2
  4.2814254475837879E-02 a       483     0    25     1     3
 -2.3016954741881469E-02 a       484     0    25     1     4
  1.3870222262256707E-01 a       485     0    25     1     5
  1.1425882522979224E-02 a       486     0    25     1     6
 -1.0284610255118236E-01 a       487     0    25     1     7
 -9.7471499509568392E-04 a       488     0    25     1     8
  8.7367562974081089E-02 a       489     0    25     1     9
  1.0595221114602260E-01 a       490     0    25     1    10
  4.1034064176415468E-02 a       491     0    25     1    11
  3.9561948344048359E-01 a       492     0    25     1    12
  1.3593091647436951E-02 a       493     0    25     1    13
  2.3789063656528470E-02 a       494     0    25     1    14
  1.3551986390311748E-02 a       495     0    25     1    15
  9.2905429741512405E-02 a       496     0    25     1    16
  8.5970508571083779E-02 a       497     0    25     1    17
 -1.5393344237961368E-01 a       498     0    25     1    18
 -4.3378003453945636E-02 a       499     0    25     1    19
 -3.3331391808899563E-01 a       500     0    25     1    20
  3.9633372975819779E-02 a       501     0    26     1     1
 -1.9989993814964879E-01 a       502     0    26     1     2
 -2.6703418780309653E-02 a       503     0    26     1     3
 -1.3509390649713360E-01 a       504     0    26     1     4
 -1.0763282741443671E-01 a       505     0    26     1     5
 -2.8784253414409027E-02 a       506     0    26     1     6
  1.3808243052477451E-01 a       507     0    26     1     7
 -2.1836584977472687E-01 a       508     0    26     1     8
 -8.6810378658693788E-03 a       509     0    26     1     9
 -3.0047150859353063E-02 a       510     0    26     1    10
 -1.2690387761691287E-02 a       511     0    26     1    11
  2.6330711432113629E-01 a       512     0    26     1    12
  4.7095849041458790E-02 a       513     0    26     1    13
 -6.9034204138121516E-02 a       514     0    26     1    14
  1.6152169290876120E-01 a       515     0    26     1    15
  6.1070249545625462E-03 a       516     0    26     1    16
 -2.0260148254611701E-01 a       517     0    26     1    17
  8.0461309442050155E-02 a       518     0    26     1    18
  1.8422848974066069E-01 a       519     0    26     1    19
  1.6123969553194237E-01 a       520     0    26     1    20
 -1.4192044243395935E-01 a       521     0    27     1     1
 -1.9771716586387178E-01 a       522     0    27     1     2
  1.5227045084852958E-01 a       523     0    27     1     3
  1.5810780671779176E-01 a       524     0    27     1     4
  4.7809081632601835E-02 a       525     0    27     1     5
 -1.3603501307962939E-02 a       526     0    27     1     6
 -1.1288885059409592E-02 a       527     0    27     1     7
  7.2282428459905582E-02 a       528     0    27     1     8
  1.2108486990693799E-02 a       529     0    27     1     9
 -1.2753205787406091E-01 a       530     0    27     1    10
