################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  2.6286121862827402E-02 a       531     0    27     1    11
 -7.2511778084876660E-02 a       532     0    27     1    12
 -3.9743538178112353E-03 a       533     0    27     1    13
  1.1412040205214567E-01 a       534     0    27     1    14
  1.5344939299218976E-01 a       535     0    27     1    15
  5.7662375235777580E-02 a       536     0    27     1    16
  1.5003898848492636E-01 a       537     0    27     1    17
  9.5265803681722827E-02 a       538     0    27     1    18
  7.8036645232954838E-02 a       539     0    27     1    19
 -2.7962551003031699E-02 a       540     0    27     1    20
 -3.0679610702361530E-02 a       541     0    28     1     1
  3.5777315858586872E-02 a       542     0    28     1     2
  3.5952907628974969E-02 a       543     0    28     1     3
 -8.4771459918785458E-02 a       544     0    28     1     4
 -1.7826385750940137E-02 a       545     0    28     1     5
 -2.7019753142272333E-02 a       546     0    28     1     6
 -1.6232332985685546E-02 a       547     0    28     1     7
 -5.6699665914436086E-02 a       548     0    28     1     8
 -2.7196095449195865E-02 a       549     0    28     1     9
  4.0874914747197892E-02 a       550     0    28     1    10
  7.6303672487422688E-03 a       551     0    28     1    11
 -1.2624827098034731E-02 a       552     0    28     1    12
 -2.0952823705667839E-02 a       553     0    28     1    13
 -2.4370417355120865E-02 a       554     0    28     1    14
 -1.0654125964137265E-01 a       555     0    28     1    15
  1.1792320670452844E-03 a       556     0    28     1    16
 -2.7740851734610900E-02 a       557     0    28     1    17
  4.5278646006920442E-02 a       558     0    28     1    18
 -1.6994592777345215E-02 a       559     0    28     1    19
 -5.8152228170465815E-02 a       560     0    28     1    20
  4.5447542161921609E-02 a       561     0    29     1     1
 -1.8153744383892837E-02 a       562     0    29     1     2
 -3.2573270990202643E-02 a       563     0    29     1     3
  4.8455627340266615E-02 a       564     0    29     1     4
 -9.7458112748387754E-02 a       565     0    29     1     5
  7.4066665152816263E-02 a       566     0    29     1     6
 -2.9483862087252874E-03 a       567     0    29     1     7
  1.3202159693813118E-02 a       568     0    29     1     8
  6.4105609411853628E-02 a       569     0    29     1     9
  6.2573952545145944E-02 a       570     0    29     1    10
  1.1090520917223556E-01 a       571     0    29     1    11
  5.3781712536003091E-02 a       572     0    29     1    12
 -2.7769662665165052E-02 a       573     0    29     1    13
  1.3954403660719725E-01 a       574     0    29     1    14
  2.0165633029499551E-02 a       575     0    29     1    15
 -3.4341174207673283E-02 a       576     0    29     1    16
  5.6823703588003795E-02 a       577     0    29     1    17
 -5.4246403057686150E-03 a       578     0    29     1    18
  6.2495707017509051E-03 a       579     0    29     1    19
  4.7475164250472317E-02 a       580     0    29     1    20
  2.0698414872947605E-02 a       581     0    30     1     1
  3.0152123866616497E-02 a       582     0    30     1     2
  2.9838971166213341E-02 a       583     0    30     1     3
 -1.0209139284077705E-02 a       584     0    30     1     4
 -2.1138505259121459E-02 a       585     0    30     1     5
  1.9109377432496435E-02 a       586     0    30     1     6
  4.9931865307006737E-03 a       587     0    30     1     7
  2.0851933556040019E-02 a       588     0    30     1     8
 -3.4568739195873339E-02 a       589     0    30     1     9
  3.2789467748897433E-02 a       590     0    30     1    10
 -3.9120777618884314E-02 a       591     0    30     1    11
 -5.8673751125972434E-03 a       592     0    30     1    12
 -2.2353157328387979E-02 a       593     0    30     1    13
 -8.2876624004513899E-02 a       594     0    30     1    14
 -4.7803533361221728E-02 a       595     0    30     1    15
 -5.1009315718014710E-02 a       596     0    30     1    16
 -5.3973408919634529E-02 a       597     0    30     1    17
 -6.5281829178818904E-02 a       598     0    30     1    18
 -3.6683523046224700E-02 a       599     0    30     1    19
  1.8335493445041814E-02 a       600     0    30     1    20
 -1.4868245856098583E-02 a       601     0    31     1     1
  1.3804445988339487E-01 a       602     0    31     1     2
 -2.3374719856069992E-01 a       603     0    31     1     3
  2.2397131984319993E-01 a       604     0    31     1     4
  1.9235434689460648E-01 a       605     0    31     1     5
 -4.4556015396739077E-02 a       606     0    31     1     6
  1.9529975015114354E-01 a       607     0    31     1     7
  6.5609204442325597E-02 a       608     0    31     1     8
  2.7081867626257877E-01 a       609     0    31     1     9
 -3.4176800385946721E-01 a       610     0    31     1    10
  2.8823547361582325E-01 a       611     0    31     1    11
 -5.7822301744612919E-02 a       612     0    31     1    12
  9.2157619460875626E-02 a       613     0    31     1    13
  9.7525127727386182E-02 a       614     0    31     1    14
  2.3511493143562973E-01 a       615     0    31     1    15
  1.5619255317994826E-01 a       616     0    31     1    16
  7.6377562988826170E-02 a       617     0    31     1    17
  2.1698726386088146E-01 a       618     0    31     1    18
  3.1342706722802663E-02 a       619     0    31     1    19
  4.1451956446551787E-02 a       620     0    31     1    20
  9.3470886302010989E-02 a       621     0    32     1     1
 -2.6244578820530023E-01 a       622     0    32     1     2
 -2.9735273382164418E-01 a       623     0    32     1     3
 -1.9024057699838734E-01 a       624     0    32     1     4
  3.0258371283403218E-01 a       625     0    32     1     5
  3.9511659236016816E-01 a       626     0    32     1     6
  9.2006731773488903E-03 a       627     0    32     1     7
  9.5104689710145560E-02 a       628     0    32     1     8
  7.4319297347294174E-03 a       629     0    32     1     9
  4.9438509795167129E-01 a       630     0    32     1    10
 -2.6244214259618148E-01 a       631     0    32     1    11
  2.8399930668824253E-01 a       632     0    32     1    12
 -2.0985022758523575E-01 a       633     0    32     1    13
  5.9325677620758066E-01 a       634     0    32     1    14
 -3.6007955305930295E-01 a       635     0    32     1    15
 -2.4219427719479153E-01 a       636     0    32     1    16
  1.1819100169910222E-02 a       637     0    32     1    17
 -7.5327540297950291E-01 a       638     0    32     1    18
 -1.8219060263630224E-01 a       639     0    32     1    19
  4.9692405368026449E-01 a       640     0    32     1    20
 -6.1777713536243978E-02 a       641     0    33     1     1
  8.4681870413333388E-02 a       642     0    33     1     2
  3.9149218576575710E-02 a       643     0    33     1     3
  1.4808707917839065E-01 a       644     0    33     1     4
 -1.1742510023632818E-01 a       645     0    33     1     5
  2.7652233770896258E-02 a       646     0    33     1     6
 -3.7530854411869354E-02 a       647     0    33     1     7
  2.5590369381906852E-02 a       648     0    33     1     8
 -6.3388062879530346E-02 a       649     0    33     1     9
 -7.2918057546578124E-02 a       650     0    33     1    10
  5.0861751227938047E-02 a       651     0    33     1    11
 -1.8759308120767978E-01 a       652     0    33     1    12
  5.7935589588395474E-02 a       653     0    33     1    13
  4.5957941087548014E-03 a       654     0    33     1    14
  1.9140009393589871E-01 a       655     0    33     1    15
 -3.4584233279452412E-02 a       656     0    33     1    16
 -1.2184275007471447E-02 a       657     0    33     1    17
  8.4116729999901732E-02 a       658     0    33     1    18
 -1.0394713238946172E-01 a       659     0    33     1    19
 -3.8855555965184294E-02 a       660     0    33     1    20
 -4.7079177943522663E-02 a       661     0    34     1     1
  2.5106642612794183E-01 a       662     0    34     1     2
  6.2431801161631573E-01 a       663     0    34     1     3
  2.6291883167037783E-01 a       664     0    34     1     4
  3.7073049753083692E-01 a       665     0    34     1     5
 -2.7329320068877316E-01 a       666     0    34     1     6
 -3.4780740728529852E-01 a       667     0    34     1     7
 -3.5323053990305005E-02 a       668     0    34     1     8
 -6.0086270465272998E-02 a       669     0    34     1     9
 -2.1683586190936655E-01 a       670     0    34     1    10
  1.6604080396970045E-01 a       671     0    34     1    11
  2.2147181254291526E-01 a       672     0    34     1    12
 -1.8870485521958819E-01 a       673     0    34     1    13
 -6.4380083092099305E-01 a       674     0    34     1    14
  1.0735695354583331E-01 a       675     0    34     1    15
  1.0043761157683169E-01 a       676     0    34     1    16
 -7.2209007009153656E-02 a       677     0    34     1    17
  6.4564919649193675E-01 a       678     0    34     1    18
  3.6420962788576217E-01 a       679     0    34     1    19
 -5.9501876482417670E-01 a       680     0    34     1    20
  1.3333812770101006E-01 a       681     0    35     1     1
  2.5036196816969787E-02 a       682     0    35     1     2
 -9.8357895756790825E-02 a       683     0    35     1     3
 -8.3735377876128600E-02 a       684     0    35     1     4
 -1.6758585514398275E-01 a       685     0    35     1     5
  6.0432616317276228E-02 a       686     0    35     1     6
 -2.9642542014740869E-02 a       687     0    35     1     7
  6.8513433688379852E-02 a       688     0    35     1     8
 -9.3332890251832355E-03 a       689     0    35     1     9
 -1.2201250279944277E-01 a       690     0    35     1    10
 -1.5503812913739226E-01 a       691     0    35     1    11
  1.0892216799617979E-01 a       692     0    35     1    12
  1.1474831652327152E-02 a       693     0    35     1    13
 -8.1927113108813537E-02 a       694     0    35     1    14
  5.7113717960525716E-02 a       695     0    35     1    15
 -2.1404275109671408E-01 a       696     0    35     1    16
  2.9997845269561835E-01 a       697     0    35     1    17
 -2.6511060183155427E-01 a       698     0    35     1    18
  2.1357025026112209E-01 a       699     0    35     1    19
  1.7336914065976411E-01 a       700     0    35     1    20
  8.6995253573795450E-02 a       701     0    36     1     1
 -2.7514878340443633E-01 a       702     0    36     1     2
  2.9545550066755782E-02 a       703     0    36     1     3
 -3.4099163218535217E-01 a       704     0    36     1     4
 -1.7216283100811469E-01 a       705     0    36     1     5
 -2.8002188416216193E-03 a       706     0    36     1     6
 -1.3970907703490434E-02 a       707     0    36     1     7
 -1.0557932597166474E-01 a       708     0    36     1     8
 -4.0071786700613295E-02 a       709     0    36     1     9
  3.5072501073567997E-01 a       710     0    36     1    10
  1.5805858747561455E-01 a       711     0    36     1    11
  2.0787474955628740E-01 a       712     0    36     1    12
 -4.3643208687263492E-02 a       713     0    36     1    13
  2.4171841751960163E-01 a       714     0    36     1    14
 -3.1385867577825285E-02 a       715     0    36     1    15
  1.6269669032113565E-01 a       716     0    36     1    16
 -2.8792056678987876E-01 a       717     0    36     1    17
  5.6109206705379139E-02 a       718     0    36     1    18
  3.4789443772091411E-01 a       719     0    36     1    19
  1.2930958960903088E-01 a       720     0    36     1    20
 -2.4594532026980498E-01 a       721     0    37     1     1
  2.9898138651759704E-01 a       722     0    37     1     2
 -1.3385811425277724E-01 a       723     0    37     1     3
  1.2426499958083978E-01 a       724     0    37     1     4
 -1.2069553641051917E-01 a       725     0    37     1     5
 -4.3581522020263309E-02 a       726     0    37     1     6
 -8.9855554728204154E-02 a       727     0    37     1     7
  5.3280233845340430E-01 a       728     0    37     1     8
 -9.8766632288922896E-03 a       729     0    37     1     9
 -3.9399704848184175E-01 a       730     0    37     1    10
 -2.8852770905568398E-01 a       731     0    37     1    11
 -2.8287591771754400E-01 a       732     0    37     1    12
  1.0977056819990068E-01 a       733     0    37     1    13
 -6.8329137124116857E-01 a       734     0    37     1    14
  2.8227948452518065E-01 a       735     0    37     1    15
 -3.1904122107164445E-01 a       736     0    37     1    16
  4.3436567361353201E-01 a       737     0    37     1    17
  5.7001530312615811E-01 a       738     0    37     1    18
 -4.4124934282469652E-01 a       739     0    37     1    19
 -5.4473269277228009E-02 a       740     0    37     1    20
  8.5585868635552842E-02 a       741     0    38     1     1
 -1.5087826509790814E-01 a       742     0    38     1     2
 -7.2371919017427330E-03 a       743     0    38     1     3
 -1.5613175411627353E-01 a       744     0    38     1     4
  2.2022702136511371E-01 a       745     0    38     1     5
 -5.7155023256681023E-02 a       746     0    38     1     6
  1.9809100881297340E-01 a       747     0    38     1     7
 -1.1813204959345494E-01 a       748     0    38     1     8
 -9.4343971851209352E-02 a       749     0    38     1     9
  8.0785263559219916E-02 a       750     0    38     1    10
  1.3336371169052519E-01 a       751     0    38     1    11
 -4.4953105767608248E-02 a       752     0    38     1    12
  2.9832310432813199E-02 a       753     0    38     1    13
  1.6510606885051266E-01 a       754     0    38     1    14
 -3.6474158246836724E-02 a       755     0    38     1    15
  6.5780679718517199E-02 a       756     0    38     1    16
  1.4866128395527087E-01 a       757     0    38     1    17
 -6.9176147236416310E-02 a       758     0    38     1    18
  3.1048202073385572E-01 a       759     0    38     1    19
  1.0861030736837475E-01 a       760     0    38     1    20
 -8.5964457939944425E-03 a       761     0    39     1     1
 -1.0643241329872846E-01 a       762     0    39     1     2
 -1.1779353700679560E-01 a       763     0    39     1     3
 -4.1872674108552888E-01 a       764     0    39     1     4
  1.0729252931003486E-01 a       765     0    39     1     5
  1.6151281247362932E-02 a       766     0    39     1     6
  1.9084726114168761E-02 a       767     0    39     1     7
 -3.5352872531741864E-01 a       768     0    39     1     8
 -1.6428930892125901E-01 a       769     0    39     1     9
  1.6297597935026370E-01 a       770     0    39     1    10
 -2.9420589306491777E-02 a       771     0    39     1    11
 -2.5513603002161311E-01 a       772     0    39     1    12
  3.0976655959905147E-01 a       773     0    39     1    13
  1.2339802763083962E-01 a       774     0    39     1    14
 -1.5206154798849675E-01 a       775     0    39     1    15
  1.4177078255567130E-01 a       776     0    39     1    16
 -1.7185814218637593E-01 a       777     0    39     1    17
 -2.6461933233095508E-01 a       778     0    39     1    18
  7.9700655727910810E-02 a       779     0    39     1    19
 -1.4184157785512144E-01 a       780     0    39     1    20
  2.2887074405444997E-02 a       781     0    40     1     1
 -2.6462391812615931E-02 a       782     0    40     1     2
  3.3035676514529017E-01 a       783     0    40     1     3
  1.8607636936058639E-01 a       784     0    40     1     4
  3.5045439926242694E-01 a       785     0    40     1     5
 -1.5062073253640703E-02 a       786     0    40     1     6
  1.1706308624295364E-01 a       787     0    40     1     7
  4.1186038535067179E-02 a       788     0    40     1     8
 -3.1157874222850490E-01 a       789     0    40     1     9
  2.3379151495866501E-01 a       790     0    40     1    10
  4.1609302709772200E-02 a       791     0    40     1    11
 -4.7448145444697651E-02 a       792     0    40     1    12
 -3.8124355024776213E-01 a       793     0    40     1    13
 -1.3507418996065909E-01 a       794     0    40     1    14
  1.6540946926777880E-01 a       795     0    40     1    15
 -2.0408764597417248E-01 a       796     0    40     1    16
  9.5802312198077805E-02 a       797     0    40     1    17
 -2.7989095278130333E-01 a       798     0    40     1    18
 -2.9616834062078636E-02 a       799     0    40     1    19
  7.8100035283847208E-02 a       800     0    40     1    20
  1.3319997156639304E-02 a       801     0    41     1     1
  2.5093947342727317E-02 a       802     0    41     1     2
  2.2329170495380347E-02 a       803     0    41     1     3
 -9.1783150001495478E-02 a       804     0    41     1     4
  1.9428085066951317E-03 a       805     0    41     1     5
  8.6951532558687927E-02 a       806     0    41     1     6
  3.8594233544982585E-02 a       807     0    41     1     7
 -3.6552750045255558E-02 a       808     0    41     1     8
 -9.5416318177116946E-02 a       809     0    41     1     9
 -4.8407963544044558E-02 a       810     0    41     1    10
  2.3545186755882807E-02 a       811     0    41     1    11
 -7.6809730538927770E-02 a       812     0    41     1    12
 -1.8397081186011122E-02 a       813     0    41     1    13
  5.8702145349073267E-04 a       814     0    41     1    14
 -3.9467763011724714E-02 a       815     0    41     1    15
 -4.8470745546574628E-02 a       816     0    41     1    16
 -2.0089307702972816E-02 a       817     0    41     1    17
 -2.5316071081207227E-02 a       818     0    41     1    18
  2.8356384422238791E-02 a       819     0    41     1    19
 -1.5727151618954362E-02 a       820     0    41     1    20
 -6.0235500184160483E-02 a       821     0    42     1     1
 -2.6842469296499080E-02 a       822     0    42     1     2
  1.1022204499759945E-01 a       823     0    42     1     3
 -8.3829359002023277E-02 a       824     0    42     1     4
 -1.7664890619620021E-02 a       825     0    42     1     5
  2.4146112582310027E-02 a       826     0    42     1     6
 -4.3111863810439278E-02 a       827     0    42     1     7
  5.0668051794654355E-02 a       828     0    42     1     8
 -9.5543187998180762E-02 a       829     0    42     1     9
 -2.2790828599372270E-01 a       830     0    42     1    10
 -5.4050178797196084E-02 a       831     0    42     1    11
  5.4511273955286176E-02 a       832     0    42     1    12
 -3.9958947988366036E-02 a       833     0    42     1    13
  1.3534986956976483E-01 a       834     0    42     1    14
  3.3362028854556031E-01 a       835     0    42     1    15
 -4.2047135740937047E-02 a       836     0    42     1    16
  9.1947107526396010E-02 a       837     0    42     1    17
  1.7223842198268993E-01 a       838     0    42     1    18
 -7.4188553434843638E-02 a       839     0    42     1    19
 -5.3653618577706196E-02 a       840     0    42     1    20
  9.0854774355346918E-02 a       841     0    43     1     1
 -1.5049532149111108E-02 a       842     0    43     1     2
 -2.0563248977194432E-01 a       843     0    43     1     3
 -1.7825712595730698E-02 a       844     0    43     1     4
  9.2558647226726569E-03 a       845     0    43     1     5
 -1.5133995345778699E-03 a       846     0    43     1     6
  1.2213836900546073E-01 a       847     0    43     1     7
  1.8454041954746293E-02 a       848     0    43     1     8
  2.0065708790202114E-01 a       849     0    43     1     9
 -4.8290788494885231E-02 a       850     0    43     1    10
  2.5291342081516132E-02 a       851     0    43     1    11
  1.5179004644625846E-01 a       852     0    43     1    12
 -1.6503503046641846E-02 a       853     0    43     1    13
  6.7417673628453231E-02 a       854     0    43     1    14
 -5.5974823583704925E-02 a       855     0    43     1    15
  1.2680615180958868E-01 a       856     0    43     1    16
 -9.1145770830384984E-02 a       857     0    43     1    17
  1.3208833105906595E-01 a       858     0    43     1    18
 -5.1415050161107499E-02 a       859     0    43     1    19
  3.2349691724104547E-02 a       860     0    43     1    20
  5.8288948021780640E-02 a       861     0    44     1     1
 -3.5165382558281751E-03 a       862     0    44     1     2
 -3.0896136187399897E-01 a       863     0    44     1     3
 -3.1216519176319862E-01 a       864     0    44     1     4
  3.2468016026454216E-02 a       865     0    44     1     5
 -1.2701628131317111E-01 a       866     0    44     1     6
 -1.0696093771699801E-01 a       867     0    44     1     7
  7.1444612049551229E-02 a       868     0    44     1     8
 -1.1218897721884503E-01 a       869     0    44     1     9
  1.8861200344547047E-01 a       870     0    44     1    10
 -2.2264891590901006E-01 a       871     0    44     1    11
 -5.2212556535362427E-03 a       872     0    44     1    12
  5.3886373510632093E-02 a       873     0    44     1    13
  1.9062513838777481E-02 a       874     0    44     1    14
  1.6874856969399685E-01 a       875     0    44     1    15
 -5.6356620159040777E-02 a       876     0    44     1    16
  1.2190261165913630E-01 a       877     0    44     1    17
  1.3476704393133274E-01 a       878     0    44     1    18
 -1.7443502864073014E-02 a       879     0    44     1    19
  1.1991834616830423E-01 a       880     0    44     1    20
  8.1054896885369362E-03 a       881     0    45     1     1
 -1.0744731220928254E-02 a       882     0    45     1     2
  1.3244401443485737E-01 a       883     0    45     1     3
 -9.3220031344988977E-02 a       884     0    45     1     4
 -1.1313439651631596E-01 a       885     0    45     1     5
  9.9690463808400298E-02 a       886     0    45     1     6
  5.4004766114165458E-02 a       887     0    45     1     7
  9.7797637716691282E-03 a       888     0    45     1     8
 -1.8245604313978983E-01 a       889     0    45     1     9
 -9.7578141295145401E-02 a       890     0    45     1    10
  5.5964210215049104E-02 a       891     0    45     1    11
  4.5078394728201583E-02 a       892     0    45     1    12
 -1.7087456191538677E-01 a       893     0    45     1    13
  3.2483265384313009E-02 a       894     0    45     1    14
  1.4060454029537101E-01 a       895     0    45     1    15
 -1.8448518302880867E-01 a       896     0    45     1    16
  1.1761211633544891E-01 a       897     0    45     1    17
 -1.0089471287614497E-01 a       898     0    45     1    18
  5.9480143914738479E-02 a       899     0    45     1    19
 -2.7877489824118043E-03 a       900     0    45     1    20
 -1.8837011599978659E-01 a       901     0    46     1     1
  1.8425845559989187E-01 a       902     0    46     1     2
  1.5736316523708210E-01 a       903     0    46     1     3
  9.0653654088490604E-02 a       904     0    46     1     4
 -1.8571761731927078E-01 a       905     0    46     1     5
 -1.7044831917393979E-01 a       906     0    46     1     6
 -6.8288202197641645E-02 a       907     0    46     1     7
 -3.2514613635047103E-02 a       908     0    46     1     8
 -1.0719484882335771E-01 a       909     0    46     1     9
 -2.7622196402425202E-02 a       910     0    46     1    10
 -2.8997163538705945E-01 a       911     0    46     1    11
 -1.3677192101089006E-01 a       912     0    46     1    12
  9.1096548072879882E-02 a       913     0    46     1    13
 -5.3886233642629025E-02 a       914     0    46     1    14
 -1.4530655218621188E-01 a       915     0    46     1    15
 -3.1160993570486864E-02 a       916     0    46     1    16
 -2.2374016835876389E-02 a       917     0    46     1    17
 -1.3066911690632865E-01 a       918     0    46     1    18
 -3.8896026761580804E-01 a       919     0    46     1    19
 -5.7628606885377728E-02 a       920     0    46     1    20
  6.7584874727656374E-01 a       921     0    47     1     1
  5.2566313758843387E-02 a       922     0    47     1     2
  3.4619996801354963E-01 a       923     0    47     1     3
  8.8745195541285210E-02 a       924     0    47     1     4
  3.9027083039275401E-01 a       925     0    47     1     5
  3.4615055426515651E-01 a       926     0    47     1     6
 -2.7022523886273847E-01 a       927     0    47     1     7
 -1.0684782249647554E-01 a       928     0    47     1     8
  1.6595251675548481E-01 a       929     0    47     1     9
 -1.4854568363566106E-01 a       930     0    47     1    10
  6.0684354595605849E-01 a       931     0    47     1    11
  4.0500738526619384E-01 a       932     0    47     1    12
 -4.7011566073902955E-01 a       933     0    47     1    13
  4.7936848629502188E-01 a       934     0    47     1    14
  8.0482022173754927E-02 a       935     0    47     1    15
 -9.2587210214017099E-02 a       936     0    47     1    16
 -3.0122249857513672E-01 a       937     0    47     1    17
 -2.1377214739006875E-01 a       938     0    47     1    18
  2.7199746019744042E-01 a       939     0    47     1    19
  1.8970992746484744E-01 a       940     0    47     1    20
 -3.7143496473933363E-02 a       941     0    48     1     1
  5.8721071736519047E-02 a       942     0    48     1     2
 -8.6823596829863348E-02 a       943     0    48     1     3
  1.0611783674179710E-01 a       944     0    48     1     4
 -2.3771435120928991E-01 a       945     0    48     1     5
  3.8685314719349037E-02 a       946     0    48     1     6
 -4.0428682178528186E-02 a       947     0    48     1     7
  5.5627355029616792E-02 a       948     0    48     1     8
  1.5463669020689921E-01 a       949     0    48     1     9
 -1.6231847547299916E-01 a       950     0    48     1    10
 -5.3609266829640533E-02 a       951     0    48     1    11
  9.8514268582965761E-02 a       952     0    48     1    12
 -2.1328436636125141E-02 a       953     0    48     1    13
  8.3729258300877699E-02 a       954     0    48     1    14
 -8.8458989509773139E-03 a       955     0    48     1    15
  5.9402008752036828E-02 a       956     0    48     1    16
 -9.5467127871491406E-02 a       957     0    48     1    17
  1.5319675352974810E-01 a       958     0    48     1    18
 -2.0261012156814462E-01 a       959     0    48     1    19
 -2.8674439488594682E-02 a       960     0    48     1    20
 -1.7725769870839006E-01 a       961     0    49     1     1
 -2.4593047132291393E-02 a       962     0    49     1     2
 -1.2910225067510403E-01 a       963     0    49     1     3
  1.7780131957667897E-01 a       964     0    49     1     4
 -9.4923224741512088E-02 a       965     0    49     1     5
 -1.0919480176706631E-01 a       966     0    49     1     6
  5.9403666424369915E-02 a       967     0    49     1     7
  7.0320343420864725E-02 a       968     0    49     1     8
  1.3879198228940631E-01 a       969     0    49     1     9
  1.1506086383633714E-01 a       970     0    49     1    10
 -1.0687411773372101E-01 a       971     0    49     1    11
  1.4500129336977458E-01 a       972     0    49     1    12
  6.5158220116660212E-02 a       973     0    49     1    13
 -1.3802823396606873E-01 a       974     0    49     1    14
  2.0914186850579133E-02 a       975     0    49     1    15
  1.3886283754609857E-03 a       976     0    49     1    16
  1.7787050495463874E-01 a       977     0    49     1    17
  6.1571240077786110E-02 a       978     0    49     1    18
  1.0293171839309455E-01 a       979     0    49     1    19
 -1.0652050902826392E-01 a       980     0    49     1    20
  1.0801475827339355E-01 a       981     0    50     1     1
  5.6714340809429470E-02 a       982     0    50     1     2
  1.8751602873364120E-02 a       983     0    50     1     3
 -1.6385440201234389E-01 a       984     0    50     1     4
 -2.1542124704845333E-01 a       985     0    50     1     5
  9.7042580509203238E-02 a       986     0    50     1     6
 -7.3523357095240896E-02 a       987     0    50     1     7
  1.5287853851073731E-02 a       988     0    50     1     8
  8.2962611952384968E-02 a       989     0    50     1     9
 -3.3278263117115833E-02 a       990     0    50     1    10
  3.4962858237745746E-02 a       991     0    50     1    11
  6.0942305522577123E-02 a       992     0    50     1    12
  1.2532383119030868E-01 a       993     0    50     1    13
  4.6800512508940982E-02 a       994     0    50     1    14
 -1.5343226936645074E-02 a       995     0    50     1    15
 -3.6049978271728386E-02 a       996     0    50     1    16
 -3.6050610033848962E-02 a       997     0    50     1    17
  1.2236525521126188E-01 a       998     0    50     1    18
  2.1563172630901857E-02 a       999     0    50     1    19
 -9.8247828424251425E-03 a      1000     0    50     1    20
  1.1180387781640353E+00 b      1001     1     1
  1.0807711430860703E+00 b      1002     1     2
  5.0030382187687295E-02 b      1003     1     3
 -1.1713487961449722E+00 b      1004     1     4
  1.1035958411947078E+00 b      1005     1     5
  2.3006835388631644E-01 b      1006     1     6
  1.0442906690998832E+00 b      1007     1     7
  1.4379086625443345E+00 b      1008     1     8
  2.2769541092825299E-01 b      1009     1     9
  1.1577376872207814E+00 b      1010     1    10
 -4.0767826301505411E-01 b      1011     1    11
  5.0582313387653266E-01 b      1012     1    12
  6.4997566015301156E-01 b      1013     1    13
  8.5740113500604287E-01 b      1014     1    14
 -1.1074627385358615E+00 b      1015     1    15
 -6.7256543366815344E-03 b      1016     1    16
 -9.9997492080883699E-01 b      1017     1    17
  3.1248040608266455E-03 b      1018     1    18
 -2.5666842108602600E-01 b      1019     1    19
  1.0837721610318061E+00 b      1020     1    20
  1.3023137613637201E-01 a      1021     1     1     2     1
 -2.0051461702671744E-01 a      1022     1     1     2     2
 -3.7481644579095608E-01 a      1023     1     1     2     3
  7.4189023973792756E-01 a      1024     1     1     2     4
  3.7094555458234112E-02 a      1025     1     1     2     5
  1.2024864971634143E-01 a      1026     1     1     2     6
  5.1452720356574078E-01 a      1027     1     1     2     7
 -5.4851377011989480E-03 a      1028     1     1     2     8
  2.5328241655086675E-01 a      1029     1     1     2     9
  1.6081460128920086E-01 a      1030     1     1     2    10
 -7.9304641061010683E-01 a      1031     1     1     2    11
 -6.1957675198845064E-01 a      1032     1     1     2    12
 -5.5839606067000302E-01 a      1033     1     1     2    13
  1.9357696739317276E-01 a      1034     1     1     2    14
 -7.7923157128860610E-01 a      1035     1     1     2    15
 -4.3669332754935347E-01 a      1036     1     1     2    16
 -8.6200229976995460E-02 a      1037     1     1     2    17
  5.4016014277573488E-01 a      1038     1     1     2    18
  3.1016355032850357E-01 a      1039     1     1     2    19
  2.0784734875762326E-01 a      1040     1     1     2    20
 -1.3827344995370877E-01 a      1041     1     2     2     1
  3.9543506736190154E-01 a      1042     1     2     2     2
 -6.7749280796471203E-02 a      1043     1     2     2     3
  2.7658124538736523E-02 a      1044     1     2     2     4
  7.1125804853343622E-01 a      1045     1     2     2     5
  4.6116680309496344E-01 a      1046     1     2     2     6
 -1.1210648068844083E-01 a      1047     1     2     2     7
  7.2952760948304918E-01 a      1048     1     2     2     8
 -2.3345691440550903E-01 a      1049     1     2     2     9
  4.2657537778289727E-02 a      1050     1     2     2    10
  5.1639254796817902E-01 a      1051     1     2     2    11
  4.4772517166576313E-02 a      1052     1     2     2    12
  2.2949448857258747E-01 a      1053     1     2     2    13
 -2.7994241912873047E-01 a      1054     1     2     2    14
 -5.0624200693391830E-01 a      1055     1     2     2    15
 -1.8214045130666279E-01 a      1056     1     2     2    16
  2.5092370822094467E-01 a      1057     1     2     2    17
  2.5282991739070126E-02 a      1058     1     2     2    18
 -9.2929383579391608E-02 a      1059     1     2     2    19
  5.6366196514545974E-01 a      1060     1     2     2    20
  1.3629955637240257E-01 a      1061     1     3     2     1
 -4.0435890779663769E-01 a      1062     1     3     2     2
  3.1741155945894162E-01 a      1063     1     3     2     3
 -4.5443551784092162E-01 a      1064     1     3     2     4
 -1.0867569411586127E-01 a      1065     1     3     2     5
 -7.2013076440778145E-02 a      1066     1     3     2     6
 -1.6021957750069649E-01 a      1067     1     3     2     7
 -4.6286498452218489E-01 a      1068     1     3     2     8
  2.6038409666559043E-02 a      1069     1     3     2     9
  1.6784917297922194E-01 a      1070     1     3     2    10
