################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -2.5545094901277565E-01 a       104     0     6     1     4
  1.1270872217743868E-02 a       105     0     6     1     5
  7.8957838788985588E-02 a       106     0     6     1     6
  1.7439162542474620E-01 a       107     0     6     1     7
  2.4204086405936760E-02 a       108     0     6     1     8
 -5.3505561358584940E-02 a       109     0     6     1     9
 -1.0143090233643380E-01 a       110     0     6     1    10
 -1.9912328261461359E-01 a       111     0     6     1    11
 -4.7446629521969708E-02 a       112     0     6     1    12
  2.6177911238657814E-01 a       113     0     6     1    13
 -9.3700859054692290E-02 a       114     0     6     1    14
 -2.5400036019869032E-01 a       115     0     6     1    15
 -4.6616458562581418E-02 a       116     0     6     1    16
 -4.0532749815585450E-01 a       117     0     6     1    17
 -2.1205315392269211E-01 a       118     0     6     1    18
  9.1538058553964380E-02 a       119     0     6     1    19
  1.4316118908891648E-01 a       120     0     6     1    20
  4.8676993637243726E-01 a       121     0     7     1     1
 -8.8892654869346957E-02 a       122     0     7     1     2
  3.7722255748853205E-02 a       123     0     7     1     3
 -8.3907305402374385E-02 a       124     0     7     1     4
  2.6625182959064997E-01 a       125     0     7     1     5
 -4.7298201375684801E-01 a       126     0     7     1     6
  1.1754536211090265E-01 a       127     0     7     1     7
  1.7944511618657302E-02 a       128     0     7     1     8
 -1.6460539694880974E-01 a       129     0     7     1     9
 -3.8935748194698354E-02 a       130     0     7     1    10
 -1.7124167056986592E-01 a       131     0     7     1    11
  6.5093141219094630E-01 a       132     0     7     1    12
 -6.0389833440856922E-01 a       133     0     7     1    13
  4.5819867008885018E-02 a       134     0     7     1    14
  1.8358831333058717E-01 a       135     0     7     1    15
  5.7472294771693477E-01 a       136     0     7     1    16
 -3.6484250821459607E-01 a       137     0     7     1    17
  2.0215574015175908E-01 a       138     0     7     1    18
  1.4492456723240962E-01 a       139     0     7     1    19
  4.4931530994603031E-01 a       140     0     7     1    20
 -8.1279512746381871E-02 a       141     0     8     1     1
 -3.1279120024764573E-01 a       142     0     8     1     2
 -1.2620495254952477E-01 a       143     0     8     1     3
  1.2728080550317605E-01 a       144     0     8     1     4
  7.3085352857829499E-03 a       145     0     8     1     5
  1.2250273631255333E-01 a       146     0     8     1     6
  4.0949313542005383E-01 a       147     0     8     1     7
 -4.6728365114841103E-02 a       148     0     8     1     8
 -2.1888327048337947E-01 a       149     0     8     1     9
  3.7011749916438813E-01 a       150     0     8     1    10
 -1.0407535793086682E-01 a       151     0     8     1    11
 -2.2748961199845605E-01 a       152     0     8     1    12
 -8.0816564267859478E-02 a       153     0     8     1    13
  1.1104948266724488E-01 a       154     0     8     1    14
  2.7492615971293571E-02 a       155     0     8     1    15
 -1.2953233150822749E-01 a       156     0     8     1    16
 -3.7224222635302440E-01 a       157     0     8     1    17
  2.4231772489025888E-02 a       158     0     8     1    18
 -4.4864560741018827E-02 a       159     0     8     1    19
  2.0041175568112432E-01 a       160     0     8     1    20
  1.7060342822468838E-01 a       161     0     9     1     1
  7.9605295921191144E-02 a       162     0     9     1     2
  8.8324917183349907E-02 a       163     0     9     1     3
 -1.8043672770449234E-01 a       164     0     9     1     4
 -2.3715087704896781E-01 a       165     0     9     1     5
 -1.0281724712189945E-01 a       166     0     9     1     6
 -2.1849350282103772E-01 a       167     0     9     1     7
  3.7834010257399069E-02 a       168     0     9     1     8
 -3.3118539178911964E-02 a       169     0     9     1     9
 -7.5074838127584809E-02 a       170     0     9     1    10
  1.9119838835208589E-01 a       171     0     9     1    11
  1.5858102586270514E-01 a       172     0     9     1    12
 -1.3361545587135235E-01 a       173     0     9     1    13
 -1.1252153192714585E-01 a       174     0     9     1    14
  1.6464963914010933E-01 a       175     0     9     1    15
  5.3651873113189072E-02 a       176     0     9     1    16
  2.4363015324371470E-01 a       177     0     9     1    17
  2.6843208270039476E-01 a       178     0     9     1    18
  8.0933243262625881E-02 a       179     0     9     1    19
 -1.5450769530910910E-01 a       180     0     9     1    20
 -3.9482484469709050E-01 a       181     0    10     1     1
  1.9034625821270876E-01 a       182     0    10     1     2
  6.9602205657575800E-02 a       183     0    10     1     3
  1.8179039353152412E-01 a       184     0    10     1     4
 -2.2153307192203273E-01 a       185     0    10     1     5
  7.9436349487694152E-03 a       186     0    10     1     6
 -6.4437861491167508E-02 a       187     0    10     1     7
  5.9405963072898513E-02 a       188     0    10     1     8
  1.2439285261581974E-01 a       189     0    10     1     9
 -4.1467965139315899E-01 a       190     0    10     1    10
 -1.8460232526833556E-01 a       191     0    10     1    11
 -1.5900576050849524E-01 a       192     0    10     1    12
  7.0411455056042671E-01 a       193     0    10     1    13
 -2.4823806824190248E-01 a       194     0    10     1    14
 -7.2420330138930150E-02 a       195     0    10     1    15
 -3.8965591462731780E-01 a       196     0    10     1    16
  2.8236508995000464E-02 a       197     0    10     1    17
 -1.2945149291442217E-02 a       198     0    10     1    18
 -8.8701228620263917E-02 a       199     0    10     1    19
 -3.5551639795678608E-01 a       200     0    10     1    20
  6.4084618494065049E-02 a       201     0    11     1     1
  1.3867175283815497E-01 a       202     0    11     1     2
 -2.2249303693194353E-01 a       203     0    11     1     3
 -2.9893825029850130E-01 a       204     0    11     1     4
 -2.1725640407334398E-01 a       205     0    11     1     5
  1.6723219067507746E-03 a       206     0    11     1     6
 -4.1865695361590037E-02 a       207     0    11     1     7
 -1.5264645757787002E-01 a       208     0    11     1     8
  1.2911967542081601E-01 a       209     0    11     1     9
  1.9001900298865423E-01 a       210     0    11     1    10
  1.7466227751113184E-01 a       211     0    11     1    11
 -1.5021296667526210E-01 a       212     0    11     1    12
  1.0405403768014085E-01 a       213     0    11     1    13
  1.3954226950718154E-01 a       214     0    11     1    14
 -1.1977286999456450E-01 a       215     0    11     1    15
  8.3039431176547412E-02 a       216     0    11     1    16
  5.3165491025946532E-01 a       217     0    11     1    17
 -1.2211079526712044E-01 a       218     0    11     1    18
 -7.4983453556281318E-02 a       219     0    11     1    19
 -1.3720689359483923E-01 a       220     0    11     1    20
 -1.3666015472366294E-01 a       221     0    12     1     1
  4.6494510575709837E-02 a       222     0    12     1     2
  1.1607356215218211E-01 a       223     0    12     1     3
 -3.9197140173859106E-02 a       224     0    12     1     4
  5.8395657225454950E-02 a       225     0    12     1     5
  2.0488095960016975E-01 a       226     0    12     1     6
  8.0804088173351094E-02 a       227     0    12     1     7
  3.9177627451371542E-03 a       228     0    12     1     8
  1.7025141445202047E-01 a       229     0    12     1     9
  2.1018027128672714E-01 a       230     0    12     1    10
 -4.8286140128120957E-02 a       231     0    12     1    11
 -3.9548504028674290E-02 a       232     0    12     1    12
  2.7626994797712873E-01 a       233     0    12     1    13
  2.7901110395599538E-01 a       234     0    12     1    14
 -1.3629984733434675E-02 a       235     0    12     1    15
  1.9681836483186395E-02 a       236     0    12     1    16
 -3.6886393838401160E-01 a       237     0    12     1    17
  1.3931389793420740E-01 a       238     0    12     1    18
 -2.1268137696188458E-01 a       239     0    12     1    19
 -6.9487516984274827E-02 a       240     0    12     1    20
  2.6991538835109780E-01 a       241     0    13     1     1
 -1.1595648638409702E-01 a       242     0    13     1     2
  7.0973554450312795E-02 a       243     0    13     1     3
 -6.2832427517776943E-02 a       244     0    13     1     4
 -2.9943870108117282E-01 a       245     0    13     1     5
  1.8213012796132469E-01 a       246     0    13     1     6
  2.0059300955656062E-01 a       247     0    13     1     7
 -4.2466316466911361E-02 a       248     0    13     1     8
  4.1049623742086053E-02 a       249     0    13     1     9
 -6.2614867445121389E-02 a       250     0    13     1    10
 -1.4052604040103344E-02 a       251     0    13     1    11
 -9.2730967354799118E-02 a       252     0    13     1    12
 -1.3742671539436097E-01 a       253     0    13     1    13
 -8.0540948635852531E-03 a       254     0    13     1    14
  1.4855575369408841E-01 a       255     0    13     1    15
  2.6617354384469077E-01 a       256     0    13     1    16
 -1.0127975147776754E-01 a       257     0    13     1    17
  1.5255974010478396E-01 a       258     0    13     1    18
  7.0871015850354158E-02 a       259     0    13     1    19
 -5.0760380778475831E-03 a       260     0    13     1    20
 -3.0823657079977274E-01 a       261     0    14     1     1
 -1.7686335943835821E-01 a       262     0    14     1     2
 -2.1218840534613920E-01 a       263     0    14     1     3
 -7.8875205701274629E-03 a       264     0    14     1     4
  1.7176765182653181E-01 a       265     0    14     1     5
  1.0863486600432491E-01 a       266     0    14     1     6
  8.3932338242988930E-02 a       267     0    14     1     7
 -1.0240173785976051E-01 a       268     0    14     1     8
  5.0115963623066737E-02 a       269     0    14     1     9
  4.1078818478125362E-01 a       270     0    14     1    10
  5.5693050020985964E-02 a       271     0    14     1    11
 -1.5726505137731023E-01 a       272     0    14     1    12
  1.0271669515073815E-01 a       273     0    14     1    13
  9.2888347605512761E-02 a       274     0    14     1    14
 -3.3503614106914864E-01 a       275     0    14     1    15
  6.9773582147418245E-02 a       276     0    14     1    16
 -3.0053776233865864E-01 a       277     0    14     1    17
  1.2011071752289872E-01 a       278     0    14     1    18
  5.2130223602340646E-02 a       279     0    14     1    19
 -8.3987815585853887E-02 a       280     0    14     1    20
 -1.5551147332441249E-02 a       281     0    15     1     1
 -2.7947096652092804E-02 a       282     0    15     1     2
 -1.3804670029248869E-01 a       283     0    15     1     3
  3.1804265479481088E-03 a       284     0    15     1     4
  3.8219169468643101E-02 a       285     0    15     1     5
 -1.5163127231171464E-01 a       286     0    15     1     6
 -1.8800673586639258E-01 a       287     0    15     1     7
  5.7300224034542581E-02 a       288     0    15     1     8
  9.9944239790782617E-03 a       289     0    15     1     9
 -3.6185785487999400E-01 a       290     0    15     1    10
 -9.4137654739597162E-02 a       291     0    15     1    11
 -4.6513203951787686E-02 a       292     0    15     1    12
 -6.3441277410189012E-02 a       293     0    15     1    13
 -1.7218758905186879E-01 a       294     0    15     1    14
 -1.5988588994724706E-01 a       295     0    15     1    15
  1.6481164002896953E-01 a       296     0    15     1    16
 -5.8440196424262097E-02 a       297     0    15     1    17
  6.0411801908392217E-02 a       298     0    15     1    18
 -7.9558972463177183E-02 a       299     0    15     1    19
  5.9820001741244300E-02 a       300     0    15     1    20
 -5.7549814694988761E-04 a       301     0    16     1     1
  1.4560641944761267E-02 a       302     0    16     1     2
  1.6135993757144929E-01 a       303     0    16     1     3
  2.1140678679754352E-01 a       304     0    16     1     4
  1.7085598361514595E-01 a       305     0    16     1     5
 -1.0560554863431379E-01 a       306     0    16     1     6
 -2.0355119370992110E-02 a       307     0    16     1     7
  1.3845155476745008E-01 a       308     0    16     1     8
 -8.8866899284387318E-02 a       309     0    16     1     9
 -1.0328703202604816E-01 a       310     0    16     1    10
  4.8686151009134773E-02 a       311     0    16     1    11
  2.1027430244452164E-01 a       312     0    16     1    12
 -1.1507126621507836E-02 a       313     0    16     1    13
  1.2916372742765139E-01 a       314     0    16     1    14
  2.0688510828161735E-01 a       315     0    16     1    15
 -2.1464826370853818E-01 a       316     0    16     1    16
  3.7185764942960012E-02 a       317     0    16     1    17
  5.5799673852616340E-02 a       318     0    16     1    18
 -8.4915977000854362E-02 a       319     0    16     1    19
  1.8583759725842483E-01 a       320     0    16     1    20
  1.0166791450203386E-01 a       321     0    17     1     1
  9.5946117819975502E-02 a       322     0    17     1     2
 -8.2297568336262381E-02 a       323     0    17     1     3
  3.6407452550679738E-02 a       324     0    17     1     4
 -2.1411362074398790E-01 a       325     0    17     1     5
 -1.6223159508862225E-01 a       326     0    17     1     6
  1.0269418500405313E-01 a       327     0    17     1     7
 -3.7397872925088463E-02 a       328     0    17     1     8
  1.7603352132138577E-02 a       329     0    17     1     9
 -1.1059835521771079E-01 a       330     0    17     1    10
  6.3774614732156218E-02 a       331     0    17     1    11
 -3.7206147621086545E-02 a       332     0    17     1    12
 -1.5222147435779254E-01 a       333     0    17     1    13
 -3.8006509599158210E-02 a       334     0    17     1    14
 -5.6991949133765006E-03 a       335     0    17     1    15
  4.2219381213521458E-02 a       336     0    17     1    16
  3.3439098739350004E-01 a       337     0    17     1    17
 -2.1554972359809460E-01 a       338     0    17     1    18
 -3.2366055776533488E-02 a       339     0    17     1    19
  4.3145319050604466E-02 a       340     0    17     1    20
  9.1887114977934864E-02 a       341     0    18     1     1
  2.2244027592933816E-02 a       342     0    18     1     2
  1.0374899390284877E-01 a       343     0    18     1     3
  1.8802829823140260E-01 a       344     0    18     1     4
 -1.6093812132531538E-01 a       345     0    18     1     5
  4.4836196788338382E-02 a       346     0    18     1     6
 -2.3440318109475854E-02 a       347     0    18     1     7
  9.1618360868898463E-02 a       348     0    18     1     8
  1.0830038235108264E-01 a       349     0    18     1     9
  2.4904227228335832E-01 a       350     0    18     1    10
  2.3137089333018477E-02 a       351     0    18     1    11
  2.1357979688037940E-01 a       352     0    18     1    12
  1.1704363897348682E-01 a       353     0    18     1    13
  6.1346084114817581E-02 a       354     0    18     1    14
  2.4875751057759610E-01 a       355     0    18     1    15
 -1.8057909266454575E-01 a       356     0    18     1    16
 -4.6026383116907488E-03 a       357     0    18     1    17
 -4.6557451873633825E-02 a       358     0    18     1    18
  1.6760371843569266E-02 a       359     0    18     1    19
  2.9355258180293834E-02 a       360     0    18     1    20
  4.9940340325070089E-02 a       361     0    19     1     1
 -3.0638169082924757E-02 a       362     0    19     1     2
  1.0020133643319040E-01 a       363     0    19     1     3
 -1.2403482166727460E-01 a       364     0    19     1     4
 -1.5911916502724469E-01 a       365     0    19     1     5
  1.2239001671225125E-01 a       366     0    19     1     6
 -7.5334606303527141E-03 a       367     0    19     1     7
  8.3325636085965452E-02 a       368     0    19     1     8
 -9.4854510019998881E-02 a       369     0    19     1     9
 -1.1744279669635234E-01 a       370     0    19     1    10
 -1.7925500043546619E-01 a       371     0    19     1    11
 -2.2323894212203851E-01 a       372     0    19     1    12
  3.5872722850913238E-02 a       373     0    19     1    13
 -1.9531140772069128E-01 a       374     0    19     1    14
  1.8608948946404277E-01 a       375     0    19     1    15
  1.2327983115372923E-03 a       376     0    19     1    16
 -2.4800478124823253E-02 a       377     0    19     1    17
 -9.1128506247645166E-02 a       378     0    19     1    18
  1.8156517667486834E-02 a       379     0    19     1    19
  3.6051532896516610E-03 a       380     0    19     1    20
 -8.2527215104983259E-02 a       381     0    20     1     1
 -5.9463530565661102E-02 a       382     0    20     1     2
 -1.4580743404374041E-01 a       383     0    20     1     3
 -2.7020675789943177E-01 a       384     0    20     1     4
  1.0041951090558406E-01 a       385     0    20     1     5
  1.4302751297429558E-01 a       386     0    20     1     6
  6.0903977125395074E-02 a       387     0    20     1     7
 -1.1826619515664272E-01 a       388     0    20     1     8
  1.8396512897546617E-02 a       389     0    20     1     9
  1.9003723972155248E-01 a       390     0    20     1    10
  5.1829161183403000E-02 a       391     0    20     1    11
  2.4589033008618921E-02 a       392     0    20     1    12
  7.4517412149871287E-02 a       393     0    20     1    13
  3.0771693962976680E-02 a       394     0    20     1    14
 -2.0656266932066472E-01 a       395     0    20     1    15
  3.4338224864923571E-02 a       396     0    20     1    16
 -1.4353330247280427E-01 a       397     0    20     1    17
  2.0984990612355914E-01 a       398     0    20     1    18
  9.3957736505924760E-02 a       399     0    20     1    19
 -1.9966733037885739E-01 a       400     0    20     1    20
 -8.5419579255385347E-02 a       401     0    21     1     1
 -1.7970990744000166E-02 a       402     0    21     1     2
  4.2099405733990479E-02 a       403     0    21     1     3
 -1.8539558850386298E-01 a       404     0    21     1     4
  1.8223365044069612E-01 a       405     0    21     1     5
 -3.3367773327814002E-02 a       406     0    21     1     6
 -3.8807031090938283E-03 a       407     0    21     1     7
 -4.6418339057537623E-02 a       408     0    21     1     8
 -1.6385230874058318E-01 a       409     0    21     1     9
 -2.2431333444027929E-01 a       410     0    21     1    10
 -4.3037597309302261E-02 a       411     0    21     1    11
 -1.9709933479400515E-01 a       412     0    21     1    12
 -7.2546002549546587E-02 a       413     0    21     1    13
 -2.3621906559152063E-02 a       414     0    21     1    14
 -1.8496131576598612E-02 a       415     0    21     1    15
  8.4207778774743905E-02 a       416     0    21     1    16
  3.0747376224434134E-02 a       417     0    21     1    17
  6.4099962275753528E-02 a       418     0    21     1    18
  2.8427191712211749E-03 a       419     0    21     1    19
 -2.2660094175310622E-02 a       420     0    21     1    20
 -3.9856559825855148E-02 a       421     0    22     1     1
  6.3630951390859891E-02 a       422     0    22     1     2
  1.2564709949852329E-01 a       423     0    22     1     3
  1.0718899365186493E-01 a       424     0    22     1     4
  2.5551322915070649E-02 a       425     0    22     1     5
 -1.4577728612250254E-01 a       426     0    22     1     6
 -3.7347414067270289E-02 a       427     0    22     1     7
 -7.9613814003929737E-02 a       428     0    22     1     8
 -8.1906248852984240E-02 a       429     0    22     1     9
  5.2326570747544723E-02 a       430     0    22     1    10
  6.2752088543751652E-02 a       431     0    22     1    11
  9.1393074125768109E-02 a       432     0    22     1    12
 -8.6217433918944320E-02 a       433     0    22     1    13
  2.5978137182860801E-02 a       434     0    22     1    14
 -1.2466504634862813E-01 a       435     0    22     1    15
 -7.1336032698910534E-02 a       436     0    22     1    16
  3.6930233853428602E-03 a       437     0    22     1    17
  4.6379519391875818E-02 a       438     0    22     1    18
 -5.6096947324968428E-02 a       439     0    22     1    19
 -6.0824366493837344E-03 a       440     0    22     1    20
  3.3673490181196877E-02 a       441     0    23     1     1
  4.3558342379570987E-03 a       442     0    23     1     2
 -1.6611408042744072E-01 a       443     0    23     1     3
  2.2650591326184549E-01 a       444     0    23     1     4
 -6.4228377808493040E-02 a       445     0    23     1     5
  1.3950025153200494E-03 a       446     0    23     1     6
 -4.6599471219802638E-02 a       447     0    23     1     7
  3.2850742978930043E-02 a       448     0    23     1     8
  2.4054575873515882E-01 a       449     0    23     1     9
  5.6294362978580439E-02 a       450     0    23     1    10
  1.4652875817871278E-01 a       451     0    23     1    11
  4.8714548451012404E-02 a       452     0    23     1    12
 -7.5538565445191106E-03 a       453     0    23     1    13
  1.9798457521613580E-01 a       454     0    23     1    14
 -6.4944705989601254E-02 a       455     0    23     1    15
  8.6985624027942438E-02 a       456     0    23     1    16
  7.4902464321223050E-02 a       457     0    23     1    17
 -1.0363503993438529E-01 a       458     0    23     1    18
 -3.8475962565801498E-02 a       459     0    23     1    19
  1.3084202869373746E-01 a       460     0    23     1    20
  7.6227266135779417E-02 a       461     0    24     1     1
  3.2003616438661509E-02 a       462     0    24     1     2
  1.5535806730055512E-02 a       463     0    24     1     3
  9.1036561745717323E-02 a       464     0    24     1     4
 -8.2124295750812662E-02 a       465     0    24     1     5
  2.2408684006922176E-02 a       466     0    24     1     6
  6.0712590209375337E-03 a       467     0    24     1     7
  5.2722511178870363E-02 a       468     0    24     1     8
  6.3315094400526017E-02 a       469     0    24     1     9
  1.9627878382046307E-01 a       470     0    24     1    10
 -2.6427201967825595E-02 a       471     0    24     1    11
  1.0563050750780155E-01 a       472     0    24     1    12
  2.6928050453671817E-02 a       473     0    24     1    13
 -1.0701328733900203E-01 a       474     0    24     1    14
 -7.9330508196057206E-02 a       475     0    24     1    15
 -8.0260270593071031E-02 a       476     0    24     1    16
 -1.1240207279222843E-01 a       477     0    24     1    17
 -1.2063435764242371E-01 a       478     0    24     1    18
 -5.0906433927489059E-02 a       479     0    24     1    19
  4.8603885692310250E-02 a       480     0    24     1    20
 -1.6155544101512709E-02 a       481     0    25     1     1
 -4.3877757778353794E-02 a       482     0    25     1     2
 -3.8665956113572049E-02 a       483     0    25     1     3
 -2.6315421132522360E-02 a       484     0    25     1     4
  1.3696468437144246E-01 a       485     0    25     1     5
  1.2554562013643765E-02 a       486     0    25     1     6
 -1.2159060739382730E-02 a       487     0    25     1     7
  8.0412501449926094E-02 a       488     0    25     1     8
  1.9959982234992971E-02 a       489     0    25     1     9
 -6.0392449738820984E-02 a       490     0    25     1    10
 -1.1846632273856009E-01 a       491     0    25     1    11
 -4.9598631921217655E-02 a       492     0    25     1    12
  8.8195915078439754E-02 a       493     0    25     1    13
 -5.6819701712933275E-02 a       494     0    25     1    14
  1.7865657005113217E-01 a       495     0    25     1    15
  6.1278397278595985E-02 a       496     0    25     1    16
 -6.3410727066937180E-03 a       497     0    25     1    17
 -1.5477675645560083E-02 a       498     0    25     1    18
  4.3635464096076271E-02 a       499     0    25     1    19
  1.9422894462549578E-02 a       500     0    25     1    20
 -9.9327373150165394E-03 a       501     0    26     1     1
  1.8932893633162920E-03 a       502     0    26     1     2
  3.7396368372731428E-02 a       503     0    26     1     3
 -1.2919338849007442E-01 a       504     0    26     1     4
  2.2186745355715493E-02 a       505     0    26     1     5
 -6.0853004916108094E-03 a       506     0    26     1     6
  1.1673680730148826E-01 a       507     0    26     1     7
 -5.3254255538875785E-02 a       508     0    26     1     8
 -1.2891850592429163E-01 a       509     0    26     1     9
 -9.0517781745392711E-02 a       510     0    26     1    10
 -8.2141268531596492E-02 a       511     0    26     1    11
 -4.4795869354138797E-02 a       512     0    26     1    12
 -9.5515669991498194E-03 a       513     0    26     1    13
 -1.3503940189514968E-01 a       514     0    26     1    14
 -5.0327380595058785E-02 a       515     0    26     1    15
 -8.7170572694772862E-03 a       516     0    26     1    16
 -3.4316230936938322E-02 a       517     0    26     1    17
  2.5381735994806510E-02 a       518     0    26     1    18
  3.0484040172540802E-02 a       519     0    26     1    19
 -9.4689142797741835E-02 a       520     0    26     1    20
 -7.1598502005863207E-02 a       521     0    27     1     1
 -4.1126338098150583E-02 a       522     0    27     1     2
  1.8709551020368892E-02 a       523     0    27     1     3
 -1.1824548616228132E-02 a       524     0    27     1     4
  4.5816721673552704E-02 a       525     0    27     1     5
 -6.3820495953555295E-02 a       526     0    27     1     6
 -2.2795469276031727E-02 a       527     0    27     1     7
 -3.9807964013480149E-02 a       528     0    27     1     8
 -6.1194036874784898E-02 a       529     0    27     1     9
 -2.0708217162781539E-01 a       530     0    27     1    10
