################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -6.6932242923018165E-02 a       512     0    26     1    12
 -6.3488221945897261E-02 a       513     0    26     1    13
  1.2953774201424081E-01 a       514     0    26     1    14
 -6.6660564006060158E-02 a       515     0    26     1    15
  3.9354009771879091E-02 a       516     0    26     1    16
  7.5673613491384295E-02 a       517     0    26     1    17
 -9.9888764397929215E-03 a       518     0    26     1    18
  2.5929046664028236E-02 a       519     0    26     1    19
 -1.2499079027043992E-01 a       520     0    26     1    20
 -4.2266791205849565E-02 a       521     0    27     1     1
  1.4573813787606651E-01 a       522     0    27     1     2
 -6.9343463186971460E-02 a       523     0    27     1     3
  1.2995291977812878E-01 a       524     0    27     1     4
 -3.1054135662548974E-02 a       525     0    27     1     5
  9.9476418898853669E-03 a       526     0    27     1     6
 -1.0252684169979633E-01 a       527     0    27     1     7
 -6.0247338811706096E-02 a       528     0    27     1     8
 -1.1201271555939689E-02 a       529     0    27     1     9
 -1.4988309772472189E-01 a       530     0    27     1    10
 -8.5313608922825315E-02 a       531     0    27     1    11
  2.9275615236555322E-02 a       532     0    27     1    12
  1.1929861586499810E-01 a       533     0    27     1    13
 -2.0632788369725766E-01 a       534     0    27     1    14
  5.7377993356659017E-02 a       535     0    27     1    15
  4.0025381628932738E-02 a       536     0    27     1    16
 -5.7426832048009462E-02 a       537     0    27     1    17
  8.9825990796426808E-02 a       538     0    27     1    18
 -2.4984096260606040E-01 a       539     0    27     1    19
  9.2581971309600497E-02 a       540     0    27     1    20
  1.5069632195701847E-02 a       541     0    28     1     1
  1.6048067986752176E-01 a       542     0    28     1     2
  8.1061704484291508E-02 a       543     0    28     1     3
 -1.2378293556482917E-01 a       544     0    28     1     4
 -1.3866739000924047E-01 a       545     0    28     1     5
  4.8621091509912139E-02 a       546     0    28     1     6
 -8.0983924854951504E-03 a       547     0    28     1     7
 -9.9103977457920909E-03 a       548     0    28     1     8
  5.9141786433980388E-02 a       549     0    28     1     9
 -3.3628146753067197E-02 a       550     0    28     1    10
  1.1325576587468805E-01 a       551     0    28     1    11
 -2.1929641935887853E-02 a       552     0    28     1    12
  1.4799675044856378E-01 a       553     0    28     1    13
  4.3221335344985755E-02 a       554     0    28     1    14
  2.6274006109023490E-01 a       555     0    28     1    15
  1.4045708398625803E-02 a       556     0    28     1    16
  5.7927116041903919E-02 a       557     0    28     1    17
 -5.9200246289055521E-02 a       558     0    28     1    18
 -7.7903307931439167E-02 a       559     0    28     1    19
  2.0276265720227542E-02 a       560     0    28     1    20
 -8.1778717563200834E-02 a       561     0    29     1     1
 -2.5914727562848128E-01 a       562     0    29     1     2
 -1.0959680581481407E-01 a       563     0    29     1     3
  1.0655232200507564E-02 a       564     0    29     1     4
  1.2219662518088131E-01 a       565     0    29     1     5
 -2.9863174077393119E-02 a       566     0    29     1     6
 -4.2768978520286889E-02 a       567     0    29     1     7
  1.2927623587789677E-01 a       568     0    29     1     8
  3.1110494268332338E-02 a       569     0    29     1     9
 -1.2259988089129581E-01 a       570     0    29     1    10
 -1.7761717261444743E-01 a       571     0    29     1    11
  7.0163723334493194E-02 a       572     0    29     1    12
 -1.1217096398797549E-01 a       573     0    29     1    13
 -1.2484950989016898E-01 a       574     0    29     1    14
 -1.5235449357434566E-01 a       575     0    29     1    15
 -9.4271660831976301E-02 a       576     0    29     1    16
 -1.4393171994160686E-01 a       577     0    29     1    17
  3.5511536215955437E-02 a       578     0    29     1    18
  8.0570053814729301E-02 a       579     0    29     1    19
  2.1742942211888747E-03 a       580     0    29     1    20
  2.2606858140169907E-02 a       581     0    30     1     1
 -2.9985392519325915E-02 a       582     0    30     1     2
  8.4598875502920043E-02 a       583     0    30     1     3
 -5.3902727195340401E-02 a       584     0    30     1     4
 -2.4717325542005307E-02 a       585     0    30     1     5
 -1.4873379571256212E-03 a       586     0    30     1     6
  2.1349027175783405E-02 a       587     0    30     1     7
 -1.0136370937442716E-02 a       588     0    30     1     8
  1.2097354860718464E-01 a       589     0    30     1     9
  4.8365829624448582E-02 a       590     0    30     1    10
  2.0273411160879901E-02 a       591     0    30     1    11
 -7.0869934115781459E-04 a       592     0    30     1    12
 -6.1006314107910256E-02 a       593     0    30     1    13
  9.4494958697636203E-02 a       594     0    30     1    14
  6.6001928911254056E-03 a       595     0    30     1    15
 -3.7193772201598078E-02 a       596     0    30     1    16
  1.4072319478200090E-02 a       597     0    30     1    17
 -2.7135484560111597E-02 a       598     0    30     1    18
  1.0661396236663831E-01 a       599     0    30     1    19
 -4.6640179947588494E-03 a       600     0    30     1    20
 -5.8245382335238571E-01 a       601     0    31     1     1
  4.0151915824597811E-01 a       602     0    31     1     2
  4.9435163333650778E-02 a       603     0    31     1     3
  8.3862139170263292E-02 a       604     0    31     1     4
 -3.3653047735593722E-01 a       605     0    31     1     5
  2.9031518374842058E-01 a       606     0    31     1     6
  7.4975689049901803E-02 a       607     0    31     1     7
 -4.4381201395073577E-01 a       608     0    31     1     8
 -1.2551876782808960E-01 a       609     0    31     1     9
 -1.7134122840987553E-01 a       610     0    31     1    10
  5.1855841401227742E-01 a       611     0    31     1    11
  3.3794500584560030E-02 a       612     0    31     1    12
 -1.2445509704658111E-01 a       613     0    31     1    13
 -3.5149631178410568E-01 a       614     0    31     1    14
 -2.7439997850110093E-01 a       615     0    31     1    15
  1.2042190475960442E-01 a       616     0    31     1    16
 -2.3627410688353229E-01 a       617     0    31     1    17
  4.1872691812663682E-01 a       618     0    31     1    18
 -1.9932482903794813E-01 a       619     0    31     1    19
  1.3389374258344489E-01 a       620     0    31     1    20
  3.9855340219887403E-01 a       621     0    32     1     1
 -2.7625694329491002E-01 a       622     0    32     1     2
 -3.7610530605594172E-01 a       623     0    32     1     3
 -1.0396753318025340E-01 a       624     0    32     1     4
  2.0071556056838297E-01 a       625     0    32     1     5
 -4.1063514240283433E-01 a       626     0    32     1     6
 -4.1103071421855714E-01 a       627     0    32     1     7
 -1.6350126860143166E-01 a       628     0    32     1     8
  2.9564928713322658E-01 a       629     0    32     1     9
  1.9530833545795029E-01 a       630     0    32     1    10
 -6.7894733273283669E-01 a       631     0    32     1    11
 -4.9524495699680239E-02 a       632     0    32     1    12
  4.1182642963870680E-01 a       633     0    32     1    13
  2.3178999519552718E-01 a       634     0    32     1    14
  4.6625836316003832E-01 a       635     0    32     1    15
  1.7126544808259515E-02 a       636     0    32     1    16
 -4.4204059415089231E-02 a       637     0    32     1    17
  9.4248477659897620E-02 a       638     0    32     1    18
 -3.1889697007501461E-01 a       639     0    32     1    19
 -8.3460471142371193E-02 a       640     0    32     1    20
  1.0519454883685202E-01 a       641     0    33     1     1
 -6.6191373774492218E-02 a       642     0    33     1     2
 -2.5486950087035859E-01 a       643     0    33     1     3
  1.7698150905949234E-01 a       644     0    33     1     4
 -1.5598483702889868E-01 a       645     0    33     1     5
  1.2722616759009325E-01 a       646     0    33     1     6
 -3.0597610715008711E-01 a       647     0    33     1     7
 -3.0615938582287239E-01 a       648     0    33     1     8
 -1.2762817135392587E-01 a       649     0    33     1     9
  6.9726656420437169E-02 a       650     0    33     1    10
  8.6757524694684188E-02 a       651     0    33     1    11
  2.7361981152548925E-01 a       652     0    33     1    12
 -3.2448596653909823E-01 a       653     0    33     1    13
 -2.5410664147705674E-02 a       654     0    33     1    14
 -1.4939519765879236E-01 a       655     0    33     1    15
 -2.2720991761984249E-01 a       656     0    33     1    16
 -1.9771649284054346E-01 a       657     0    33     1    17
  1.0905998564349190E-01 a       658     0    33     1    18
 -3.6882860982360177E-01 a       659     0    33     1    19
  9.9512402421303506E-02 a       660     0    33     1    20
  1.3979655632936902E-01 a       661     0    34     1     1
  1.3778048638953233E-01 a       662     0    34     1     2
  2.7583350862123762E-01 a       663     0    34     1     3
  2.4618639452023189E-01 a       664     0    34     1     4
  2.4633354022798096E-02 a       665     0    34     1     5
  9.6179492541475217E-02 a       666     0    34     1     6
  1.7186162319828271E-01 a       667     0    34     1     7
  7.5061456003004429E-02 a       668     0    34     1     8
 -2.2968567401774753E-01 a       669     0    34     1     9
  8.3467401130393790E-02 a       670     0    34     1    10
  1.0669181133403928E-01 a       671     0    34     1    11
 -8.7507169817450381E-02 a       672     0    34     1    12
 -1.2227205565237123E-01 a       673     0    34     1    13
 -1.5047171817078470E-01 a       674     0    34     1    14
 -2.4926530348041404E-01 a       675     0    34     1    15
 -1.2354349298683549E-01 a       676     0    34     1    16
  2.5951738274005914E-01 a       677     0    34     1    17
  2.7176607655963834E-02 a       678     0    34     1    18
  1.7059201699288870E-01 a       679     0    34     1    19
 -3.6062461063067330E-01 a       680     0    34     1    20
  9.3079851071459441E-02 a       681     0    35     1     1
  1.2083316630908457E-01 a       682     0    35     1     2
  6.9701006001389482E-02 a       683     0    35     1     3
 -1.0423045138397702E-01 a       684     0    35     1     4
 -9.4912220718080212E-02 a       685     0    35     1     5
  1.0555881408275175E-02 a       686     0    35     1     6
 -1.4273757956863836E-01 a       687     0    35     1     7
  2.2919586181232990E-01 a       688     0    35     1     8
  5.2929694869000267E-02 a       689     0    35     1     9
 -1.3713976287455809E-01 a       690     0    35     1    10
 -1.1326202133177284E-01 a       691     0    35     1    11
  3.2817013017955543E-01 a       692     0    35     1    12
  7.3437513934051695E-03 a       693     0    35     1    13
  9.1407815645802887E-02 a       694     0    35     1    14
  2.5476993552589317E-01 a       695     0    35     1    15
  2.8999927971267819E-01 a       696     0    35     1    16
  1.2251480172906287E-01 a       697     0    35     1    17
  1.7238666744744896E-01 a       698     0    35     1    18
  2.4242694524177759E-02 a       699     0    35     1    19
 -8.2706832587105018E-03 a       700     0    35     1    20
 -7.7797944481618697E-02 a       701     0    36     1     1
 -2.0503163358916426E-01 a       702     0    36     1     2
  4.9654898697658349E-03 a       703     0    36     1     3
 -1.7217022241557473E-01 a       704     0    36     1     4
  2.4225454026393453E-01 a       705     0    36     1     5
 -6.2259134990288879E-02 a       706     0    36     1     6
  6.2078302181971065E-02 a       707     0    36     1     7
  1.1651394182769928E-01 a       708     0    36     1     8
 -4.7111886069284847E-02 a       709     0    36     1     9
 -5.0028685437431525E-02 a       710     0    36     1    10
  1.1289260796846896E-01 a       711     0    36     1    11
 -4.4010144095787199E-02 a       712     0    36     1    12
  3.4734762596840768E-01 a       713     0    36     1    13
 -8.0591323761960848E-02 a       714     0    36     1    14
 -1.5701745290111557E-01 a       715     0    36     1    15
 -1.5931783990702444E-01 a       716     0    36     1    16
 -1.6145014602609412E-01 a       717     0    36     1    17
  9.2856708820855935E-02 a       718     0    36     1    18
 -1.7299909991960197E-01 a       719     0    36     1    19
  7.1629437147334746E-02 a       720     0    36     1    20
  3.5124627705440531E-01 a       721     0    37     1     1
 -1.0708116144029763E-01 a       722     0    37     1     2
 -1.5958354253809512E-01 a       723     0    37     1     3
  2.3436947302874755E-01 a       724     0    37     1     4
 -1.3461162492862880E-01 a       725     0    37     1     5
  3.8687052857060387E-02 a       726     0    37     1     6
  5.2602921572996064E-01 a       727     0    37     1     7
  1.0127773120745363E-01 a       728     0    37     1     8
  2.8633843590383457E-01 a       729     0    37     1     9
  4.2449434239725875E-01 a       730     0    37     1    10
 -4.5969164672193791E-01 a       731     0    37     1    11
  2.4799219453969915E-01 a       732     0    37     1    12
  3.0179730735575148E-02 a       733     0    37     1    13
  4.0173156686190106E-02 a       734     0    37     1    14
 -2.2678316383915126E-01 a       735     0    37     1    15
 -1.3602980980676391E-01 a       736     0    37     1    16
  6.2538465038137703E-02 a       737     0    37     1    17
 -2.1946584143441986E-01 a       738     0    37     1    18
  3.0940170468858796E-01 a       739     0    37     1    19
 -2.7971550376018783E-01 a       740     0    37     1    20
 -1.3337966835967793E-02 a       741     0    38     1     1
  4.9620992318798698E-02 a       742     0    38     1     2
  2.9315601300248545E-01 a       743     0    38     1     3
 -3.4289087328649659E-01 a       744     0    38     1     4
 -3.7009855497202948E-01 a       745     0    38     1     5
  1.3605497754544515E-01 a       746     0    38     1     6
 -3.6220908582863875E-01 a       747     0    38     1     7
 -2.3905225185839868E-01 a       748     0    38     1     8
 -1.4629633092894404E-01 a       749     0    38     1     9
 -4.1031300793202813E-01 a       750     0    38     1    10
  3.6995049883274322E-01 a       751     0    38     1    11
 -5.6022951336242999E-01 a       752     0    38     1    12
 -4.2545737115984866E-01 a       753     0    38     1    13
 -5.0222709790641751E-02 a       754     0    38     1    14
 -4.3721870391496420E-01 a       755     0    38     1    15
  1.7911394435676145E-01 a       756     0    38     1    16
 -2.8614641929061518E-01 a       757     0    38     1    17
  2.5570876200249837E-01 a       758     0    38     1    18
  2.7688646191398569E-01 a       759     0    38     1    19
  1.9234472423219179E-01 a       760     0    38     1    20
 -1.9158623962526761E-01 a       761     0    39     1     1
 -1.0231328281640618E-01 a       762     0    39     1     2
  1.4241130759227905E-01 a       763     0    39     1     3
  1.5898323688234624E-02 a       764     0    39     1     4
  1.3048547894517643E-01 a       765     0    39     1     5
 -2.7953586721735491E-01 a       766     0    39     1     6
  2.5920983629541727E-01 a       767     0    39     1     7
  2.6613795824251535E-01 a       768     0    39     1     8
  5.0099729745922826E-02 a       769     0    39     1     9
  2.5093979022933022E-01 a       770     0    39     1    10
  5.2227134909329780E-02 a       771     0    39     1    11
 -4.2461512392974417E-02 a       772     0    39     1    12
 -4.1015244172644100E-01 a       773     0    39     1    13
 -1.9921516847783588E-01 a       774     0    39     1    14
 -2.0177851872155500E-01 a       775     0    39     1    15
 -8.5026334089671154E-02 a       776     0    39     1    16
  2.5786018364724653E-03 a       777     0    39     1    17
 -3.9068096762118192E-02 a       778     0    39     1    18
  1.7912501021037133E-01 a       779     0    39     1    19
 -4.1577498034181280E-02 a       780     0    39     1    20
 -6.2667192780210226E-02 a       781     0    40     1     1
  6.0606069158909939E-02 a       782     0    40     1     2
 -3.2203414363950250E-01 a       783     0    40     1     3
  3.1099381447804503E-01 a       784     0    40     1     4
 -1.4981207431677282E-03 a       785     0    40     1     5
 -3.3914480178618207E-02 a       786     0    40     1     6
  1.9452752873558599E-01 a       787     0    40     1     7
 -2.3988287968572128E-01 a       788     0    40     1     8
 -2.6756958578190831E-01 a       789     0    40     1     9
 -2.0728143008224931E-01 a       790     0    40     1    10
  1.7921719850175336E-01 a       791     0    40     1    11
  1.3075366647750564E-01 a       792     0    40     1    12
  2.3898351874820373E-01 a       793     0    40     1    13
  8.6708455186955774E-02 a       794     0    40     1    14
  2.3494406440923962E-01 a       795     0    40     1    15
 -1.2261090165709318E-01 a       796     0    40     1    16
 -1.8389184989999571E-01 a       797     0    40     1    17
 -1.6100649253422092E-01 a       798     0    40     1    18
  8.4400151679280486E-02 a       799     0    40     1    19
  3.2010223269185961E-01 a       800     0    40     1    20
 -1.4212494239022750E-02 a       801     0    41     1     1
  3.2816936539099184E-01 a       802     0    41     1     2
 -1.1109304606759372E-01 a       803     0    41     1     3
  1.1234340734612240E-01 a       804     0    41     1     4
 -2.3771246915937944E-01 a       805     0    41     1     5
  2.2409503409724735E-01 a       806     0    41     1     6
 -1.5226803254687843E-01 a       807     0    41     1     7
 -2.3933832227607585E-01 a       808     0    41     1     8
  1.9927358219956920E-01 a       809     0    41     1     9
 -8.3073067610532958E-02 a       810     0    41     1    10
  4.7260910944744577E-02 a       811     0    41     1    11
 -2.7229354253182086E-01 a       812     0    41     1    12
  9.4340335627749419E-02 a       813     0    41     1    13
  1.3511259583367380E-01 a       814     0    41     1    14
  8.9494492967694503E-02 a       815     0    41     1    15
 -1.1089792093963853E-01 a       816     0    41     1    16
 -1.2017809198055232E-01 a       817     0    41     1    17
  4.0637082311291879E-03 a       818     0    41     1    18
 -2.3133150893510018E-01 a       819     0    41     1    19
 -9.2677251572324981E-02 a       820     0    41     1    20
 -8.9040554174272507E-02 a       821     0    42     1     1
 -1.9462199625440152E-01 a       822     0    42     1     2
  1.2154195112185955E-02 a       823     0    42     1     3
  6.3775321396382534E-02 a       824     0    42     1     4
 -1.9135755210826895E-02 a       825     0    42     1     5
 -6.6028354667441395E-03 a       826     0    42     1     6
 -2.2674592410959946E-01 a       827     0    42     1     7
  1.8951966589840254E-02 a       828     0    42     1     8
  2.5691810804332016E-01 a       829     0    42     1     9
  3.0209124331636816E-01 a       830     0    42     1    10
  4.0867558127294278E-02 a       831     0    42     1    11
 -9.3309752693772688E-02 a       832     0    42     1    12
 -6.6757989855598249E-03 a       833     0    42     1    13
  1.9387436303883809E-01 a       834     0    42     1    14
 -2.7942286280903955E-01 a       835     0    42     1    15
  3.2218086219579067E-01 a       836     0    42     1    16
  1.7590186216574571E-01 a       837     0    42     1    17
 -1.3704671623370135E-01 a       838     0    42     1    18
  1.5905582021524980E-01 a       839     0    42     1    19
  1.1006426506787685E-01 a       840     0    42     1    20
  8.4377137520334516E-02 a       841     0    43     1     1
  5.4831814009660251E-01 a       842     0    43     1     2
  1.4144374450487118E-01 a       843     0    43     1     3
  3.0015634067455271E-01 a       844     0    43     1     4
 -1.1265881452283286E-02 a       845     0    43     1     5
  1.7793184594929401E-01 a       846     0    43     1     6
  1.9326971648936372E-01 a       847     0    43     1     7
  8.1124378469289410E-02 a       848     0    43     1     8
 -1.3997849308004517E-01 a       849     0    43     1     9
  1.0499993745591893E-02 a       850     0    43     1    10
 -2.7271638890294986E-01 a       851     0    43     1    11
  1.4288025725670794E-01 a       852     0    43     1    12
 -4.0491875041810566E-01 a       853     0    43     1    13
  2.2582395567563321E-01 a       854     0    43     1    14
  2.1456177534970304E-02 a       855     0    43     1    15
  3.1702129811928859E-01 a       856     0    43     1    16
  1.2325005512261009E-01 a       857     0    43     1    17
  1.9629600119950372E-01 a       858     0    43     1    18
  2.7712315368316115E-02 a       859     0    43     1    19
  8.2963462096037000E-02 a       860     0    43     1    20
  6.5077912350750777E-02 a       861     0    44     1     1
 -5.2490182212287084E-01 a       862     0    44     1     2
 -1.7555288033204194E-01 a       863     0    44     1     3
 -3.8219930596251001E-01 a       864     0    44     1     4
  2.4050846736169315E-01 a       865     0    44     1     5
 -7.3013246335609738E-02 a       866     0    44     1     6
 -1.8928484020250066E-01 a       867     0    44     1     7
  5.1969411260805634E-02 a       868     0    44     1     8
 -3.0408865745819974E-01 a       869     0    44     1     9
  3.6922359144610017E-01 a       870     0    44     1    10
  3.9473610180204721E-01 a       871     0    44     1    11
 -4.1939498456930874E-01 a       872     0    44     1    12
  1.0568551404621845E-01 a       873     0    44     1    13
 -2.6822221423426090E-01 a       874     0    44     1    14
 -1.4167004816269865E-01 a       875     0    44     1    15
  9.1119133108617495E-02 a       876     0    44     1    16
  1.6650989475077629E-01 a       877     0    44     1    17
 -2.2450702536698722E-01 a       878     0    44     1    18
 -2.3984503395994167E-01 a       879     0    44     1    19
 -2.3637721191932881E-01 a       880     0    44     1    20
 -2.4956178914853164E-01 a       881     0    45     1     1
  2.3608198231234293E-01 a       882     0    45     1     2
 -6.6580793257331336E-02 a       883     0    45     1     3
  1.5705616119581437E-02 a       884     0    45     1     4
  1.9704949476940831E-01 a       885     0    45     1     5
 -2.5741012531334928E-01 a       886     0    45     1     6
  1.1927179712807574E-01 a       887     0    45     1     7
  2.8817514351526310E-02 a       888     0    45     1     8
 -4.0176764227403627E-02 a       889     0    45     1     9
 -1.5423361903026851E-02 a       890     0    45     1    10
  9.7237436306555902E-03 a       891     0    45     1    11
  6.5398624219611831E-02 a       892     0    45     1    12
 -2.3391992181590546E-01 a       893     0    45     1    13
 -9.3381250490395584E-02 a       894     0    45     1    14
 -2.4208646636438358E-01 a       895     0    45     1    15
 -2.0658493552051984E-02 a       896     0    45     1    16
 -2.1617783931659706E-01 a       897     0    45     1    17
  2.9545813022313135E-02 a       898     0    45     1    18
  3.7951738227272896E-01 a       899     0    45     1    19
  1.0059796576168059E-01 a       900     0    45     1    20
 -1.4301406428076319E-01 a       901     0    46     1     1
 -3.6583753958085291E-01 a       902     0    46     1     2
 -1.5292558631436644E-02 a       903     0    46     1     3
  1.4333600811908884E-01 a       904     0    46     1     4
 -1.4423839593837154E-01 a       905     0    46     1     5
  1.3291934636291450E-01 a       906     0    46     1     6
  3.8540124142277121E-01 a       907     0    46     1     7
 -2.8656809226411900E-01 a       908     0    46     1     8
 -1.9475414479052719E-01 a       909     0    46     1     9
  3.9901815284263648E-02 a       910     0    46     1    10
  6.1770830652964253E-03 a       911     0    46     1    11
  2.1029668100755634E-02 a       912     0    46     1    12
  2.3360395768199979E-01 a       913     0    46     1    13
  9.4560428636317820E-03 a       914     0    46     1    14
 -9.5653140513496923E-02 a       915     0    46     1    15
 -2.0519415686500127E-02 a       916     0    46     1    16
 -1.5454883072233050E-01 a       917     0    46     1    17
 -1.4658771255082387E-01 a       918     0    46     1    18
  9.6799186494693032E-02 a       919     0    46     1    19
 -1.3952141227166534E-01 a       920     0    46     1    20
 -4.1655094545989382E-02 a       921     0    47     1     1
 -2.5084322019238964E-01 a       922     0    47     1     2
 -5.3073206764748797E-02 a       923     0    47     1     3
  1.0156404754128347E-01 a       924     0    47     1     4
 -3.1923747786195451E-02 a       925     0    47     1     5
  1.7057706193126580E-02 a       926     0    47     1     6
 -6.3111809808771416E-02 a       927     0    47     1     7
 -1.3013999955800699E-02 a       928     0    47     1     8
  1.3369003768144663E-01 a       929     0    47     1     9
  2.6932469816116019E-02 a       930     0    47     1    10
  3.9622914214525247E-02 a       931     0    47     1    11
 -1.3762291027476642E-02 a       932     0    47     1    12
 -1.7477445391151289E-01 a       933     0    47     1    13
  7.3162830230389359E-02 a       934     0    47     1    14
 -6.3416100786103935E-02 a       935     0    47     1    15
 -5.8500885916496909E-02 a       936     0    47     1    16
 -8.7840621110566092E-02 a       937     0    47     1    17
 -6.0710781939081568E-02 a       938     0    47     1    18
 -1.0801227685871840E-02 a       939     0    47     1    19
 -7.0508817704210913E-02 a       940     0    47     1    20
 -5.1667704506539881E-02 a       941     0    48     1     1
  6.4995915938365803E-02 a       942     0    48     1     2
  1.4970940437852290E-01 a       943     0    48     1     3
 -4.9360111217472205E-02 a       944     0    48     1     4
 -1.8654360283490293E-01 a       945     0    48     1     5
 -6.8270910133086124E-03 a       946     0    48     1     6
  3.8331680374691718E-01 a       947     0    48     1     7
 -2.5749097033363832E-01 a       948     0    48     1     8
  1.5071828792131181E-01 a       949     0    48     1     9
 -2.9283984296157858E-02 a       950     0    48     1    10
  1.8314103319593468E-02 a       951     0    48     1    11
 -5.3010650956061833E-02 a       952     0    48     1    12
  1.6645397612800364E-01 a       953     0    48     1    13
 -1.2515761070611517E-01 a       954     0    48     1    14
 -3.2666503308895221E-02 a       955     0    48     1    15
  8.4441387885627300E-02 a       956     0    48     1    16
  1.5946284563131291E-01 a       957     0    48     1    17
 -2.4351136494826918E-02 a       958     0    48     1    18
 -9.7687846701413561E-02 a       959     0    48     1    19
 -2.7565660269303197E-02 a       960     0    48     1    20
  7.7315616982007715E-02 a       961     0    49     1     1
  1.3436251298360125E-01 a       962     0    49     1     2
  5.5903284249295485E-03 a       963     0    49     1     3
  1.6818327634023103E-01 a       964     0    49     1     4
  4.4776314543551077E-02 a       965     0    49     1     5
 -1.5908203955090255E-01 a       966     0    49     1     6
 -2.7305873277161019E-01 a       967     0    49     1     7
 -4.4750284243053973E-01 a       968     0    49     1     8
 -1.5588325295187674E-01 a       969     0    49     1     9
 -1.3340372946847637E-01 a       970     0    49     1    10
  1.2537521887329589E-01 a       971     0    49     1    11
 -2.9926094427417744E-02 a       972     0    49     1    12
  5.5688911318852938E-02 a       973     0    49     1    13
 -3.0807177075818950E-02 a       974     0    49     1    14
  1.8089387023538644E-01 a       975     0    49     1    15
 -1.9399589750963028E-01 a       976     0    49     1    16
 -1.1733710813171971E-01 a       977     0    49     1    17
 -6.7920330725556102E-02 a       978     0    49     1    18
  1.6378602879467632E-01 a       979     0    49     1    19
  1.5954484521406717E-01 a       980     0    49     1    20
 -6.9857876252812212E-01 a       981     0    50     1     1
 -1.6522925716202844E-01 a       982     0    50     1     2
  9.0949531928033230E-03 a       983     0    50     1     3
 -3.5614592040244364E-01 a       984     0    50     1     4
  1.2967624547635423E-01 a       985     0    50     1     5
 -2.8235002998332132E-01 a       986     0    50     1     6
  4.1044589604458365E-01 a       987     0    50     1     7
  5.2169229454253163E-01 a       988     0    50     1     8
  2.4465182991319287E-01 a       989     0    50     1     9
  4.5927409742403735E-01 a       990     0    50     1    10
 -6.0090980338818378E-01 a       991     0    50     1    11
  1.1744607446318585E-01 a       992     0    50     1    12
 -1.5871098145974741E-01 a       993     0    50     1    13
  4.1894760873715742E-01 a       994     0    50     1    14
 -3.4749223102778232E-01 a       995     0    50     1    15
  7.7880436797565594E-02 a       996     0    50     1    16
 -3.3895689913509802E-01 a       997     0    50     1    17
  5.2911940104071598E-01 a       998     0    50     1    18
 -4.0419922604491121E-01 a       999     0    50     1    19
 -3.3228611008833081E-01 a      1000     0    50     1    20
  1.6139449800568006E-01 a      1001     0    51     1     1
 -2.1310324197207589E-02 a      1002     0    51     1     2
  1.0323721232909007E-01 a      1003     0    51     1     3
 -9.1319457882701766E-02 a      1004     0    51     1     4
  1.1227548399859193E-01 a      1005     0    51     1     5
  2.1583087415095074E-02 a      1006     0    51     1     6
 -3.5562788889106869E-02 a      1007     0    51     1     7
 -6.3106920777778908E-02 a      1008     0    51     1     8
  2.5049728260689041E-01 a      1009     0    51     1     9
 -1.8101456112011469E-01 a      1010     0    51     1    10
 -8.8061932899982709E-02 a      1011     0    51     1    11
 -1.9728351619177423E-02 a      1012     0    51     1    12
  1.0048191842250059E-02 a      1013     0    51     1    13
  8.5127432445197687E-02 a      1014     0    51     1    14
 -4.6216193779868568E-02 a      1015     0    51     1    15
 -2.3060974090586514E-01 a      1016     0    51     1    16
  4.1572766644881173E-02 a      1017     0    51     1    17
  5.6488207283182920E-02 a      1018     0    51     1    18
 -9.6094758193671651E-02 a      1019     0    51     1    19
  1.3275834868903499E-01 a      1020     0    51     1    20
  1.5447733920683177E-01 a      1021     0    52     1     1
  9.6244532476006547E-02 a      1022     0    52     1     2
  1.8914608018719251E-01 a      1023     0    52     1     3
 -1.2117937198404888E-01 a      1024     0    52     1     4
 -6.9065331953769390E-02 a      1025     0    52     1     5
  6.7251985239792866E-02 a      1026     0    52     1     6
 -1.5915453948404687E-01 a      1027     0    52     1     7
  1.5758837298679781E-01 a      1028     0    52     1     8
  1.9146466247963562E-01 a      1029     0    52     1     9
  8.5837145063087275E-02 a      1030     0    52     1    10
 -1.4437930436456209E-01 a      1031     0    52     1    11
  3.9415072776400016E-02 a      1032     0    52     1    12
  8.1727535454979156E-02 a      1033     0    52     1    13
  6.6312420213712857E-03 a      1034     0    52     1    14
 -3.5545255957476998E-02 a      1035     0    52     1    15
  2.4426240323667647E-01 a      1036     0    52     1    16
  2.0807964492575254E-01 a      1037     0    52     1    17
  6.0250433157617710E-02 a      1038     0    52     1    18
 -9.8462062180904197E-02 a      1039     0    52     1    19
 -1.1302954260720922E-01 a      1040     0    52     1    20
 -6.1157489386791296E-02 a      1041     0    53     1     1
 -1.2829997380106900E-01 a      1042     0    53     1     2
 -1.6617965366315299E-02 a      1043     0    53     1     3
 -1.1590393459008877E-01 a      1044     0    53     1     4
 -2.7640238497502811E-02 a      1045     0    53     1     5
 -1.1195331633348263E-01 a      1046     0    53     1     6
 -8.6984946048396475E-02 a      1047     0    53     1     7
 -7.7881678102718913E-02 a      1048     0    53     1     8
