################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  4.3698225878079217E-01 a        33     0     2     1    13
 -8.1083191679233793E-02 a        34     0     2     1    14
 -1.8237986291071012E-01 a        35     0     2     1    15
  2.3541864730950757E-01 a        36     0     2     1    16
 -1.3965178778088866E-02 a        37     0     2     1    17
  3.5833592253694542E-02 a        38     0     2     1    18
 -2.1036032757213968E-01 a        39     0     2     1    19
  2.0643008682648542E-01 a        40     0     2     1    20
  1.1215840956994073E-01 a        41     0     3     1     1
 -2.5371590794326226E-01 a        42     0     3     1     2
 -1.1862746575751908E-01 a        43     0     3     1     3
 -5.7894262790721095E-02 a        44     0     3     1     4
 -1.5573332905097850E-01 a        45     0     3     1     5
 -1.0512667415271361E-01 a        46     0     3     1     6
  2.9300483005784989E-01 a        47     0     3     1     7
 -1.3664541289224977E-01 a        48     0     3     1     8
 -3.6141399081091194E-02 a        49     0     3     1     9
  2.0178113996888569E-01 a        50     0     3     1    10
  6.2383761840581899E-02 a        51     0     3     1    11
 -1.0923234702947200E-01 a        52     0     3     1    12
 -2.2815922809858207E-02 a        53     0     3     1    13
 -3.6004603078854597E-01 a        54     0     3     1    14
  7.0353817200201937E-02 a        55     0     3     1    15
 -1.3589125647200470E-01 a        56     0     3     1    16
  3.1886119837382276E-01 a        57     0     3     1    17
  5.0004522353132512E-02 a        58     0     3     1    18
  1.8687947527683332E-01 a        59     0     3     1    19
  5.0456263735120570E-02 a        60     0     3     1    20
  7.5797235431007918E-03 a        61     0     4     1     1
 -2.0133613502003725E-01 a        62     0     4     1     2
 -2.4527960256737716E-01 a        63     0     4     1     3
  5.6834221033636445E-02 a        64     0     4     1     4
 -2.8509353987353325E-01 a        65     0     4     1     5
  4.3705938828546426E-01 a        66     0     4     1     6
 -1.4505441551563450E-01 a        67     0     4     1     7
 -3.0700268315081408E-01 a        68     0     4     1     8
 -6.3369452974943719E-01 a        69     0     4     1     9
  1.4244862553507024E-02 a        70     0     4     1    10
 -1.2876949507792890E-01 a        71     0     4     1    11
  1.5157253125489606E-01 a        72     0     4     1    12
  2.0779914982770512E-01 a        73     0     4     1    13
  1.8619081821228584E-01 a        74     0     4     1    14
 -1.2115474729143801E-01 a        75     0     4     1    15
 -6.1721634346831943E-02 a        76     0     4     1    16
  2.1783947037745272E-01 a        77     0     4     1    17
 -1.7903329537242837E-01 a        78     0     4     1    18
 -1.1863434758736527E-01 a        79     0     4     1    19
 -2.2869191175189738E-01 a        80     0     4     1    20
  5.6627138279081868E-01 a        81     0     5     1     1
  1.8099410289704562E-01 a        82     0     5     1     2
  9.1609304651455850E-02 a        83     0     5     1     3
  4.1331352806871384E-02 a        84     0     5     1     4
 -1.6564861580762538E-01 a        85     0     5     1     5
  1.4579561043243361E-01 a        86     0     5     1     6
  4.6820555676926373E-01 a        87     0     5     1     7
 -1.5256353391768157E-01 a        88     0     5     1     8
 -3.1422094246889126E-01 a        89     0     5     1     9
 -2.1884949236482387E-01 a        90     0     5     1    10
  1.5104734432249969E-01 a        91     0     5     1    11
 -3.0747232629603306E-02 a        92     0     5     1    12
 -3.4712436482053173E-03 a        93     0     5     1    13
  6.0663816020312200E-01 a        94     0     5     1    14
  3.9411325409888509E-01 a        95     0     5     1    15
 -3.1368611262006080E-01 a        96     0     5     1    16
 -5.0186712365215082E-02 a        97     0     5     1    17
  1.8401994142808206E-01 a        98     0     5     1    18
  4.0671718366395243E-01 a        99     0     5     1    19
  2.1222309990396945E-01 a       100     0     5     1    20
  2.9962572526845359E-02 a       101     0     6     1     1
  2.2012446868164126E-01 a       102     0     6     1     2
  2.7077186785927987E-01 a       103     0     6     1     3
 -4.1989807008010555E-02 a       104     0     6     1     4
 -2.1477863468763923E-02 a       105     0     6     1     5
 -6.9511216749571891E-02 a       106     0     6     1     6
 -1.1260856557091747E-01 a       107     0     6     1     7
 -2.4466692564455084E-01 a       108     0     6     1     8
 -2.8211802275686559E-01 a       109     0     6     1     9
  1.8741475118287956E-01 a       110     0     6     1    10
 -4.4241695060837784E-02 a       111     0     6     1    11
 -9.4373239180213318E-03 a       112     0     6     1    12
  1.3369931908199131E-01 a       113     0     6     1    13
 -2.8813479409171411E-01 a       114     0     6     1    14
  8.8794808747217503E-03 a       115     0     6     1    15
  2.8447172130724691E-01 a       116     0     6     1    16
 -1.5159836296358416E-02 a       117     0     6     1    17
  1.7952432169474744E-01 a       118     0     6     1    18
  3.2275554710360133E-01 a       119     0     6     1    19
  7.6320047298884766E-02 a       120     0     6     1    20
 -2.7802441988058063E-01 a       121     0     7     1     1
  3.7597888124288176E-01 a       122     0     7     1     2
  1.3201803770409602E-02 a       123     0     7     1     3
 -1.2962379921376244E-01 a       124     0     7     1     4
  6.0236601331111717E-01 a       125     0     7     1     5
 -9.2307701247559965E-02 a       126     0     7     1     6
  1.1904346117726705E-01 a       127     0     7     1     7
  3.8907714762486206E-01 a       128     0     7     1     8
  3.0832511632840021E-01 a       129     0     7     1     9
  4.5897351796910241E-01 a       130     0     7     1    10
  1.1349615513298930E-01 a       131     0     7     1    11
 -1.6411595303389465E-01 a       132     0     7     1    12
 -3.0779165503671818E-01 a       133     0     7     1    13
 -4.3362814147125334E-01 a       134     0     7     1    14
  3.6048371211588542E-01 a       135     0     7     1    15
 -1.0991010498538620E-01 a       136     0     7     1    16
 -3.9758582823784960E-01 a       137     0     7     1    17
 -1.9549453308533876E-01 a       138     0     7     1    18
  3.6615454047967927E-01 a       139     0     7     1    19
 -6.7939604067700499E-02 a       140     0     7     1    20
 -7.6401532489872304E-02 a       141     0     8     1     1
 -3.0680315306146666E-01 a       142     0     8     1     2
 -1.0226755593790877E-01 a       143     0     8     1     3
 -8.4389876653254842E-02 a       144     0     8     1     4
 -4.1171262219357609E-02 a       145     0     8     1     5
 -1.1941940325279095E-01 a       146     0     8     1     6
 -2.7691044316631808E-01 a       147     0     8     1     7
 -2.9851384413045623E-01 a       148     0     8     1     8
  3.1131739527028096E-01 a       149     0     8     1     9
  9.1088257822258441E-03 a       150     0     8     1    10
  1.3089241617220542E-02 a       151     0     8     1    11
 -1.7163413077516024E-01 a       152     0     8     1    12
  3.1057494486704690E-01 a       153     0     8     1    13
 -8.1232532535892341E-02 a       154     0     8     1    14
 -1.9248563897552734E-01 a       155     0     8     1    15
 -6.9385718509016911E-02 a       156     0     8     1    16
  6.4846294291642362E-02 a       157     0     8     1    17
  3.1217292630188437E-01 a       158     0     8     1    18
 -1.7211423048671973E-01 a       159     0     8     1    19
  2.1731258104658757E-01 a       160     0     8     1    20
  8.2926342606447934E-02 a       161     0     9     1     1
  2.5543649641021399E-01 a       162     0     9     1     2
 -2.4033373855025908E-01 a       163     0     9     1     3
  1.5341109798627761E-01 a       164     0     9     1     4
 -1.7605107440351882E-02 a       165     0     9     1     5
 -1.1470653373631456E-01 a       166     0     9     1     6
  7.7236398981433599E-02 a       167     0     9     1     7
  1.4933494310436444E-02 a       168     0     9     1     8
  1.5645834388208787E-01 a       169     0     9     1     9
 -1.7486929165115248E-01 a       170     0     9     1    10
  1.4099471518044082E-01 a       171     0     9     1    11
  2.5260992124721515E-01 a       172     0     9     1    12
 -2.2028076563849194E-01 a       173     0     9     1    13
  1.1014249975872320E-01 a       174     0     9     1    14
 -2.3676446280582114E-01 a       175     0     9     1    15
 -1.2264443547988056E-01 a       176     0     9     1    16
  1.8167774594997252E-01 a       177     0     9     1    17
 -7.6649015549102750E-02 a       178     0     9     1    18
  1.5428860421801760E-01 a       179     0     9     1    19
 -1.4481338756939446E-01 a       180     0     9     1    20
 -1.4433481211105392E-01 a       181     0    10     1     1
 -2.6893023790151349E-01 a       182     0    10     1     2
 -4.6534311919485392E-02 a       183     0    10     1     3
  7.0518270542070605E-02 a       184     0    10     1     4
 -8.7362876953595470E-01 a       185     0    10     1     5
  1.8757609335007208E-01 a       186     0    10     1     6
  2.1964043148367885E-03 a       187     0    10     1     7
  1.1918616053745530E-01 a       188     0    10     1     8
 -2.0472334573082765E-01 a       189     0    10     1     9
 -3.5303208824668107E-02 a       190     0    10     1    10
 -8.7790228448574675E-02 a       191     0    10     1    11
  1.4543802840875594E-01 a       192     0    10     1    12
  2.3850250378559712E-01 a       193     0    10     1    13
  3.8882238281539405E-01 a       194     0    10     1    14
 -2.1844436493139496E-01 a       195     0    10     1    15
  9.0370080348070925E-02 a       196     0    10     1    16
 -1.7354791537972619E-01 a       197     0    10     1    17
  1.5372697640500801E-01 a       198     0    10     1    18
 -1.4780146368416630E-01 a       199     0    10     1    19
 -6.2091700951511855E-02 a       200     0    10     1    20
 -1.5507589815975606E-01 a       201     0    11     1     1
 -4.5734904992091575E-02 a       202     0    11     1     2
  5.9231623862063251E-02 a       203     0    11     1     3
  2.1052585637267973E-01 a       204     0    11     1     4
 -1.4688635916908802E-01 a       205     0    11     1     5
 -4.6053410023313091E-02 a       206     0    11     1     6
  8.8674263429573186E-02 a       207     0    11     1     7
 -2.2579087693232189E-01 a       208     0    11     1     8
 -1.2331242449039594E-01 a       209     0    11     1     9
  5.7387834178482935E-02 a       210     0    11     1    10
  1.3961499576995628E-01 a       211     0    11     1    11
  3.1090220128509877E-01 a       212     0    11     1    12
 -3.5753966684131361E-01 a       213     0    11     1    13
 -1.0197418199634161E-02 a       214     0    11     1    14
 -4.6498584497601581E-02 a       215     0    11     1    15
  1.7119140080518322E-01 a       216     0    11     1    16
  7.8240271074882337E-02 a       217     0    11     1    17
  1.1465000233147796E-01 a       218     0    11     1    18
  1.2438286293000986E-01 a       219     0    11     1    19
  7.8135784715068046E-02 a       220     0    11     1    20
 -2.3588091923764187E-01 a       221     0    12     1     1
 -6.9935532702802934E-03 a       222     0    12     1     2
  1.5725850588648560E-01 a       223     0    12     1     3
  3.5238794305387629E-02 a       224     0    12     1     4
 -1.7060404400675125E-01 a       225     0    12     1     5
  1.0187187909624218E-01 a       226     0    12     1     6
 -1.1980846987966209E-01 a       227     0    12     1     7
  1.1922816815187917E-01 a       228     0    12     1     8
  2.1419120113077780E-02 a       229     0    12     1     9
  5.7880657532918822E-02 a       230     0    12     1    10
 -2.7231240371122167E-01 a       231     0    12     1    11
  1.8808141673949269E-01 a       232     0    12     1    12
  6.6761248545930449E-02 a       233     0    12     1    13
 -1.8851301496758389E-02 a       234     0    12     1    14
  2.4176554591196286E-01 a       235     0    12     1    15
  2.2352552870624542E-01 a       236     0    12     1    16
 -2.5768901999584071E-01 a       237     0    12     1    17
 -1.0375703330434817E-01 a       238     0    12     1    18
 -2.4030294907391883E-01 a       239     0    12     1    19
  1.3213156626043129E-01 a       240     0    12     1    20
 -2.1842583782071150E-02 a       241     0    13     1     1
  7.3941000366908594E-02 a       242     0    13     1     2
 -4.1215232740447874E-02 a       243     0    13     1     3
 -9.8845955791175260E-03 a       244     0    13     1     4
  2.0718703585778470E-01 a       245     0    13     1     5
 -4.1818707252883431E-03 a       246     0    13     1     6
 -1.8765111934332078E-02 a       247     0    13     1     7
 -1.2116315764882968E-01 a       248     0    13     1     8
 -1.5413951592620995E-01 a       249     0    13     1     9
  1.5381789140262542E-01 a       250     0    13     1    10
  1.7122756447218362E-01 a       251     0    13     1    11
 -4.8602723604430659E-02 a       252     0    13     1    12
 -1.0933540122148101E-02 a       253     0    13     1    13
 -4.0935604268001047E-01 a       254     0    13     1    14
  2.0631857738057111E-01 a       255     0    13     1    15
 -9.3532826248287806E-02 a       256     0    13     1    16
  2.3476694489405481E-02 a       257     0    13     1    17
 -2.0160384691707020E-01 a       258     0    13     1    18
  2.1016410124855545E-01 a       259     0    13     1    19
 -1.3651859670878222E-01 a       260     0    13     1    20
  2.6661958350773063E-01 a       261     0    14     1     1
  9.4126911805924876E-02 a       262     0    14     1     2
 -5.4512784824056998E-02 a       263     0    14     1     3
  8.2030197745945180E-02 a       264     0    14     1     4
 -5.5282380611625138E-02 a       265     0    14     1     5
  1.2546259802519882E-01 a       266     0    14     1     6
  7.0470558973428993E-02 a       267     0    14     1     7
  5.4852192573454937E-02 a       268     0    14     1     8
 -3.8742515153144884E-02 a       269     0    14     1     9
 -1.6734613549967112E-01 a       270     0    14     1    10
  3.7285037795420431E-02 a       271     0    14     1    11
 -9.2629307842747088E-02 a       272     0    14     1    12
  2.3847777630135500E-01 a       273     0    14     1    13
 -1.3111676576962453E-02 a       274     0    14     1    14
 -1.9122130276409011E-01 a       275     0    14     1    15
 -1.4493533012081761E-01 a       276     0    14     1    16
  8.6139872381421432E-03 a       277     0    14     1    17
  2.1645943432571574E-01 a       278     0    14     1    18
 -1.2192002993866849E-01 a       279     0    14     1    19
 -2.8684182104724773E-03 a       280     0    14     1    20
  2.5031004942324880E-02 a       281     0    15     1     1
  4.0354726058743268E-02 a       282     0    15     1     2
  9.0534900864006146E-02 a       283     0    15     1     3
  1.1938018329394634E-01 a       284     0    15     1     4
 -1.6917993838317089E-02 a       285     0    15     1     5
 -3.2614411908281488E-02 a       286     0    15     1     6
  8.6047921649726911E-02 a       287     0    15     1     7
  5.3617397565298423E-02 a       288     0    15     1     8
  5.1172861513026066E-02 a       289     0    15     1     9
 -5.0714112661493518E-02 a       290     0    15     1    10
  7.9325013810582184E-02 a       291     0    15     1    11
  1.3176223300155118E-01 a       292     0    15     1    12
 -9.0208093520760882E-03 a       293     0    15     1    13
  4.0001923779036767E-02 a       294     0    15     1    14
 -1.1222420349367665E-01 a       295     0    15     1    15
  1.0651804332143651E-01 a       296     0    15     1    16
 -3.0037506102410799E-01 a       297     0    15     1    17
 -9.3768761317053584E-02 a       298     0    15     1    18
  2.1429299015906922E-01 a       299     0    15     1    19
 -1.5902341670727092E-02 a       300     0    15     1    20
 -2.3449301074506940E-01 a       301     0    16     1     1
 -1.5605489997082581E-01 a       302     0    16     1     2
 -4.8378947410480828E-02 a       303     0    16     1     3
  1.5301905366330981E-01 a       304     0    16     1     4
 -1.2103012964163416E-01 a       305     0    16     1     5
 -1.3882897890376807E-02 a       306     0    16     1     6
 -1.5009931940896082E-01 a       307     0    16     1     7
  2.6957053322457164E-01 a       308     0    16     1     8
  1.8399240680067117E-01 a       309     0    16     1     9
  3.2160146157228842E-01 a       310     0    16     1    10
 -4.6299251822783188E-02 a       311     0    16     1    11
  1.6766321395224004E-01 a       312     0    16     1    12
  4.1540845811763052E-02 a       313     0    16     1    13
  8.2547693384679419E-02 a       314     0    16     1    14
  7.6194419619232456E-02 a       315     0    16     1    15
  1.2817382249469852E-01 a       316     0    16     1    16
 -5.9641914062950212E-02 a       317     0    16     1    17
  8.9970829515086947E-03 a       318     0    16     1    18
  6.6592622368302629E-02 a       319     0    16     1    19
 -2.3593809579266743E-02 a       320     0    16     1    20
 -5.7786394052447551E-02 a       321     0    17     1     1
 -8.9011510505839442E-02 a       322     0    17     1     2
  3.3625001085409265E-02 a       323     0    17     1     3
 -8.4245433621970262E-02 a       324     0    17     1     4
  1.5631402908321973E-01 a       325     0    17     1     5
 -2.6622566357985371E-02 a       326     0    17     1     6
 -1.5078375766897484E-01 a       327     0    17     1     7
 -2.3211638661893183E-01 a       328     0    17     1     8
  9.8830388428604032E-02 a       329     0    17     1     9
 -1.1019823991856621E-01 a       330     0    17     1    10
  2.6589645559057578E-03 a       331     0    17     1    11
 -4.4797230742614630E-02 a       332     0    17     1    12
 -8.4257510811357392E-02 a       333     0    17     1    13
  2.4031843222188554E-01 a       334     0    17     1    14
  8.4184671205350170E-02 a       335     0    17     1    15
 -5.4193311203045692E-02 a       336     0    17     1    16
  2.0716013000353011E-02 a       337     0    17     1    17
  1.1158754260976324E-02 a       338     0    17     1    18
 -4.3636964450002008E-02 a       339     0    17     1    19
  1.1929758675536911E-01 a       340     0    17     1    20
 -4.0520697927277492E-02 a       341     0    18     1     1
  1.3812600125078325E-01 a       342     0    18     1     2
  1.2337262500722088E-01 a       343     0    18     1     3
 -8.9535510978789104E-02 a       344     0    18     1     4
 -3.1005553112712938E-02 a       345     0    18     1     5
  5.0730556046260082E-02 a       346     0    18     1     6
  6.3346417293997259E-02 a       347     0    18     1     7
 -8.6301339542157240E-02 a       348     0    18     1     8
 -1.7339094117757092E-01 a       349     0    18     1     9
 -4.7596636235370117E-02 a       350     0    18     1    10
 -1.1085285058588217E-01 a       351     0    18     1    11
 -1.9452886807365840E-02 a       352     0    18     1    12
 -2.3858909624147297E-02 a       353     0    18     1    13
 -6.5981250755109327E-02 a       354     0    18     1    14
  1.3177444965250329E-01 a       355     0    18     1    15
  1.1524687363807053E-02 a       356     0    18     1    16
  1.1324541988772759E-01 a       357     0    18     1    17
 -6.3363383108971841E-02 a       358     0    18     1    18
 -5.3720239376743452E-02 a       359     0    18     1    19
  1.0898340674543894E-01 a       360     0    18     1    20
 -3.2334688190711898E-02 a       361     0    19     1     1
  1.1349594919147170E-01 a       362     0    19     1     2
  1.3499269033790562E-01 a       363     0    19     1     3
 -1.3090072336447664E-01 a       364     0    19     1     4
 -2.1444893769170154E-01 a       365     0    19     1     5
 -1.0137093512938028E-01 a       366     0    19     1     6
  1.0640907392106953E-01 a       367     0    19     1     7
  1.2129954235111642E-01 a       368     0    19     1     8
 -1.7455764037321139E-01 a       369     0    19     1     9
 -8.6149686050428595E-02 a       370     0    19     1    10
  2.0126174057103860E-02 a       371     0    19     1    11
 -8.2670034369525081E-02 a       372     0    19     1    12
 -5.1908514925266297E-02 a       373     0    19     1    13
  2.8744293119915179E-02 a       374     0    19     1    14
 -6.3537828349215911E-02 a       375     0    19     1    15
  1.6069742241999928E-02 a       376     0    19     1    16
 -3.2450375770079982E-02 a       377     0    19     1    17
 -1.9292413835191494E-01 a       378     0    19     1    18
 -1.5546835974778608E-01 a       379     0    19     1    19
  4.1778624372017716E-02 a       380     0    19     1    20
  2.4214101492552653E-01 a       381     0    20     1     1
  1.6490905690779284E-01 a       382     0    20     1     2
 -6.2171039341245272E-02 a       383     0    20     1     3
 -4.8502014013857918E-02 a       384     0    20     1     4
  3.8790430788042327E-02 a       385     0    20     1     5
  1.0833541302009679E-01 a       386     0    20     1     6
  8.9918351980010705E-02 a       387     0    20     1     7
 -1.8306680672135318E-02 a       388     0    20     1     8
 -1.7441652036546740E-02 a       389     0    20     1     9
 -1.9148315974597005E-01 a       390     0    20     1    10
 -4.1284029578577804E-02 a       391     0    20     1    11
 -1.3654039229148029E-01 a       392     0    20     1    12
  3.7013693443844302E-02 a       393     0    20     1    13
  6.6053670311022786E-02 a       394     0    20     1    14
 -1.3237831475798850E-01 a       395     0    20     1    15
 -9.8426303030237153E-02 a       396     0    20     1    16
 -1.2152466932622166E-01 a       397     0    20     1    17
  1.3542286444014914E-01 a       398     0    20     1    18
 -1.6558640191609894E-02 a       399     0    20     1    19
 -5.5082145575058548E-02 a       400     0    20     1    20
 -6.0729105090272503E-02 a       401     0    21     1     1
 -9.7139062701518744E-02 a       402     0    21     1     2
 -4.9072346296268797E-02 a       403     0    21     1     3
  1.3132885639995753E-01 a       404     0    21     1     4
 -5.1749391912172084E-04 a       405     0    21     1     5
 -1.9706691534317148E-02 a       406     0    21     1     6
 -1.0765075425917638E-01 a       407     0    21     1     7
  9.7275258753243499E-02 a       408     0    21     1     8
  1.0538509672959379E-01 a       409     0    21     1     9
  8.6088672169347000E-02 a       410     0    21     1    10
 -5.1649261057924681E-02 a       411     0    21     1    11
  8.7709584890812153E-02 a       412     0    21     1    12
  1.3250451278584716E-03 a       413     0    21     1    13
 -9.2530839168553355E-02 a       414     0    21     1    14
 -1.6833386802718830E-04 a       415     0    21     1    15
  7.1631392140464545E-02 a       416     0    21     1    16
 -7.6208840769250441E-02 a       417     0    21     1    17
  6.1588165304514275E-02 a       418     0    21     1    18
  5.9386058775985984E-03 a       419     0    21     1    19
 -5.9605064906658047E-02 a       420     0    21     1    20
 -5.2756393447978181E-02 a       421     0    22     1     1
 -1.1289496529737049E-01 a       422     0    22     1     2
 -3.5968416096489458E-02 a       423     0    22     1     3
  1.0936323889574119E-01 a       424     0    22     1     4
  1.2221801695982272E-01 a       425     0    22     1     5
  5.7714738266749221E-02 a       426     0    22     1     6
 -6.9147030922841801E-02 a       427     0    22     1     7
 -1.3864347051842324E-01 a       428     0    22     1     8
  5.9606110316226667E-02 a       429     0    22     1     9
  6.8142104313669613E-02 a       430     0    22     1    10
 -3.4093114908792493E-02 a       431     0    22     1    11
  7.9126884140392623E-02 a       432     0    22     1    12
  6.4672651336696765E-02 a       433     0    22     1    13
 -1.8956909200655148E-01 a       434     0    22     1    14
  1.6157785366622993E-01 a       435     0    22     1    15
  3.8510545924886772E-02 a       436     0    22     1    16
  6.7642066681117038E-02 a       437     0    22     1    17
 -5.3835414757660079E-02 a       438     0    22     1    18
  1.6117899379601111E-01 a       439     0    22     1    19
 -1.6964134301460546E-02 a       440     0    22     1    20
  9.9721747831415190E-03 a       441     0    23     1     1
 -8.9529400199791609E-02 a       442     0    23     1     2
 -3.3945753805666272E-02 a       443     0    23     1     3
 -4.3301363622907416E-02 a       444     0    23     1     4
  1.3177709075953467E-01 a       445     0    23     1     5
  6.0317227767399915E-02 a       446     0    23     1     6
 -7.2425106419258783E-02 a       447     0    23     1     7
 -1.3474948040927656E-01 a       448     0    23     1     8
 -4.2601741237860861E-02 a       449     0    23     1     9
  4.6151654665821822E-02 a       450     0    23     1    10
  3.2907274725194405E-02 a       451     0    23     1    11
 -6.6296772205494223E-02 a       452     0    23     1    12
 -2.0613981833978281E-03 a       453     0    23     1    13
  4.4707788447622555E-02 a       454     0    23     1    14
  2.1238781066491977E-02 a       455     0    23     1    15
 -9.4641806187844291E-02 a       456     0    23     1    16
  1.2709636379018863E-01 a       457     0    23     1    17
  2.0165288209936921E-01 a       458     0    23     1    18
  2.9857879080430472E-02 a       459     0    23     1    19
  3.2083300182363279E-02 a       460     0    23     1    20
  3.2454799732248192E-02 a       461     0    24     1     1
  9.4496752273008702E-02 a       462     0    24     1     2
  6.8967855941754558E-02 a       463     0    24     1     3
 -4.2341999795691615E-02 a       464     0    24     1     4
 -2.2128302149465890E-02 a       465     0    24     1     5
  5.7610295796701863E-02 a       466     0    24     1     6
  6.9082218211909380E-02 a       467     0    24     1     7
 -7.5063806579445239E-02 a       468     0    24     1     8
 -1.5460185414855473E-01 a       469     0    24     1     9
 -1.4045401185490561E-02 a       470     0    24     1    10
 -1.7849619168306467E-02 a       471     0    24     1    11
  6.8256220513014743E-03 a       472     0    24     1    12
 -2.3903955559720882E-02 a       473     0    24     1    13
 -5.2769627023094179E-02 a       474     0    24     1    14
  6.8003816696281513E-02 a       475     0    24     1    15
  1.9648992773345763E-02 a       476     0    24     1    16
  2.3626432558216684E-02 a       477     0    24     1    17
 -3.6883287649161732E-02 a       478     0    24     1    18
  7.9850017869197085E-02 a       479     0    24     1    19
  7.0248982343016186E-02 a       480     0    24     1    20
 -5.2931481895902063E-02 a       481     0    25     1     1
  9.0116497721180647E-02 a       482     0    25     1     2
 -1.2624585832331791E-02 a       483     0    25     1     3
  1.8156750902509639E-02 a       484     0    25     1     4
 -9.6338118014687169E-02 a       485     0    25     1     5
 -1.6503687512207027E-01 a       486     0    25     1     6
 -1.0022272497722209E-01 a       487     0    25     1     7
  2.6791886459038700E-01 a       488     0    25     1     8
  5.7936291851521035E-02 a       489     0    25     1     9
 -1.7343264764888108E-02 a       490     0    25     1    10
  5.1902958008206011E-02 a       491     0    25     1    11
  3.8337693650543916E-02 a       492     0    25     1    12
 -6.1063353023638564E-02 a       493     0    25     1    13
  1.9834355231839221E-01 a       494     0    25     1    14
 -1.2237025808094038E-01 a       495     0    25     1    15
  2.1139826954000820E-02 a       496     0    25     1    16
  4.7450745030801322E-02 a       497     0    25     1    17
 -1.4144157973978475E-01 a       498     0    25     1    18
 -1.1966142397998258E-02 a       499     0    25     1    19
 -4.3354549965319220E-02 a       500     0    25     1    20
  4.0526790597764720E-02 a       501     0    26     1     1
  1.0446820855483487E-02 a       502     0    26     1     2
  2.3316464018001467E-02 a       503     0    26     1     3
  1.4495017062944595E-02 a       504     0    26     1     4
 -2.8156928403589770E-02 a       505     0    26     1     5
 -1.7394217997034073E-02 a       506     0    26     1     6
  1.0167670226302476E-01 a       507     0    26     1     7
 -2.1885086592339426E-02 a       508     0    26     1     8
  9.9298407711699732E-02 a       509     0    26     1     9
 -8.6604083575536367E-02 a       510     0    26     1    10
 -4.4370758998477949E-02 a       511     0    26     1    11
  5.4657649417313624E-02 a       512     0    26     1    12
 -4.0685884548815176E-03 a       513     0    26     1    13
 -1.2818815216522925E-02 a       514     0    26     1    14
 -2.0708182918744222E-02 a       515     0    26     1    15
  7.0675647261362676E-02 a       516     0    26     1    16
 -1.9980362874165083E-01 a       517     0    26     1    17
 -2.0282915326771032E-02 a       518     0    26     1    18
 -5.3865240034160572E-02 a       519     0    26     1    19
  2.1766881436172923E-02 a       520     0    26     1    20
 -5.6008341378798149E-02 a       521     0    27     1     1
 -7.7527278930546409E-02 a       522     0    27     1     2
 -1.3036214852499201E-02 a       523     0    27     1     3
 -1.4455686293559714E-02 a       524     0    27     1     4
  1.7620022684669567E-02 a       525     0    27     1     5
 -3.9679856218263233E-02 a       526     0    27     1     6
  7.5019243954831923E-03 a       527     0    27     1     7
  8.3444601417645245E-02 a       528     0    27     1     8
  7.1180424421455044E-02 a       529     0    27     1     9
  4.6503229080535136E-03 a       530     0    27     1    10
