rank,epoch,train_step,traj,frame,frame_index,force_mae,force_rmse,energy_abs_error,epistemic_mean,epistemic_p95,epistemic_max,aleatoric_mean,aleatoric_p95,aleatoric_max
142,99,900,b,26518,29474,0.005648704711347818,0.007361969444900751,0.02001953125,0.0017220956506207585,0.00255012814886868,0.0035147264134138823,0.003448908217251301,0.004728219471871853,0.006174652371555567
143,99,900,b,26366,29398,0.0056207249872386456,0.007448873948305845,0.0078125,0.0017258751904591918,0.0025500962510704994,0.0037779014091938734,0.0034508865792304277,0.0046915290877223015,0.006208846345543861
144,99,900,a,27744,13872,0.005704708397388458,0.007540430873632431,0.015869140625,0.0017425252590328455,0.0025498976465314627,0.004712773486971855,0.003479413688182831,0.0046906499192118645,0.008024663664400578
145,99,900,b,27614,30022,0.0050728814676404,0.006679615005850792,0.0166015625,0.0017037289217114449,0.0025496864691376686,0.0039992970414459705,0.003420211374759674,0.00466686487197876,0.0066497051157057285
146,99,900,b,26198,29314,0.005716420244425535,0.007497269194573164,0.000244140625,0.0017277320148423314,0.0025491805281490088,0.003565045539289713,0.0034536998718976974,0.004685233347117901,0.0060089826583862305
147,99,900,a,28080,14040,0.005807189270853996,0.007795738987624645,0.009033203125,0.0017282754415646195,0.0025491316337138414,0.0037307878956198692,0.003453249577432871,0.004659169353544712,0.006344588939100504
148,99,900,a,27920,13960,0.005595400929450989,0.007512040436267853,0.012939453125,0.0017366588581353426,0.0025490487460047007,0.0035534147173166275,0.003468927461653948,0.004673630930483341,0.006174708250910044
149,99,900,b,26094,29262,0.006009092554450035,0.007978400215506554,0.006103515625,0.001741879852488637,0.0025488194078207016,0.003542855381965637,0.0034766336902976036,0.004702385980635881,0.006301035638898611
150,99,900,a,27680,13840,0.005574909504503012,0.007332904264330864,0.007080078125,0.0017375706229358912,0.002548817079514265,0.0035703382454812527,0.0034681272227317095,0.004676278214901686,0.006023588124662638
151,99,900,a,28128,14064,0.005778895691037178,0.0076318769715726376,0.01708984375,0.0017280831234529614,0.0025484447833150625,0.003668887307867408,0.0034574337769299746,0.004695576149970293,0.006178230978548527
152,99,900,a,27496,13748,0.005556564778089523,0.00729110324755311,0.003173828125,0.0017579409759491682,0.0025484394282102585,0.003629398765042424,0.0035010105930268764,0.004725179634988308,0.006159071810543537
153,99,900,a,26152,13076,0.005483674351125956,0.007272027432918549,0.004150390625,0.0017176588298752904,0.0025483379140496254,0.003389862598851323,0.0034430352970957756,0.0047277770936489105,0.005846534390002489
154,99,900,a,26040,13020,0.00541287288069725,0.007136124651879072,0.001708984375,0.0017422573873773217,0.0025482280179858208,0.003633883548900485,0.0034828120842576027,0.004696596413850784,0.006178016308695078
155,99,900,b,26686,29558,0.005513657815754414,0.007371335290372372,0.015380859375,0.0017328013200312853,0.0025481125339865685,0.0036166785284876823,0.00346397771500051,0.004698475357145071,0.00638627028092742
156,99,900,a,27976,13988,0.005798073951154947,0.007547516841441393,0.001708984375,0.0017463945550844073,0.00254786666482687,0.0035389915574342012,0.003482671920210123,0.004727368243038654,0.006091124843806028
157,99,900,b,26278,29354,0.005987593904137611,0.007882383652031422,0.001220703125,0.0017235486302524805,0.002547675045207143,0.003907287027686834,0.0034469750244170427,0.004686425905674696,0.006552976556122303
158,99,900,b,29182,30806,0.005473974626511335,0.007266120053827763,0.01025390625,0.0017297571757808328,0.0025476159062236547,0.003783656284213066,0.0034583224914968014,0.004686922766268253,0.006648434326052666
159,99,900,a,26968,13484,0.005745151545852423,0.0074981097131967545,0.001953125,0.001722686574794352,0.0025475865695625544,0.0036058647092431784,0.003444013651460409,0.004676369484513998,0.006000868510454893
160,99,900,b,28758,30594,0.006015417631715536,0.007831044495105743,0.01611328125,0.0017310540424659848,0.0025473968125879765,0.0038055144250392914,0.0034589264541864395,0.004677889868617058,0.006551452446728945
161,99,900,a,27616,13808,0.005970865022391081,0.007802049163728952,0.001220703125,0.0017240551533177495,0.0025473793502897024,0.0035239607095718384,0.003449788084253669,0.00467422092333436,0.0062975334003567696
162,99,900,a,28032,14016,0.005845365580171347,0.007639080751687288,0.010986328125,0.0017500580288469791,0.002547345357015729,0.0037613597232848406,0.0034889490343630314,0.004662046674638987,0.006318494211882353
163,99,900,a,25992,12996,0.00557576771825552,0.007224148139357567,0.017822265625,0.0017290969844907522,0.0025472037959843874,0.004586133640259504,0.003461041720584035,0.004682412836700678,0.007555678486824036
164,99,900,b,27854,30142,0.005262880120426416,0.007021166849881411,0.008056640625,0.001725527225062251,0.0025471386034041643,0.003906500060111284,0.003447554539889097,0.004643837921321392,0.006399397272616625
165,99,900,a,27704,13852,0.005716043058782816,0.0075004734098911285,0.002685546875,0.0017374231247231364,0.0025468410458415747,0.0034168707206845284,0.003471244825050235,0.004686529748141766,0.005757673643529415
166,99,900,a,27008,13504,0.005780699662864208,0.00771663524210453,0.0166015625,0.001726433401927352,0.002546141156926751,0.0036883107386529446,0.0034463293850421906,0.004689482972025871,0.006476425100117922
167,99,900,b,28886,30658,0.0056081837974488735,0.007282625883817673,0.0107421875,0.0017272126860916615,0.002546000061556697,0.004136658739298582,0.003455091966316104,0.004741670563817024,0.006827668286859989
168,99,900,b,28902,30666,0.00553457485511899,0.007284496445208788,0.0107421875,0.0017125136218965054,0.0025454270653426647,0.004044851288199425,0.0034329507034271955,0.004667269065976143,0.006648443639278412
169,99,900,a,28200,14100,0.005510582122951746,0.007246506866067648,0.009521484375,0.0017321719788014889,0.0025451728142797947,0.003853395115584135,0.003463959554210305,0.004689888563007116,0.006493182387202978
170,99,900,b,26230,29330,0.0056997863575816154,0.007440266665071249,0.005615234375,0.0017358915647491813,0.0025448347441852093,0.0036159795708954334,0.003468849929049611,0.004703867714852095,0.006117640528827906
171,99,900,a,29072,14536,0.006016481202095747,0.007914386689662933,0.013916015625,0.001736525446176529,0.002544444054365158,0.004032938741147518,0.0034648729488253593,0.0046998849138617516,0.006955096032470465
172,99,900,a,27184,13592,0.00584887620061636,0.00773196667432785,0.0068359375,0.0017350319540128112,0.0025439320597797632,0.003704783506691456,0.0034678441006690264,0.004690631292760372,0.00659590819850564
173,99,900,b,28606,30518,0.0054916501976549625,0.007093776948750019,0.00341796875,0.0017229759832844138,0.0025439108721911907,0.00359443505294621,0.003446146845817566,0.004670877940952778,0.00613428233191371
174,99,900,a,26112,13056,0.005614823196083307,0.007426192052662373,0.007080078125,0.001720324857160449,0.0025438673328608274,0.0037443407345563173,0.003446024376899004,0.004634480457752943,0.006276449654251337
175,99,900,a,28152,14076,0.005456758663058281,0.007202002685517073,0.000244140625,0.001725656446069479,0.002543793758377433,0.004033504519611597,0.003455129684880376,0.004724934231489897,0.006940906401723623
176,99,900,b,28766,30598,0.00562472827732563,0.007518220692873001,0.01416015625,0.001720710308291018,0.0025431460235267878,0.0038479322101920843,0.0034435398411005735,0.004705795552581549,0.006334496196359396
177,99,900,a,29056,14528,0.005757955834269524,0.007650458253920078,0.012451171875,0.0017440235242247581,0.002542849164456129,0.0034544242080301046,0.0034759421832859516,0.004745432175695896,0.005767066963016987
178,99,900,a,27152,13576,0.005854360293596983,0.007806634064763784,0.002197265625,0.0017433074535802007,0.0025422838516533375,0.004051961936056614,0.0034743130672723055,0.004705279599875212,0.006603359244763851
179,99,900,b,26566,29498,0.005592403467744589,0.007331963628530502,0.007568359375,0.0017300010658800602,0.002542167203500867,0.0035079079680144787,0.003455531317740679,0.004665853921324015,0.00604657968506217
180,99,900,a,26456,13228,0.005459960550069809,0.007338329683989286,0.001220703125,0.001731637865304947,0.002542067551985383,0.0034404019825160503,0.0034642298705875874,0.004676043055951595,0.006263949908316135
181,99,900,a,28672,14336,0.005689216312021017,0.007706167176365852,0.009765625,0.0017318689497187734,0.0025419280864298344,0.0038506125565618277,0.003463505068793893,0.004719362128525972,0.006432982627302408
182,99,900,a,26856,13428,0.005556606221944094,0.007480838801711798,0.019775390625,0.0017162160947918892,0.002541783032938838,0.003734887344762683,0.0034380152355879545,0.004682372324168682,0.006283662747591734
183,99,900,b,28782,30606,0.005729864351451397,0.007668481208384037,0.009765625,0.0017429986037313938,0.002541306195780635,0.004240084905177355,0.0034796297550201416,0.004691103007644415,0.007209978066384792
184,99,900,a,28896,14448,0.005860759411007166,0.007895001210272312,0.01025390625,0.001734254416078329,0.0025411515962332487,0.00380174838937819,0.0034690063912421465,0.004679055884480476,0.006452026776969433
185,99,900,b,26358,29394,0.0057303449138998985,0.007659415248781443,0.002197265625,0.0017235011328011751,0.0025411227252334356,0.003849607892334461,0.0034478327725082636,0.004712345078587532,0.006434151437133551
186,99,900,b,28742,30586,0.00545975286513567,0.007113051135092974,0.010009765625,0.0017227442003786564,0.002541089430451393,0.003867529099807143,0.0034466334618628025,0.0046858335845172405,0.006475275382399559
187,99,900,a,28368,14184,0.005633384920656681,0.007460624910891056,0.01513671875,0.0017382253427058458,0.0025409648660570383,0.0041730827651917934,0.0034733356442302465,0.004667986650019884,0.006897870916873217
188,99,900,b,26070,29250,0.005744743626564741,0.00752637255936861,0.0087890625,0.0017214472172781825,0.0025409539230167866,0.003470377065241337,0.0034439372830092907,0.004656963981688023,0.005986963864415884
189,99,900,a,27064,13532,0.005868169013410807,0.007758865598589182,0.0078125,0.0017423563404008746,0.002540871500968933,0.004911529365926981,0.0034763237927109003,0.004693728405982256,0.008000195026397705
190,99,900,b,28678,30554,0.005531085655093193,0.0072724707424640656,0.024658203125,0.0017313063144683838,0.002540384419262409,0.003609385574236512,0.003461227985098958,0.004664580803364515,0.006347890477627516
191,99,900,a,27656,13828,0.0059488071128726006,0.00784410908818245,0.01220703125,0.001728556933812797,0.002540362300351262,0.003364799777045846,0.0034557231701910496,0.004693699534982443,0.005903718061745167
192,99,900,b,27030,29730,0.005597664508968592,0.007444028742611408,0.018310546875,0.0017270141979679465,0.002539834240451455,0.0036678670439869165,0.003454107092693448,0.004654469899833202,0.006585593335330486
193,99,900,a,27872,13936,0.005539998412132263,0.007378575392067432,0.002685546875,0.0017370125278830528,0.0025396894197911024,0.0039414893835783005,0.0034660829696804285,0.004700943827629089,0.006449877750128508
194,99,900,b,28958,30694,0.0059326402842998505,0.007737030275166035,0.009033203125,0.0017131033819168806,0.0025396798737347126,0.004063570871949196,0.0034304559230804443,0.004674550611525774,0.007011523470282555
195,99,900,b,26222,29326,0.005969919264316559,0.007766825146973133,0.009033203125,0.0017278353916481137,0.002539458218961954,0.0036209372337907553,0.0034561019856482744,0.004676759243011475,0.006119028199464083
196,99,900,a,27120,13560,0.005775687750428915,0.00753302127122879,0.000732421875,0.0017262452747672796,0.002539439359679818,0.003340614028275013,0.0034518027678132057,0.004664560779929161,0.005834146868437529
197,99,900,b,26390,29410,0.0057552652433514595,0.0076844822615385056,0.0068359375,0.0017338834004476666,0.002539372304454446,0.0037203284446150064,0.003460168605670333,0.0046809641644358635,0.006386769004166126
198,99,900,b,26054,29242,0.005779745988547802,0.007647717371582985,0.0087890625,0.001736023579724133,0.0025393282994627953,0.0035336005967110395,0.003465064335614443,0.00467997882515192,0.006073204334825277
199,99,900,a,26080,13040,0.005557697266340256,0.0074022915214300156,0.008056640625,0.0017265002243220806,0.0025391774252057076,0.003684116993099451,0.003452544566243887,0.004686650354415178,0.006268167402595282
200,99,900,a,29000,14500,0.005845656152814627,0.007815449498593807,0.000244140625,0.0017290114192292094,0.002538850763812661,0.0037494932767003775,0.003454232355579734,0.00465902267023921,0.006285001989454031
201,99,900,b,26182,29306,0.005672914441674948,0.007401234935969114,0.015869140625,0.0017366299871355295,0.00253856647759676,0.003663431853055954,0.0034714017529040575,0.0046945540234446526,0.006317650433629751
202,99,900,a,28016,14008,0.005796852521598339,0.00778881786391139,0.005615234375,0.0017436961643397808,0.002538475440815091,0.0035111496690660715,0.0034797880798578262,0.004664970096200705,0.006086286623030901
203,99,900,a,26032,13016,0.005854928866028786,0.007655927445739508,0.001708984375,0.0017265962669625878,0.0025383103638887405,0.004479755647480488,0.0034550256095826626,0.0046973684802651405,0.007583859376609325
204,99,900,b,28718,30574,0.005551917478442192,0.0072609675116837025,0.019775390625,0.001730672549456358,0.002538209082558751,0.0037745237350463867,0.003461043816059828,0.004709427710622549,0.006265892181545496
205,99,900,a,28328,14164,0.005803587846457958,0.007623417768627405,0.0166015625,0.001741584506817162,0.0025381052400916815,0.003425253788009286,0.0034766055177897215,0.004678926896303892,0.006186399608850479
206,99,900,a,28760,14380,0.005347980186343193,0.007210972718894482,0.012451171875,0.0017129335319623351,0.0025379424914717674,0.004053162410855293,0.0034325190354138613,0.004695664159953594,0.006583989132195711
207,99,900,a,27736,13868,0.005703187081962824,0.007620718330144882,0.02001953125,0.001734767691232264,0.0025378400459885597,0.003826915053650737,0.0034659141674637794,0.004672706127166748,0.00647015031427145
208,99,900,a,27464,13732,0.005732670426368713,0.0075064487755298615,0.012451171875,0.0017483761766925454,0.0025376148987561464,0.0034976396709680557,0.003487030044198036,0.004693301860243082,0.006049297284334898
209,99,900,a,27784,13892,0.005711613688617945,0.007496977224946022,0.001708984375,0.0017338213510811329,0.002537338063120842,0.0033731122966855764,0.0034629174042493105,0.004672451876103878,0.005770314950495958
210,99,900,a,29112,14556,0.0057966927997767925,0.007548661902546883,0.02001953125,0.0017427471466362476,0.002537220250815153,0.0034749393817037344,0.0034752844367176294,0.004669493064284325,0.006384287495166063
211,99,900,b,28670,30550,0.005331917200237513,0.007047523278743029,0.02978515625,0.0017212560633197427,0.002537039341405034,0.003766868030652404,0.0034439093433320522,0.004673648159950972,0.006556761916726828
212,99,900,b,27038,29734,0.00560583034530282,0.007414146792143583,0.02490234375,0.0017147038597613573,0.0025367906782776117,0.00363332312554121,0.0034349276684224606,0.0046462384052574635,0.0062387785874307156
213,99,900,b,26302,29366,0.005666249431669712,0.007408743258565664,0.0107421875,0.001716722035780549,0.00253670965321362,0.003851777408272028,0.0034348336048424244,0.0046775732189416885,0.006513349711894989
214,99,900,a,27944,13972,0.005988992750644684,0.00801010336726904,0.00341796875,0.0017496172804385424,0.002536553656682372,0.003690216224640608,0.0034917076118290424,0.004682082682847977,0.006346482317894697
215,99,900,b,29222,30826,0.005238827783614397,0.006850146222859621,0.02294921875,0.0017206657212227583,0.002536505227908492,0.003695850260555744,0.003443472320213914,0.004682769067585468,0.006628917530179024
216,99,900,a,26904,13452,0.005770174786448479,0.007558356039226055,0.0009765625,0.0017230144003406167,0.0025364060420542955,0.00384698947891593,0.003444554517045617,0.004670684225857258,0.006392938084900379
217,99,900,b,26294,29362,0.005881919525563717,0.007638757582753897,0.014404296875,0.0017286421498283744,0.0025360744912177324,0.003951619379222393,0.003454666119068861,0.004720708355307579,0.006650124676525593
218,99,900,b,27870,30150,0.005328126717358828,0.007086944300681353,0.011474609375,0.0016968492418527603,0.002536064712330699,0.003587998216971755,0.003402407979592681,0.004638948943465948,0.006039349362254143
219,99,900,a,28048,14024,0.0055714198388159275,0.007473270408809185,0.01025390625,0.0017195632681250572,0.0025359175633639097,0.0036776650231331587,0.0034431391395628452,0.004642380401492119,0.006259677466005087
220,99,900,a,27344,13672,0.0058122966438531876,0.007691410835832357,0.01171875,0.0017227656207978725,0.00253586214967072,0.0036022886633872986,0.0034435088746249676,0.004662913270294666,0.006262878887355328
221,99,900,b,26286,29358,0.005753055214881897,0.007476043421775103,0.00830078125,0.0017345079686492682,0.0025356339756399393,0.0038719726726412773,0.0034660068340599537,0.004716895520687103,0.0067458851262927055
222,99,900,a,28064,14032,0.005567898508161306,0.0073998537845909595,0.004150390625,0.0017347453394904733,0.0025355308316648006,0.0037337900139391422,0.003465119516476989,0.004711514804512262,0.006589347030967474
223,99,900,b,27054,29742,0.0054918136447668076,0.0072849509306252,0.010009765625,0.0017183750169351697,0.0025353108067065477,0.004397027660161257,0.0034375092945992947,0.004662238527089357,0.007204085122793913
224,99,900,a,27088,13544,0.005816999357193708,0.0076577854342758656,0.000732421875,0.0017387294210493565,0.002535109641030431,0.0035149070899933577,0.0034712329506874084,0.0046407561749219894,0.006062219850718975
225,99,900,b,29214,30822,0.005249032285064459,0.006887802388519049,0.02197265625,0.0017082988051697612,0.002534933853894472,0.0041424063965678215,0.0034251471515744925,0.004694599658250809,0.0067726364359259605
226,99,900,b,26702,29566,0.00536846648901701,0.007016398478299379,0.0185546875,0.0017327265813946724,0.00253476994112134,0.003596455091610551,0.0034657439682632685,0.00469399057328701,0.006325095426291227
227,99,900,a,26120,13060,0.005452840123325586,0.007279186509549618,0.00048828125,0.0017337213503196836,0.0025346267502754927,0.003695705672726035,0.0034658426884561777,0.004702936392277479,0.006320159882307053
228,99,900,a,26000,13000,0.0058573768474161625,0.007602974306792021,0.015625,0.0017224914627149701,0.0025345387402921915,0.0034843243192881346,0.0034538942854851484,0.004657033830881119,0.006020303815603256
229,99,900,a,27104,13552,0.005953594110906124,0.007697376888245344,0.00634765625,0.0017343139043077826,0.0025343880988657475,0.0032973058987408876,0.003462910419330001,0.004677359946072102,0.005706433206796646
230,99,900,a,29048,14524,0.005760479252785444,0.007664047181606293,0.00146484375,0.0017374156741425395,0.0025343538727611303,0.003597909351810813,0.0034690487664192915,0.004676243755966425,0.006173314526677132
231,99,900,b,29198,30814,0.005199974402785301,0.006799862254410982,0.011962890625,0.001712078577838838,0.00253418181091547,0.0036201709881424904,0.003432503202930093,0.004686836618930101,0.006322454661130905
232,99,900,a,26984,13492,0.0055481744930148125,0.007241141516715288,0.006591796875,0.0017418951028957963,0.0025338854175060987,0.0034757936373353004,0.0034787198528647423,0.004693258088082075,0.006117560435086489
233,99,900,a,27056,13528,0.005695927422493696,0.007568369619548321,0.01025390625,0.0017269677482545376,0.00253317947499454,0.003552255453541875,0.0034513056743890047,0.004682568833231926,0.0058658430352807045
234,99,900,b,28174,30302,0.005237048026174307,0.006951439194381237,0.01806640625,0.0017063538543879986,0.002533108461648226,0.0036424107383936644,0.0034218202345073223,0.0046358369290828705,0.006217775400727987
235,99,900,a,29080,14540,0.005946557968854904,0.007831756956875324,0.013427734375,0.001717732404358685,0.002532800892367959,0.003916586749255657,0.003436650615185499,0.004668280482292175,0.0066891019232571125
236,99,900,a,28008,14004,0.005834770388901234,0.007593431510031223,0.000732421875,0.0017353602452203631,0.002532700076699257,0.0035757014993578196,0.003466276451945305,0.0046775764785707,0.006312754470854998
237,99,900,a,28800,14400,0.005663799587637186,0.0075150104239583015,0.001708984375,0.0017147200414910913,0.002532658400014043,0.003861464560031891,0.0034409796353429556,0.004666461609303951,0.0067705679684877396
238,99,900,a,28728,14364,0.005501680541783571,0.007286799140274525,0.0,0.001730534597299993,0.002532652812078595,0.003452085889875889,0.0034575539175421,0.004671101458370686,0.005757796112447977
239,99,900,a,28680,14340,0.005374543834477663,0.007278416771441698,0.005615234375,0.0017224287148565054,0.0025326095055788755,0.0036296683829277754,0.0034502765629440546,0.004656968638300896,0.006192977074533701
240,99,900,b,26622,29526,0.0056844367645680904,0.007380101829767227,0.01611328125,0.0017229905351996422,0.0025323117151856422,0.0034177012275904417,0.003448493778705597,0.004709093365818262,0.00589850265532732
241,99,900,a,28360,14180,0.005867155734449625,0.007743149064481258,0.008056640625,0.0017289668321609497,0.0025318313855677843,0.0034559916239231825,0.003457138314843178,0.004705682396888733,0.00601896783336997
242,99,900,b,27910,30170,0.005577217321842909,0.007445684168487787,0.010009765625,0.001706417417153716,0.0025318025145679712,0.0036103769671171904,0.00342059344984591,0.0046649291180074215,0.006460766773670912
243,99,900,a,26920,13460,0.005431411322206259,0.007207267917692661,0.0087890625,0.0017289009410887957,0.0025316858664155006,0.003402497386559844,0.0034536931198090315,0.004675755277276039,0.005910011008381844
244,99,900,a,28520,14260,0.005676842760294676,0.007518763653934002,0.007568359375,0.0017096238443627954,0.0025310362689197063,0.003401392139494419,0.00342377508059144,0.004665817134082317,0.006166112143546343
245,99,900,a,28752,14376,0.005690997466444969,0.007478679064661264,0.015869140625,0.0017225750489160419,0.0025309163611382246,0.003450209042057395,0.0034458565060049295,0.004662981256842613,0.005947900004684925
246,99,900,b,26190,29310,0.0057973433285951614,0.007606399245560169,0.017578125,0.0017282479675486684,0.002530867699533701,0.0035330515820533037,0.0034569937270134687,0.004660829436033964,0.006216034758836031
247,99,900,a,26136,13068,0.005809330381453037,0.007690099533647299,0.00634765625,0.00172915100120008,0.002530719619244337,0.0035981065593659878,0.003458949737250805,0.0046657901257276535,0.006231754086911678
248,99,900,b,27166,29798,0.005621021613478661,0.007514190394431353,0.0146484375,0.001714857411570847,0.002530597383156419,0.0048226299695670605,0.003436618484556675,0.00465422635897994,0.0077062975615262985
249,99,900,b,28910,30670,0.00538363354280591,0.007039577234536409,0.010009765625,0.0017309344839304686,0.002530563622713089,0.0035406758543103933,0.0034629451110959053,0.004688296467065811,0.0060133375227451324
250,99,900,a,25984,12992,0.00587668688967824,0.007728464435786009,0.014404296875,0.0017308553215116262,0.0025303326547145844,0.003942824434489012,0.0034624107647687197,0.004667889326810837,0.006617412436753511
251,99,900,a,27200,13600,0.005607353989034891,0.007429875433444977,0.014892578125,0.0017373525770381093,0.0025302444119006395,0.003673685248941183,0.0034674592316150665,0.004655248019844294,0.006318997126072645
252,99,900,a,29128,14564,0.005761130712926388,0.00755280489102006,0.02685546875,0.001736092264764011,0.002530222525820136,0.004062081687152386,0.0034640375524759293,0.004631535615772009,0.006532619707286358
253,99,900,a,27808,13904,0.005580553784966469,0.007281207013875246,0.0048828125,0.0017371922731399536,0.0025299363769590855,0.003781772218644619,0.003469754010438919,0.004720879253000021,0.006484693847596645
254,99,900,a,27248,13624,0.005658688489347696,0.007639582268893719,0.001953125,0.0017354240408167243,0.0025293559301644564,0.0038967099972069263,0.003468190785497427,0.004663321189582348,0.007189188152551651
255,99,900,a,28768,14384,0.005661706905812025,0.007582689169794321,0.001220703125,0.0017222689930349588,0.0025290639605373144,0.003500225255265832,0.0034482977353036404,0.004684681538492441,0.0060694580897688866
256,99,900,b,27582,30006,0.005712485406547785,0.007598742377012968,0.03759765625,0.0017157968832179904,0.0025290425401180983,0.0036419720854610205,0.003443882567808032,0.004680514335632324,0.006055811885744333
257,99,900,a,28824,14412,0.005858841352164745,0.007626337464898825,0.00537109375,0.0017193758394569159,0.0025287754833698273,0.0036569556687027216,0.003443943802267313,0.004663393832743168,0.006188311148434877
258,99,900,b,26878,29654,0.00571321789175272,0.007616508286446333,0.007568359375,0.0017198605928570032,0.0025287396274507046,0.0037457423750311136,0.0034437987487763166,0.004633698612451553,0.006315853446722031
259,99,900,a,29040,14520,0.005794222466647625,0.007730806712061167,0.008056640625,0.001726230839267373,0.0025286355521529913,0.003862772136926651,0.0034509683027863503,0.0046752323396503925,0.006612563971430063
260,99,900,b,27838,30134,0.005369506310671568,0.006939553655683994,0.001708984375,0.001708514872007072,0.002528292126953602,0.003467600094154477,0.00342365400865674,0.004653456620872021,0.005864514037966728
261,99,900,b,26446,29438,0.00564510328695178,0.007409770041704178,0.004638671875,0.001718744053505361,0.0025282721035182476,0.0042016939260065556,0.0034437517169862986,0.004711019806563854,0.006979181431233883
262,99,900,a,28720,14360,0.005596917122602463,0.0073113469406962395,0.002197265625,0.0017340193735435605,0.0025282339192926884,0.0035524782724678516,0.0034656107891350985,0.004670111928135157,0.006071118637919426
263,99,900,b,28814,30622,0.005789910443127155,0.00758883822709322,0.00830078125,0.001728309434838593,0.0025282015558332205,0.0036329657305032015,0.0034546549431979656,0.004652772098779678,0.006163829937577248
264,99,900,a,27512,13756,0.005536020267754793,0.007442761212587357,0.019287109375,0.0017420488875359297,0.0025279091205447912,0.0036498806439340115,0.0034759521950036287,0.0046814377419650555,0.006079445593059063
265,99,900,b,26542,29486,0.005499356426298618,0.007323164958506823,0.03271484375,0.0017261120956391096,0.002527813659980893,0.0034465105272829533,0.0034515573643147945,0.004661022685468197,0.0060190665535628796
266,99,900,b,26174,29302,0.005866958759725094,0.007742938119918108,0.008056640625,0.0017303575295954943,0.00252746744081378,0.004054950550198555,0.0034583858214318752,0.004674788098782301,0.006691270042210817
267,99,900,a,27952,13976,0.005727061536163092,0.007567419204860926,0.011962890625,0.001747439382597804,0.0025273796636611223,0.0037434338591992855,0.0034867788199335337,0.004701440222561359,0.006490292027592659
268,99,900,a,27224,13612,0.005732545629143715,0.007587292231619358,0.002685546875,0.001735410769470036,0.0025273303035646677,0.0035950043238699436,0.0034660170786082745,0.004662388935685158,0.0060401721857488155
269,99,900,a,28984,14492,0.005862279329448938,0.007765359245240688,0.017333984375,0.0017201869050040841,0.002527185482904315,0.0037150492426007986,0.00343929510563612,0.004656383767724037,0.006215790752321482
270,99,900,b,27742,30086,0.005665206350386143,0.007517041172832251,0.002685546875,0.0017113616922870278,0.0025269107427448034,0.003218508092686534,0.0034267804585397243,0.004673270042985678,0.005630385596305132
271,99,900,a,28880,14440,0.005666525103151798,0.007558795157819986,0.005859375,0.0017328414833173156,0.0025268488097935915,0.003387240692973137,0.0034597828052937984,0.004671723581850529,0.005846667569130659
272,99,900,a,28536,14268,0.005714658182114363,0.007690928410738707,0.023193359375,0.0016980363288894296,0.0025267554447054863,0.003703582100570202,0.0034091940615326166,0.004672328010201454,0.006382403429597616
273,99,900,b,27414,29922,0.005580500699579716,0.00736665166914463,0.051025390625,0.0017207772471010685,0.0025266404263675213,0.0036894783843308687,0.0034409037325531244,0.004674178548157215,0.006252408027648926
274,99,900,a,26264,13132,0.005852776113897562,0.007726918440312147,0.01025390625,0.0017199284629896283,0.002526605036109686,0.003643508767709136,0.003445084672421217,0.004698168486356735,0.006307157687842846
275,99,900,a,27800,13900,0.005544738378375769,0.007384248077869415,0.00634765625,0.0017125497106462717,0.0025264357682317495,0.004056152887642384,0.0034299343824386597,0.004665993619710207,0.006767732556909323
276,99,900,b,26574,29502,0.005442088004201651,0.007060473784804344,0.004638671875,0.0017236786661669612,0.0025264122523367405,0.003654452273622155,0.003447391092777252,0.0046489546075463295,0.006225396879017353
277,99,900,a,27440,13720,0.005843477789312601,0.007737882435321808,0.00537109375,0.001744858454912901,0.0025261419359594584,0.0038459033239632845,0.0034791231155395508,0.004668206907808781,0.006410266738384962
278,99,900,b,27406,29918,0.005495360121130943,0.007286377251148224,0.042236328125,0.0017109677428379655,0.002525891410186887,0.003511543618515134,0.003422612091526389,0.004664057865738869,0.006114782299846411
279,99,900,a,29120,14560,0.005720820277929306,0.007612590212374926,0.02001953125,0.001737900311127305,0.0025257933884859085,0.0034862509928643703,0.0034700408577919006,0.004705437459051609,0.0059339432045817375
280,99,900,a,29088,14544,0.005754566285759211,0.007787930779159069,0.015380859375,0.001724705914966762,0.002525651128962636,0.0034933891147375107,0.0034486930817365646,0.0046587614342570305,0.006140423472970724
281,99,900,b,28654,30542,0.005543090403079987,0.007163094822317362,0.015625,0.001721327193081379,0.0025256413500756025,0.0035638646222651005,0.003445614129304886,0.004677923861891031,0.0059561473317444324
282,99,900,b,28134,30282,0.005648543126881123,0.007303569000214338,0.0224609375,0.0017203043680638075,0.0025252155028283596,0.003576233983039856,0.0034469645470380783,0.004728239960968494,0.00622395658865571
283,99,900,a,28560,14280,0.005597352981567383,0.007390024606138468,0.01708984375,0.0017048848094418645,0.0025248422753065825,0.003912242595106363,0.0034212954342365265,0.004687991458922625,0.006311369128525257
284,99,900,a,29008,14504,0.005739165935665369,0.007715634535998106,0.0087890625,0.0017338352045044303,0.0025246453005820513,0.003948913421481848,0.003462502034381032,0.004677272867411375,0.006567563395947218
285,99,900,b,29158,30794,0.005471955984830856,0.007178850471973419,0.024169921875,0.0017204410396516323,0.002524498151615262,0.0037153649609535933,0.003448106348514557,0.004689560737460852,0.006618042476475239
286,99,900,a,28832,14416,0.005471409298479557,0.00714245717972517,0.01025390625,0.0017207643250003457,0.0025244818534702063,0.0035131587646901608,0.0034462956245988607,0.004662786144763231,0.006284893956035376
